Month,SCA
1.0,-0.08
2.0,-0.05
3.0,-0.05
4.0,-0.06
5.0,0.05
6.0,0.20
7.0,0.08
8.0,0.01
9.0,-0.04
10.0,-0.02
11.0,-0.20
12.0,-0.18
