Month,SCA
1.0,-1.24
2.0,-0.85
3.0,-0.76
4.0,-1.30
5.0,-0.02
6.0,-0.29
7.0,-0.06
8.0,-0.21
9.0,-0.34
10.0,-0.68
11.0,-1.74
12.0,-1.59
