Month,Mean,P25,P75
1.0,3.25,2.17,5.47
2.0,2.69,1.85,3.97
3.0,2.48,1.73,3.78
4.0,3.95,2.10,7.17
5.0,8.68,4.69,13.98
6.0,15.44,9.26,22.97
7.0,24.44,18.08,30.79
8.0,22.64,17.62,28.31
9.0,21.45,15.65,26.38
10.0,17.21,13.49,22.26
11.0,13.94,9.79,19.24
12.0,7.35,4.23,12.91
