Elevation,SCA,CCA
0.0,0.0876182085386396,0.0876182085386396
100.0,0.07606425248228367,0.07606425248228367
200.0,0.09262294755091585,0.09262294755091585
300.0,0.1297208883103281,0.1297208883103281
400.0,0.25209891628355924,0.25209891628355924
500.0,0.2245585495281238,0.2245585495281238
600.0,0.34251755221844454,0.34251755221844454
700.0,0.6221653209682124,0.6221653209682124
800.0,0.8689817804375629,0.8689817804375629
900.0,1.4666120121234418,1.4666120121234418
1000.0,2.5624201618798392,2.5624201618798392
1100.0,4.525692712368736,4.525692712368736
1200.0,7.176210601176136,7.176210601176136
1300.0,10.99842096826277,10.99842096826277
1400.0,14.732869492107326,14.732869492107326
1500.0,19.15101255451826,19.15101255451826
1600.0,24.022375898062865,24.022375898062865
1700.0,29.004189084512007,29.004189084512007
1800.0,34.19253879754752,34.19253879754752
1900.0,38.13818740249585,38.13818740249585
2000.0,42.1909290865236,42.1909290865236
2100.0,43.90722302815073,43.90722302815073
2200.0,48.578066170350496,48.578066170350496
2300.0,51.16277142488236,51.16277142488236
2400.0,54.01837907137475,54.01837907137475
2500.0,56.75265396254207,56.75265396254207
2600.0,58.132768779091364,58.132768779091364
2700.0,59.536863249652114,59.536863249652114
2800.0,60.96262309638583,60.96262309638583
2900.0,61.95227185681454,61.95227185681454
3000.0,63.62994104075311,63.62994104075311
3100.0,64.60225032332445,64.60225032332445
3200.0,65.73602197797749,65.73602197797749
3300.0,66.16286489756308,66.16286489756308
3400.0,69.6857298053051,69.6857298053051
3500.0,69.69408688402412,69.69408688402412
3600.0,66.31912938692055,66.31912938692055
3700.0,71.52414203686742,71.52414203686742
3800.0,75.94516340879225,75.94516340879225
