Elevation,SCA,CCA
0.0,18.16002646099046,18.16002646099046
100.0,22.82427522388555,22.82427522388555
200.0,15.032542411556488,15.032542411556488
300.0,22.010825425844263,22.010825425844263
400.0,22.22920584031021,22.22920584031021
500.0,25.09560569542827,25.09560569542827
600.0,31.779905295084824,31.779905295084824
700.0,36.62465086844346,36.62465086844346
800.0,42.07298214980626,42.07298214980626
900.0,46.34597951300721,46.34597951300721
1000.0,49.10464981200482,49.10464981200482
1100.0,58.06227378974092,58.06227378974092
1200.0,67.72305341987573,67.72305341987573
1300.0,75.880549072152,75.880549072152
1400.0,75.59702298328145,75.59702298328145
1500.0,64.10059029553028,64.10059029553028
1600.0,66.82404526509083,66.82404526509083
1700.0,69.13927472573619,69.13927472573619
1800.0,68.55457718675363,68.55457718675363
1900.0,67.87413779558514,67.87413779558514
2000.0,68.52032738877635,68.52032738877635
2100.0,71.56975498249321,71.56975498249321
2200.0,74.22072044114519,74.22072044114519
2300.0,77.38491310547856,77.38491310547856
2400.0,77.78774935215048,77.78774935215048
2500.0,81.23827588514453,81.23827588514453
2600.0,84.69267022863554,84.69267022863554
2700.0,86.54389931344755,86.54389931344755
2800.0,83.61776979998355,83.61776979998355
2900.0,87.02949028009107,87.02949028009107
3000.0,95.92024080133906,95.92024080133906
3100.0,98.28079734219264,98.28079734219264
3200.0,99.08116956423576,99.08116956423576
3300.0,99.04832217124574,99.04832217124574
3400.0,98.64375889890844,98.64375889890844
