Month,Mean,P25,P75
1.0,1.00,0.49,1.73
2.0,0.83,0.39,1.49
3.0,0.64,0.33,1.24
4.0,1.80,0.59,4.11
5.0,6.94,3.33,11.67
6.0,12.39,6.82,19.41
7.0,15.58,9.43,23.23
8.0,11.00,5.94,17.42
9.0,7.82,3.08,14.35
10.0,5.05,2.22,8.77
11.0,0.93,0.31,2.08
12.0,0.75,0.26,1.64
