Month,Mean,P25,P75
1.0,0.00,0.00,0.03
2.0,0.00,0.00,0.02
3.0,0.00,0.00,0.02
4.0,0.03,0.00,0.84
5.0,1.07,0.11,3.62
6.0,9.72,3.95,14.97
7.0,14.86,9.03,19.54
8.0,15.06,9.57,19.98
9.0,12.24,6.12,16.93
10.0,6.56,1.85,11.53
11.0,0.74,0.08,2.64
12.0,0.01,0.00,0.06
