Month,Mean,P25,P75
1.0,0.30,0.16,0.59
2.0,0.25,0.12,0.58
3.0,0.17,0.08,0.62
4.0,0.53,0.12,4.28
5.0,3.93,0.96,10.35
6.0,13.49,7.54,21.02
7.0,15.59,7.15,26.68
8.0,12.62,5.34,24.08
9.0,7.59,3.00,16.50
10.0,2.82,0.60,7.73
11.0,0.60,0.20,2.18
12.0,0.21,0.13,0.51
