Month,SCA
1.0,-0.03
2.0,-0.00
3.0,-0.04
4.0,0.07
5.0,0.32
6.0,0.40
7.0,0.60
8.0,0.39
9.0,0.24
10.0,0.12
11.0,-0.25
12.0,-0.01
