Month,SCA
1.0,-0.02
2.0,-0.00
3.0,-0.04
4.0,0.24
5.0,0.52
6.0,0.44
7.0,0.60
8.0,0.35
9.0,0.36
10.0,0.16
11.0,-0.23
12.0,-0.01
