Month,SCA
1.0,-0.34
2.0,-0.14
3.0,-0.14
4.0,0.12
5.0,0.96
6.0,0.19
7.0,0.79
8.0,0.46
9.0,0.48
10.0,0.03
11.0,-0.32
12.0,-0.24
