Month,SCA
1.0,-0.00
2.0,-0.00
3.0,-0.00
4.0,-0.00
5.0,-0.74
6.0,0.00
7.0,-0.62
8.0,-0.80
9.0,-1.82
10.0,-1.51
11.0,-0.37
12.0,-0.00
