Month,SCA
1.0,-0.47
2.0,-0.16
3.0,-0.13
4.0,-0.11
5.0,0.01
6.0,-0.40
7.0,-0.03
8.0,-0.03
9.0,-0.14
10.0,-0.14
11.0,-1.57
12.0,-1.60
