Elevation,Area
400,2.36
500,22.97
600,23.18
700,24.69
800,22.11
900,22.32
1000,20.82
1100,26.40
1200,24.69
1300,25.54
1400,19.75
1500,18.03
1600,7.73
1700,5.58
1800,3.65
1900,1.93
2000,0.43
