Month,SCA
1.0,-0.15
2.0,-0.15
3.0,-0.16
4.0,-0.29
5.0,1.76
6.0,1.08
7.0,0.71
8.0,0.12
9.0,-0.08
10.0,-0.03
11.0,-0.08
12.0,-0.02
