Elevation,Area
100,18010.30
200,2419.64
300,2204.98
400,2124.05
500,1963.05
600,1688.93
700,1319.51
800,1069.21
900,890.83
1000,721.68
1100,578.72
1200,574.64
1300,388.75
1400,281.42
1500,172.16
1600,112.70
1700,79.42
1800,57.10
1900,40.78
2000,32.63
2100,28.12
2200,22.54
2300,18.46
2400,15.88
2500,10.09
2600,8.37
2700,5.80
2800,3.65
2900,3.86
3000,3.86
3100,2.79
3200,3.22
3300,1.72
3400,1.50
3500,1.29
3600,1.07
3700,1.50
3800,0.21
