Month,Mean,P25,P75
1.0,7.19,5.34,9.44
2.0,9.42,6.97,11.80
3.0,9.21,6.89,11.72
4.0,10.25,7.95,12.89
5.0,13.68,10.33,18.30
6.0,19.78,13.26,29.39
7.0,20.70,13.36,32.22
8.0,12.28,9.06,17.98
9.0,9.06,6.62,11.94
10.0,8.65,6.01,11.39
11.0,7.66,5.28,10.05
12.0,6.14,4.43,8.03
