Month,SCA
1.0,-0.02
2.0,-0.01
3.0,0.02
4.0,0.16
5.0,0.04
6.0,0.07
7.0,0.43
8.0,0.31
9.0,0.04
10.0,-0.00
11.0,-0.01
12.0,-0.02
