Month,Mean,P25,P75
1.0,0.38,0.15,0.90
2.0,0.51,0.18,1.11
3.0,0.73,0.29,1.89
4.0,2.36,0.86,4.87
5.0,7.63,4.01,12.44
6.0,16.69,9.82,24.60
7.0,19.54,11.51,30.17
8.0,13.57,7.62,20.43
9.0,8.98,3.70,15.57
10.0,4.87,1.80,8.29
11.0,1.57,0.38,3.32
12.0,0.18,0.06,0.55
