Elevation,Area
100,12246.50
200,2102.15
300,1688.07
400,1412.02
500,1126.31
600,827.94
700,541.15
800,303.31
900,120.85
1000,55.38
1100,37.14
1200,26.40
1300,22.75
1400,17.39
1500,7.30
1600,0.21
