Month,SCA
1.0,-0.32
2.0,-0.10
3.0,-0.08
4.0,0.33
5.0,0.46
6.0,0.22
7.0,0.14
8.0,0.27
9.0,0.91
10.0,0.12
11.0,-0.06
12.0,-0.15
