Month,SCA
1.0,-0.00
2.0,-0.00
3.0,-0.00
4.0,-0.02
5.0,-0.65
6.0,0.00
7.0,-0.39
8.0,-0.87
9.0,-1.33
10.0,-2.28
11.0,-2.17
12.0,-0.09
