Month,Mean,P25,P75
1.0,3.29,2.28,4.39
2.0,2.57,1.66,3.67
3.0,1.73,1.06,2.56
4.0,2.00,0.92,4.28
5.0,5.59,2.55,9.78
6.0,9.19,4.76,14.99
7.0,13.39,8.39,19.66
8.0,9.65,5.46,15.58
9.0,7.99,3.94,13.08
10.0,4.03,1.96,7.21
11.0,1.78,0.75,3.47
12.0,2.50,1.26,4.38
