Month,SCA
1.0,-0.10
2.0,-0.11
3.0,-0.12
4.0,0.05
5.0,0.39
6.0,-0.32
7.0,1.05
8.0,0.12
9.0,0.04
10.0,-0.11
11.0,-0.14
12.0,-0.08
