Elevation,Area
100,3641.25
200,1978.29
300,916.38
400,628.31
500,469.89
600,417.08
700,321.77
800,280.13
900,271.54
1000,283.56
1100,269.18
1200,208.65
1300,147.68
1400,112.48
1500,72.77
1600,47.87
1700,31.99
1800,17.17
1900,14.17
2000,9.23
2100,6.65
2200,4.29
2300,1.29
2400,0.64
2500,0.43
2600,0.21
