Month,SCA
1.0,0.00
2.0,0.00
3.0,0.00
4.0,0.00
5.0,-0.08
6.0,-0.01
7.0,-0.17
8.0,-0.74
9.0,-1.11
10.0,-0.72
11.0,-0.10
12.0,0.00
