Month,SCA
1.0,-0.14
2.0,-0.05
3.0,-0.07
4.0,-0.05
5.0,0.32
6.0,0.27
7.0,0.22
8.0,0.02
9.0,0.03
10.0,-0.00
11.0,-0.13
12.0,-0.21
