Month,SCA
1.0,-0.09
2.0,-0.11
3.0,-0.10
4.0,-0.05
5.0,0.07
6.0,0.13
7.0,0.08
8.0,-0.01
9.0,-0.03
10.0,0.00
11.0,-0.03
12.0,-0.05
