Month,SCA
1.0,-0.00
2.0,0.00
3.0,0.02
4.0,0.12
5.0,0.04
6.0,-0.01
7.0,0.05
8.0,0.15
9.0,0.06
10.0,-0.00
11.0,-0.00
12.0,-0.00
