Elevation,Area
100,456.58
200,138.45
300,187.18
400,244.50
500,261.45
600,258.66
700,289.15
800,320.27
900,274.76
1000,301.17
1100,290.43
1200,265.75
1300,237.63
1400,208.22
1500,144.89
1600,100.68
1700,53.24
1800,23.40
1900,9.45
2000,3.86
2100,0.86
2200,0.43
