Month,SCA
1.0,0.00
2.0,0.00
3.0,0.00
4.0,0.01
5.0,0.22
6.0,0.46
7.0,0.67
8.0,0.18
9.0,0.01
10.0,0.00
11.0,0.00
12.0,0.00
