system:index,CCA,Date,Elevation,SCA,.geo
Andes_MCDS4S5_Yearly_Monthly_2000_02_0_Andes_MCDS4S5_Yearly_Monthly_2000_02_0,0.02179284772981198,2000-02-01,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
Andes_MCDS4S5_Yearly_Monthly_2000_02_1_Andes_MCDS4S5_Yearly_Monthly_2000_02_1,0.06373433206724215,2000-02-01,100.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
Andes_MCDS4S5_Yearly_Monthly_2000_02_2_Andes_MCDS4S5_Yearly_Monthly_2000_02_2,0.05978864439070069,2000-02-01,200.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
Andes_MCDS4S5_Yearly_Monthly_2000_02_3_Andes_MCDS4S5_Yearly_Monthly_2000_02_3,0.047108240220883536,2000-02-01,300.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
Andes_MCDS4S5_Yearly_Monthly_2000_02_4_Andes_MCDS4S5_Yearly_Monthly_2000_02_4,0.01117262001914638,2000-02-01,400.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
Andes_MCDS4S5_Yearly_Monthly_2000_02_5_Andes_MCDS4S5_Yearly_Monthly_2000_02_5,0.02270647306779715,2000-02-01,500.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
Andes_MCDS4S5_Yearly_Monthly_2000_02_6_Andes_MCDS4S5_Yearly_Monthly_2000_02_6,0.07951817760212772,2000-02-01,600.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
Andes_MCDS4S5_Yearly_Monthly_2000_02_7_Andes_MCDS4S5_Yearly_Monthly_2000_02_7,0.08076039033764207,2000-02-01,700.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
Andes_MCDS4S5_Yearly_Monthly_2000_02_8_Andes_MCDS4S5_Yearly_Monthly_2000_02_8,0.033341343513694506,2000-02-01,800.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
Andes_MCDS4S5_Yearly_Monthly_2000_02_9_Andes_MCDS4S5_Yearly_Monthly_2000_02_9,0.0031174822396076232,2000-02-01,900.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
Andes_MCDS4S5_Yearly_Monthly_2000_02_10_Andes_MCDS4S5_Yearly_Monthly_2000_02_10,0.06005258045856623,2000-02-01,1000.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
Andes_MCDS4S5_Yearly_Monthly_2000_02_11_Andes_MCDS4S5_Yearly_Monthly_2000_02_11,0.03655199809039387,2000-02-01,1100.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
Andes_MCDS4S5_Yearly_Monthly_2000_02_12_Andes_MCDS4S5_Yearly_Monthly_2000_02_12,0.02448947234979965,2000-02-01,1200.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
Andes_MCDS4S5_Yearly_Monthly_2000_02_13_Andes_MCDS4S5_Yearly_Monthly_2000_02_13,0.05889063892879082,2000-02-01,1300.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
