system:index,Month,SCA,Year,.geo
2_0,1,0.00,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_Andes_MCDS4S5_Yearly_Monthly_2000_02_00000000000000000002,2.0,0.36,2000.0,"{""type"":""Polygon"",""coordinates"":[[[-67.76332548155477,-22.958725808286424],[-67.75382424055229,-22.97589880707294],[-67.7506262150011,-22.98509582510718],[-67.74985970481873,-22.992097262025503],[-67.74945502905224,-22.998177933140163],[-67.7499315622919,-23.005848155216725],[-67.74554526009365,-23.026109391652444],[-67.73379726775838,-23.028387486778296],[-67.7294208292422,-23.037946612515785],[-67.7253618436259,-23.05179864428735],[-67.72315967170309,-23.057734653597212],[-67.72555531035364,-23.069320743084923],[-67.72402622342537,-23.079888915589265],[-67.72060913610906,-23.08613326565413],[-67.71852767049135,-23.09406517803491],[-67.71724108151894,-23.09789236331123],[-67.71594557972978,-23.102638509852618],[-67.71270596550153,-23.10744507873665],[-67.70821997825655,-23.11179299089212],[-67.70136595506484,-23.1163902582238],[-67.69659694323636,-23.11936362845921],[-67.69330288407421,-23.123174030303293],[-67.6950264067503,-23.128393218820126],[-67.69824879596236,-23.13252650336981],[-67.69879262251477,-23.137462466245143],[-67.69816675357109,-23.14102144951614],[-67.69665433647275,-23.144021604596166],[-67.69426265013296,-23.146194096422963],[-67.69186023450055,-23.149469328704757],[-67.69004603238548,-23.153560856633547],[-67.68751337468075,-23.160219709088214],[-67.68681829294319,-23.16387658697879],[-67.68677363381529,-23.168453514061323],[-67.68738203495249,-23.172695232768586],[-67.68620670857743,-23.176361604223878],[-67.68546487633374,-23.17933220165908],[-67.68455168458243,-23.18147201514279],[-67.68325056913763,-23.186585356743976],[-67.68357054975603,-23.19005794685931],[-67.68622344437497,-23.191039544023962],[-67.6898227363154,-23.194431910724163],[-67.69144074669722,-23.198108082239752],[-67.69601791744832,-23.20272341858116],[-67.69763611585293,-23.206399519495776],[-67.69826016547366,-23.21007186263407],[-67.69883400754992,-23.218926348267154],[-67.6978150264255,-23.22197093457655],[-67.69843616551864,-23.22594363363502],[-67.69768468638773,-23.235405775036792],[-67.69930434172551,-23.23847225154383],[-67.70323510728937,-23.241862620810007],[-67.70551083706594,-23.24584449206889],[-67.7091120811732,-23.249236448715063],[-67.70776601375113,-23.25197354772653],[-67.70446511065117,-23.25164152757544],[-67.69819922489397,-23.250370300281098],[-67.69258724386457,-23.24970949057137],[-67.68797888496636,-23.248142266679732],[-67.68369152027351,-23.24749673069419],[-67.66596125087811,-23.252121585246396],[-67.65304816263746,-23.25575029600501],[-67.64456649758016,-23.257717051702535],[-67.63350846998958,-23.259665475401064],[-67.6290691830762,-23.262002811668648],[-67.62718520275783,-23.266402102683198],[-67.62856130671564,-23.275595388572064],[-67.62702485444113,-23.2820464042199],[-67.62185469915332,-23.289299441950252],[-67.61860663753768,-23.2922475574635],[-67.61585162984707,-23.297719416405425],[-67.61247397617024,-23.30424368487819],[-67.6100968810001,-23.305531713185967],[-67.6067640793009,-23.307241488586357],[-67.60202291737622,-23.308082425286862],[-67.59773906824624,-23.310666702297105],[-67.59497655120826,-23.31072715881897],[-67.59956780396621,-23.31679776097309],[-67.60237516837542,-23.319884713168758],[-67.6032897662577,-23.32294576862544],[-67.60418599270602,-23.32776396712151],[-67.60368285434755,-23.33038655210104],[-67.60272259908604,-23.331686947022675],[-67.59937080571622,-23.335588606550925],[-67.59886794188436,-23.338636970816086],[-67.59784784462336,-23.345621237575727],[-67.59541411157919,-23.35728647569615],[-67.59013392826907,-23.36576098476188],[-67.5866212747801,-23.370521540437874],[-67.58367478894245,-23.376358503191483],[-67.58130601778011,-23.382191721988896],[-67.58183852483053,-23.386459797550458],[-67.58119260426349,-23.392842087959057],[-67.58170801283627,-23.39871035063305],[-67.58686010802109,-23.402482340748666],[-67.5914225036554,-23.407849242581786],[-67.59836598772989,-23.40578229107755],[-67.60501664432209,-23.406612815332505],[-67.61257493185859,-23.407989132767867],[-67.6192136476152,-23.4071783258139],[-67.62872074567633,-23.403760827208636],[-67.6325131787049,-23.40292437695251],[-67.63907567385078,-23.400516026949003],[-67.64043405286678,-23.39782018845579],[-67.64550540585704,-23.391556651717195],[-67.65037758775883,-23.382368326863954],[-67.65594176054762,-23.371912544628803],[-67.66644994824357,-23.367595646161426],[-67.68332788110614,-23.363327350951366],[-67.69313770831937,-23.36025798364224],[-67.7017925399858,-23.359070300624094],[-67.71367283739137,-23.353708022702584],[-67.71821405012756,-23.354579068415507],[-67.73087024187778,-23.363505013296194],[-67.7342688850365,-23.364581521449217],[-67.73743222597581,-23.36692491069138],[-67.74099078670041,-23.375771794984626],[-67.74276338431308,-23.380403670409304],[-67.7434103719699,-23.38440335497825],[-67.74269480163426,-23.388176838408786],[-67.74061367333718,-23.391517939886803],[-67.74000006840888,-23.397852099410304],[-67.74169844296401,-23.421141921247067],[-67.74190091638935,-23.423869331662686],[-67.73717244941533,-23.43017023115157],[-67.73476060417052,-23.433961263863512],[-67.73307078638801,-23.439977326272864],[-67.73138087928822,-23.44598882306294],[-67.72968360625318,-23.452753329578194],[-67.72393708509428,-23.456095638305452],[-67.72347820467743,-23.46136846389925],[-67.7234202647802,-23.46738868347537],[-67.72292500153141,-23.47642686278471],[-67.72285623771975,-23.483576800163735],[-67.72444562843097,-23.488113139277058],[-67.72849924538482,-23.491158893828576],[-67.73298646836203,-23.491572011616157],[-67.73991611388226,-23.492757928777117],[-67.74356909455085,-23.49504683757466],[-67.74962212038368,-23.50263153710467],[-67.75321526997554,-23.51132159024667],[-67.76259953390569,-23.555832425268118],[-67.7703403828063,-23.586239468919526],[-67.77240426296301,-23.591832666142146],[-67.77696036157505,-23.598315225901818],[-67.78278173082849,-23.60639008164823],[-67.78646526907148,-23.61265030242443],[-67.78548080238768,-23.621276956123918],[-67.77951961879702,-23.627690206203823],[-67.77574313291613,-23.637182352604555],[-67.77828265010017,-23.641958771368056],[-67.78525185460518,-23.646093126750042],[-67.79334208731655,-23.649554360077587],[-67.79629531911911,-23.65814893147154],[-67.79779053827592,-23.667072747760642],[-67.80064526578072,-23.675863630690174],[-67.80448501914161,-23.683958266080946],[-67.80976070135458,-23.696963714157693],[-67.8148980445031,-23.705982645613908],[-67.81814247845986,-23.71441312634122],[-67.81969947752312,-23.725892549628377],[-67.82373820244253,-23.738143953307627],[-67.82528219819454,-23.75114744557402],[-67.82519996815668,-23.760314510661168],[-67.82513820466806,-23.767190935520556],[-67.8235780177261,-23.776566439845013],[-67.82304970842753,-23.782762397022054],[-67.8206780489133,-23.790235297799928],[-67.81860301968231,-23.792891326476767],[-67.81703537890886,-23.795999432840965],[-67.8113969215997,-23.800990418069453],[-67.80595804997151,-23.80276402643059],[-67.80275929862363,-23.80463101314204],[-67.79471041354678,-23.806204680974805],[-67.78234803142095,-23.80999874639971],[-67.7766352699395,-23.809715939800217],[-67.7743132404539,-23.81104239361018],[-67.77250068051445,-23.81208594839941],[-67.77981751379964,-23.819563158911684],[-67.78801860444953,-23.831086224609084],[-67.79292803306468,-23.83876807558976],[-67.80031207454815,-23.84875991264967],[-67.80441315957036,-23.854906470656278],[-67.81378994616912,-23.86306166356488],[-67.82146814696375,-23.869970603235853],[-67.82986279858814,-23.874808876171755],[-67.83840757358345,-23.88148148994461],[-67.84596524924982,-23.888500390512178],[-67.8520077707437,-23.8938220223592],[-67.85805467560627,-23.899255522503235],[-67.86488370695972,-23.907317137980442],[-67.8698042358495,-23.91230702354189],[-67.87459942655278,-23.91717925493639],[-67.88053996486299,-23.923870916670545],[-67.88990790145148,-23.935343514895905],[-67.89210170919935,-23.940590942724263],[-67.8956499931906,-23.94490671618706],[-67.9000912003159,-23.95093227407336],[-67.90263996560577,-23.95524969457504],[-67.91112489311791,-23.957336451551797],[-67.91725273303088,-23.959558515144042],[-67.92707564770447,-23.959788822008925],[-67.93066118863243,-23.95860343789115],[-67.93457849073265,-23.954439055234882],[-67.93659822834007,-23.948454852248545],[-67.94130649825746,-23.939346527090578],[-67.94563671693726,-23.938269019401773],[-67.9494651667832,-23.93650649600706],[-67.95370552309272,-23.937485883067776],[-67.95804258481591,-23.93675318475948],[-67.969825378953,-23.943032730628044],[-67.97635998611533,-23.947537020070257],[-67.98416780370424,-23.953977224006596],[-67.98924730860027,-23.960681531623244],[-67.99357460115613,-23.966932364312143],[-67.99641337550901,-23.97331240686721],[-67.99779109993328,-23.981892970424887],[-67.99925597329538,-23.988062275203266],[-67.99936868388214,-23.99493549795614],[-68.0002694590399,-24.00466954951749],[-68.00035069438111,-24.009937673950333],[-68.00023016042098,-24.017957019849064],[-68.00036952497004,-24.026439722921392],[-68.00293021326432,-24.03110538034045],[-68.0078874878583,-24.0376917008302],[-68.0133124442835,-24.042559480719984],[-68.01728107864348,-24.049614367255735],[-68.01600086465294,-24.05489608321654],[-68.01254065984074,-24.05922682373143],[-68.0090939223758,-24.06493825805636],[-68.00791732577454,-24.070655473156854],[-68.00842356973347,-24.07847262083285],[-68.0111723894773,-24.089953372643347],[-68.01337512221289,-24.0988260234369],[-68.01386189961511,-24.10924315747588],[-68.01382996934397,-24.113407633286535],[-68.0138020417282,-24.117052062378914],[-68.01374209287304,-24.124870041501413],[-68.01481944402428,-24.132170766236225],[-68.01648837022397,-24.13686624138246],[-68.02040006164654,-24.1447096327221],[-68.02377731077377,-24.148375954840784],[-68.02884005273053,-24.15465753879503],[-68.0321903836643,-24.16196814977883],[-68.03384840258137,-24.16823234461523],[-68.03664418498371,-24.173983789560918],[-68.0405778247255,-24.179213309553067],[-68.04282669959868,-24.182352031016638],[-68.04904470406771,-24.186035615890596],[-68.05356912089326,-24.1881483716594],[-68.05694940584863,-24.192338493735832],[-68.06520090628352,-24.19811407244356],[-68.0488559404511,-24.193036845524],[-68.04083799948476,-24.19015781920553],[-68.03231255632318,-24.186593820883495],[-68.02175723777087,-24.180761355827382],[-68.0130728308467,-24.17513310330434],[-68.00769254074814,-24.17327367310123],[-68.00090060220829,-24.17010469727973],[-67.9958273538659,-24.165902253601196],[-67.99077403642654,-24.158575121793085],[-67.98855148922007,-24.152311213582536],[-67.98519574820067,-24.146039756025264],[-67.97843142539726,-24.140260927159133],[-67.97278438951652,-24.13657845757763],[-67.96316579749178,-24.13234429191454],[-67.95241951565434,-24.128110772460275],[-67.93884429342361,-24.122287905981317],[-67.9303919272113,-24.114930803778535],[-67.92934981301065,-24.103985174253932],[-67.93396419171991,-24.094639201243254],[-67.9323468021707,-24.084734109082802],[-67.9267555363624,-24.074796750794956],[-67.9234047854185,-24.068519545069282],[-67.91891241206358,-24.062763093516566],[-67.91158035981293,-24.058026524503717],[-67.90253162551403,-24.05431281562157],[-67.89217402656949,-24.052418112936174],[-67.89116467641053,-24.052285277527062],[-67.87364202494544,-24.051987056116285],[-67.85992089090276,-24.054611025608803],[-67.85396048725552,-24.058982072854935],[-67.84614462896769,-24.06334351276349],[-67.84388073433736,-24.068087149827214],[-67.84380459809691,-24.07658151370936],[-67.8456019416935,-24.083059392444813],[-67.84885288251071,-24.09191950883661],[-67.85026872933142,-24.09906685609205],[-67.85096241729863,-24.10451426014375],[-67.84871880236601,-24.109648070914513],[-67.84072667691204,-24.11532115708185],[-67.83456366210295,-24.118479483791507],[-67.83180576144257,-24.121529166618036],[-67.82903003581247,-24.126519633840754],[-67.82638748301957,-24.131878739138124],[-67.82521142942284,-24.1360341723491],[-67.82347350198097,-24.14018977965157],[-67.82343529779351,-24.14435842842071],[-67.8205638003606,-24.14798077490074],[-67.81187319766005,-24.151127461842265],[-67.80700547252927,-24.151327083983908],[-67.80526301287105,-24.15168103959861],[-67.79904516611913,-24.14789814136789],[-67.79423295917952,-24.141149553611456],[-67.78739170335245,-24.133627082954394],[-67.77607522832636,-24.126821631960354],[-67.77143126461382,-24.1210823350265],[-67.76273169801577,-24.118125264561666],[-67.75127511565424,-24.11194452098931],[-67.74672590317412,-24.11318930024841],[-67.74043466731169,-24.113778595851482],[-67.73558268319488,-24.110533358203984],[-67.730037250144,-24.106327474275425],[-67.72136681059867,-24.101126949042534],[-67.71480297762521,-24.09434337395261],[-67.70960724943238,-24.090453475531266],[-67.70268818676392,-24.0846302171446],[-67.69576815238175,-24.078483905415457],[-67.69265818937217,-24.075579499802927],[-67.68325238824272,-24.063377700015813],[-67.67800391475507,-24.060562109641378],[-67.66859956357692,-24.0584006747728],[-67.66422166048137,-24.05500951150078],[-67.66189214403356,-24.044755270992347],[-67.66197736796572,-24.036525897098276],[-67.66323007844426,-24.02017511269395],[-67.6620783269522,-24.008384674449537],[-67.66195099129465,-23.998992379816094],[-67.6598652346978,-23.991676391334483],[-67.65370839436265,-23.986924640150082],[-67.65177372247325,-23.986235232436147],[-67.64684014277299,-23.984470432234826],[-67.63960256286904,-23.982357849888206],[-67.63385827278486,-23.980697491965113],[-67.62875221509101,-23.98005575141643],[-67.61991861273316,-23.979452073147023],[-67.60736953831625,-23.980024469055305],[-67.59877644597002,-23.978843559119397],[-67.59007944942287,-23.979153800689073],[-67.58149028065813,-23.978083968347022],[-67.57018544320943,-23.978646917385266],[-67.56161986109292,-23.97987133642481],[-67.55210357023779,-23.984080525363773],[-67.5367851515561,-23.996105169325794],[-67.53321943099554,-24.000764256257707],[-67.5289975472845,-24.006882752612274],[-67.52700483958618,-24.01390110539589],[-67.52343814497077,-24.018560001632416],[-67.52049461516519,-24.02248061352182],[-67.51532540143107,-24.028105405383187],[-67.5109105004508,-24.037690835551878],[-67.50973713698068,-24.046321623177544],[-67.5083379601844,-24.05124765742318],[-67.50636265434882,-24.059126375186434],[-67.50413852908441,-24.06528147205924],[-67.49980096843149,-24.06844837839637],[-67.49520914518237,-24.07037560972963],[-67.49009259804724,-24.070818198461268],[-67.4798993077296,-24.06874502332007],[-67.4769355071525,-24.069208576284367],[-67.47317788378372,-24.068678106369617],[-67.4669905027839,-24.068862710664206],[-67.46215325964876,-24.068814198895492],[-67.44874419913758,-24.06546940099192],[-67.44292870221221,-24.05750799889384],[-67.44009621646536,-24.047115892866262],[-67.43924975494929,-24.040020693190076],[-67.44033902407995,-24.026611676016604],[-67.4381105612871,-24.016772616829027],[-67.42703587694771,-24.00855970523185],[-67.41389674846933,-23.99772047784774],[-67.39952603915269,-23.98210709911968],[-67.39475008916642,-23.975808821006783],[-67.38800013819423,-23.972170161405376],[-67.37932314382651,-23.96702715672166],[-67.37101968120353,-23.958611147751764],[-67.3678712870819,-23.951441897543166],[-67.36339727825039,-23.946934439825494],[-67.35567944870526,-23.943279579191216],[-67.3498950676592,-23.940245818991464],[-67.34152571944699,-23.93688363634764],[-67.33447656694148,-23.93175580121642],[-67.3294133758232,-23.922781191831778],[-67.32595784937173,-23.914715871089157],[-67.3241172464307,-23.906963974442018],[-67.32226546232152,-23.900099359416597],[-67.32127141975808,-23.89326652277035],[-67.32171533802912,-23.88833642689617],[-67.32674503044494,-23.88234909588817],[-67.33711619736974,-23.87677355527969],[-67.34849908063961,-23.872445158914058],[-67.35541037955826,-23.86861057143196],[-67.36056517025885,-23.86295958037602],[-67.36705534132012,-23.854547970937325],[-67.37056601291142,-23.846615556439914],[-67.3703428616485,-23.837567809364018],[-67.36918964136812,-23.834713818757756],[-67.36774834503196,-23.827620858897536],[-67.36657712263505,-23.82270477048446],[-67.36564160053987,-23.816872243764646],[-67.36826093708586,-23.8068863845389],[-67.37065649194071,-23.79918863184855],[-67.37425528991334,-23.787935420596014],[-67.37679980784128,-23.78230100721445],[-67.37930031929096,-23.7731158987652],[-67.38332862964853,-23.766784146501536],[-67.3866255639897,-23.76206278154577],[-67.39021395546999,-23.76134714520258],[-67.39854311209824,-23.76242888943208],[-67.40620267230015,-23.759728983610433],[-67.41036702819602,-23.754881548866205],[-67.4115434791799,-23.749034999129318],[-67.40575280927168,-23.733882944391276],[-67.40496930052231,-23.725452302630718],[-67.40684523014573,-23.716515710611194],[-67.41018424508611,-23.708947772333705],[-67.41296509770018,-23.698388678970904],[-67.41145908967488,-23.688489324818462],[-67.40632561852318,-23.674316701116872],[-67.40233105515237,-23.66341446299526],[-67.40359425122867,-23.656367523300094],[-67.40551009973802,-23.64444582052075],[-67.40972765118467,-23.636886790979585],[-67.41397086225214,-23.627153848556834],[-67.41446501488286,-23.615204025731007],[-67.41437944298241,-23.60775759878303],[-67.4129981078611,-23.59562273240544],[-67.41382454437135,-23.583519297673572],[-67.41321717531639,-23.57861810237618],[-67.40998445681434,-23.571233712294127],[-67.40146388744422,-23.562835630807538],[-67.39466442779316,-23.55174300242007],[-67.38759811416898,-23.545080535732716],[-67.37461611606199,-23.535608321673323],[-67.36473117680137,-23.534518625948238],[-67.35082066477874,-23.52019815026701],[-67.34628270940149,-23.507554195775],[-67.3458696068177,-23.490422193713982],[-67.34585269353015,-23.485159478667093],[-67.34590043264895,-23.48133193790315],[-67.34802168840667,-23.47372069625881],[-67.3529514779839,-23.469622111842412],[-67.35416878861372,-23.462364266252813],[-67.35218137307824,-23.456897029945832],[-67.34893282576385,-23.448919627083317],[-67.34343427798129,-23.44492567147661],[-67.33593309582582,-23.440654707424233],[-67.32613398074547,-23.427555112461267],[-67.32023609613768,-23.419925383140896],[-67.31777090973593,-23.409750467505965],[-67.31465649577221,-23.401016325975647],[-67.30993647257885,-23.38297710639781],[-67.30477992443232,-23.37492448773805],[-67.29499491918567,-23.36625209179897],[-67.29166489414133,-23.360509554926985],[-67.29112887958884,-23.35421929871087],[-67.29305253208798,-23.348816417322162],[-67.29559249355367,-23.343424748839762],[-67.29384050686602,-23.335408946621595],[-67.28928942888058,-23.328792398834484],[-67.28158750351068,-23.326426510418553],[-67.2778967282798,-23.326188724946434],[-67.26962469760721,-23.32739299311235],[-67.26173079778967,-23.32974410486269],[-67.25593638848444,-23.33150399219929],[-67.24558176597039,-23.33490259607118],[-67.23532835674786,-23.336118608621707],[-67.22873926730222,-23.33261070745493],[-67.22521843687736,-23.327254757886262],[-67.22936526071601,-23.32126838422259],[-67.23683938930537,-23.314682853448883],[-67.24434303363368,-23.31096597497681],[-67.25146476551522,-23.30598939578608],[-67.2583243233516,-23.29986648670763],[-67.25357419069218,-23.29497259354035],[-67.24437221983725,-23.289885372495092],[-67.23323733664664,-23.289397235518546],[-67.22112818330154,-23.289937242197922],[-67.21271806445208,-23.289998493178818],[-67.19862023346931,-23.289752011051533],[-67.1903018663115,-23.286258597084544],[-67.18728540457244,-23.281122880015243],[-67.18465807771223,-23.265906301046986],[-67.18433514012523,-23.258233256888243],[-67.18374236083393,-23.248271009205165],[-67.18341787797215,-23.240714520576127],[-67.18201348398054,-23.236251724506577],[-67.18105576612572,-23.226751475529564],[-67.17612663491671,-23.215788754157447],[-67.17209377830666,-23.207799175044986],[-67.16936648686672,-23.194409996952892],[-67.16865134469884,-23.190313777767184],[-67.16850751627442,-23.18948287353534],[-67.16805348408712,-23.18685984148245],[-67.17404692682513,-23.18074830785559],[-67.18102394525307,-23.174284803385063],[-67.18885954944764,-23.16701501784484],[-67.19474238679138,-23.162506000724722],[-67.2058315500859,-23.15979539159319],[-67.21607846640948,-23.159149739551687],[-67.22515388298297,-23.15801511593719],[-67.23989455710995,-23.154769312482713],[-67.25076365540238,-23.153218387876507],[-67.26256048268883,-23.150000536673623],[-67.27702820554484,-23.150159379439994],[-67.28693724629724,-23.15277772440858],[-67.29774729211584,-23.156238842471016],[-67.30585405923463,-23.15883650012109],[-67.31361063086644,-23.165415068180884],[-67.32212379392281,-23.16425984525209],[-67.32959141730218,-23.163353064232037],[-67.33274933974576,-23.166340580561194],[-67.3415716397496,-23.169213022453437],[-67.35105017734034,-23.166040168876325],[-67.35913270562503,-23.160023651551676],[-67.36325296741892,-23.152885241408843],[-67.36331416539366,-23.144660101658044],[-67.35849854076812,-23.140454573339763],[-67.34480034202086,-23.128194611668878],[-67.33572413682249,-23.10525081391601],[-67.33825710821925,-23.08173439938105],[-67.34289641858516,-23.069670803416],[-67.3549462604411,-23.063216070038084],[-67.36757948160243,-23.061316417450787],[-67.36923247108592,-23.056406921055665],[-67.37455664521194,-23.05436834188391],[-67.3839834508213,-23.051125303254807],[-67.39152642514854,-23.045773581672233],[-67.39947820680545,-23.038152770776485],[-67.40837405729587,-23.029254442870524],[-67.41351399405137,-23.02502045927284],[-67.4204936210709,-23.021235073586837],[-67.42791288501446,-23.01960095841176],[-67.4381018311411,-23.018419765792807],[-67.44549637855184,-23.018913889358096],[-67.46168500541246,-23.01907214174814],[-67.4712823885985,-23.01621536328591],[-67.47996715056222,-23.010058673865878],[-67.48349552857987,-23.005905442136733],[-67.48776937363029,-23.002203030595076],[-67.49197166101978,-22.99924401615078],[-67.49569932932354,-22.996710729334055],[-67.50406495549386,-22.992939017820312],[-67.51102672733516,-22.990861777340225],[-67.52123172475541,-22.987958191674224],[-67.53353273964757,-22.985526227657868],[-67.54333328969928,-22.98685391239691],[-67.55091962042827,-22.98651551555655],[-67.55851472453453,-22.985347498083726],[-67.56348129114339,-22.98319591032954],[-67.56958263753144,-22.97349590159266],[-67.57446075084015,-22.96909709050074],[-67.58164653123202,-22.962042278314254],[-67.58409233699915,-22.950789110035352],[-67.58208126807705,-22.936581969167573],[-67.58144835312059,-22.926717896628954],[-67.58301731698566,-22.91686903842748],[-67.5874772911369,-22.91147060678041],[-67.59522493559699,-22.906338847149748],[-67.60064420069648,-22.905942912704237],[-67.60387712466917,-22.90591300823906],[-67.61067705703245,-22.909169126300785],[-67.61452938078305,-22.911538521308188],[-67.62249727266983,-22.917077384038265],[-67.627358921033,-22.92114988459921],[-67.63544248209128,-22.925886612085105],[-67.64451947487136,-22.931527983801924],[-67.65301687462772,-22.939575999456757],[-67.65581051438244,-22.94539206247017],[-67.65796629998972,-22.952583424912767],[-67.6597836490371,-22.95779038763922],[-67.66222649109817,-22.96241977566862],[-67.66747254774312,-22.967072741685598],[-67.67429632207947,-22.968856019979032],[-67.67988359102615,-22.97034625683973],[-67.68641454172763,-22.970400454467672],[-67.70105397511746,-22.969077520434116],[-67.70822589043786,-22.967410026799033],[-67.7172614559143,-22.96575288420743],[-67.72631789873911,-22.96236921463743],[-67.73348919304986,-22.960696088295784],[-67.74127675984009,-22.959892810731223],[-67.74905681145111,-22.959380556078774],[-67.76332548155477,-22.958725808286424]]]}"
