system:index,CCA,Elevation,Month,SCA,.geo
0_0_0_0,1.5250987019150888,0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_0_1,0.9645575131348622,100.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_0_2,0.7075780148741488,200.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_0_3,0.5405478368144679,300.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_0_4,0.43194366211342544,400.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_0_5,0.43457660266177695,500.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_0_6,0.3974960659964405,600.0,1.0,3.5284031158603864E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_0_7,0.35467330588154705,700.0,1.0,1.6326807702844414E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_0_8,0.3670317554267065,800.0,1.0,6.227068537754893E-6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9_0_9,0.39608583571142053,900.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_10_0_10,0.41965314010708915,1000.0,1.0,2.2123246761626274E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_0_11,0.44365286396132714,1100.0,1.0,3.5874814803487276E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_12_0_12,0.4775037355674913,1200.0,1.0,0.0014352300071872046,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_13_0_13,0.49831871977719533,1300.0,1.0,0.0019699665114234627,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_14_0_14,0.5120223257392333,1400.0,1.0,0.0037116740712504434,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_15_0_15,0.5149075084922538,1500.0,1.0,0.006125865991181256,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_16_0_16,0.5226662676030744,1600.0,1.0,0.009464088376745327,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_0_17,0.5177247073849034,1700.0,1.0,0.012346324449585217,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_18_0_18,0.5213088683002683,1800.0,1.0,0.015780850391571677,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_19_0_19,0.518420033080703,1900.0,1.0,0.017864504780574678,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20_0_20,0.5091430939740471,2000.0,1.0,0.01854444759461258,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_21_0_21,0.49641487842925525,2100.0,1.0,0.021379214277167748,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_22_0_22,0.4894330078324388,2200.0,1.0,0.024391779960419586,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_23_0_23,0.48901237810434706,2300.0,1.0,0.02843113338580163,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_24_0_24,0.48931808407236826,2400.0,1.0,0.03268541840031237,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_25_0_25,0.49089065700521,2500.0,1.0,0.038996919099576935,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_26_0_26,0.48303368938695584,2600.0,1.0,0.044652229650392145,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_27_0_27,0.4687135335871045,2700.0,1.0,0.05193137167085114,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_28_0_28,0.47679146336106504,2800.0,1.0,0.05737117624287171,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_29_0_29,0.4757841497079834,2900.0,1.0,0.0690031971812487,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_30_0_30,0.47255286258440987,3000.0,1.0,0.07771555105367303,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_31_0_31,0.4623005274379233,3100.0,1.0,0.08639809813748489,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_32_0_32,0.44491640347347805,3200.0,1.0,0.09505876501681851,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_33_0_33,0.4457966919077197,3300.0,1.0,0.10656647233171015,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_34_0_34,0.45679333724265303,3400.0,1.0,0.12478209427753564,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_35_0_35,0.466701333479814,3500.0,1.0,0.16526617385146902,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_36_0_36,0.4714097039953663,3600.0,1.0,0.1994041357249754,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_37_0_37,0.4835175584553165,3700.0,1.0,0.20839733191832957,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_38_0_38,0.5012957342648395,3800.0,1.0,0.22117772926264695,"{""type"":""MultiPoint"",""coordinates"":[]}"
