Date,Snowline_elev
2000-02-01,4684.580934101087
2000-03-01,
2000-04-01,3345.2563488260657
2000-05-01,2557.73772806659
2000-06-01,2451.502635891763
2000-07-01,1451.6329044431427
2000-08-01,2026.1883530803593
2000-09-01,1807.7006406883531
2000-10-01,2405.6953438052556
2000-11-01,2968.991158575703
2000-12-01,3710.352319304767
2001-01-01,
2001-02-01,
2001-03-01,3388.333432996473
2001-04-01,3435.090439276485
2001-05-01,2735.0518726649584
2001-06-01,2874.6009368801842
2001-07-01,2103.2692756101346
2001-08-01,1873.639230943567
2001-09-01,2038.8779937280874
2001-10-01,2416.5002781036983
2001-11-01,3071.7159697816637
2001-12-01,4097.552287415399
2002-01-01,
2002-02-01,
2002-03-01,3434.3365899779387
2002-04-01,3365.0916134406316
2002-05-01,2156.1705833642673
2002-06-01,1527.4685839858337
2002-07-01,1475.4200482561967
2002-08-01,1597.4246093781642
2002-09-01,1964.2745532543533
2002-10-01,2247.0545094900235
2002-11-01,2440.6972317168093
2002-12-01,3137.914678517364
2003-01-01,3873.5459691225697
2003-02-01,4521.846413095811
2003-03-01,4619.882953181273
2003-04-01,4703.173254001983
2003-05-01,1975.7183706207827
2003-06-01,2093.646612683318
2003-07-01,1886.9987074536834
2003-08-01,2342.6775102678407
2003-09-01,2489.5189972061708
2003-10-01,3252.531410916581
2003-11-01,3713.205750105213
2003-12-01,4308.429851948837
2004-01-01,4530.103673364903
2004-02-01,4076.493666629302
2004-03-01,
2004-04-01,2649.3253293868725
2004-05-01,2981.3852867185246
2004-06-01,2777.8220579984913
2004-07-01,2076.5142724530047
2004-08-01,1801.8509924261796
2004-09-01,2572.1295798218875
2004-10-01,3464.471697892409
2004-11-01,3462.330627524535
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,3611.92474823669
2005-04-01,3229.75003957626
2005-05-01,2000.5046946519067
2005-06-01,1971.7120646801377
2005-07-01,2031.489266340046
2005-08-01,1922.847476740908
2005-09-01,1927.0480892187077
2005-10-01,2356.7158498482017
2005-11-01,2743.104159249134
2005-12-01,3528.8352522913347
2006-01-01,4363.891414469413
2006-02-01,4395.888157894737
2006-03-01,
2006-04-01,4966.520100502512
2006-05-01,3407.657305850793
2006-06-01,2325.398879688991
2006-07-01,1609.427528915812
2006-08-01,2145.780744317568
