Year,Month,SCA,CCA
2000,1,0,
2000,2,8.59,3.84
2000,3,2.19,2.86
2000,4,5.31,32.28
2000,5,11.58,50.97
2000,6,20.88,68.69
2000,7,28.53,26.98
2000,8,24.58,57.38
2000,9,25.81,59.52
2000,10,22.46,20.63
2000,11,18.63,26.19
2000,12,13.66,1.36
2001,1,8.39,2.15
2001,2,4.56,2.40
2001,3,4.17,10.95
2001,4,8.28,9.41
2001,5,19.51,56.67
2001,6,25.69,34.22
2001,7,26.08,70.52
2001,8,25.41,51.67
2001,9,23.56,34.47
2001,10,20.68,24.21
2001,11,16.46,12.92
2001,12,11.46,0.28
2002,1,6.23,0.61
2002,2,3.57,0.41
2002,3,3.96,24.49
2002,4,8.99,15.55
2002,5,15.05,51.56
2002,6,31.21,40.78
2002,7,29.14,26.94
2002,8,27.97,58.28
2002,9,25.41,30.91
2002,10,22.32,30.02
2002,11,19.41,3.69
2002,12,15.27,3.20
2003,1,11.87,4.52
2003,2,7.92,0.01
2003,3,5.82,1.77
2003,4,4.88,15.24
2003,5,10.12,27.92
2003,6,24.22,65.44
2003,7,26.98,19.17
2003,8,22.99,21.87
2003,9,21.71,15.41
2003,10,17.10,7.24
2003,11,14.23,7.35
2003,12,8.33,0.80
2004,1,4.79,1.87
2004,2,3.36,0.00
2004,3,3.79,9.45
2004,4,13.52,14.87
2004,5,15.95,26.05
2004,6,20.59,46.06
2004,7,25.19,46.89
2004,8,27.08,25.51
2004,9,21.21,23.24
2004,10,16.66,24.44
2004,11,15.01,19.19
2004,12,9.04,3.45
2005,1,5.37,0.37
2005,2,3.27,2.06
2005,3,4.10,7.30
2005,4,6.85,3.69
2005,5,23.60,48.51
2005,6,26.21,63.34
2005,7,25.93,37.83
2005,8,28.43,59.77
2005,9,25.19,16.86
2005,10,22.06,12.02
2005,11,19.31,1.61
2005,12,15.86,0.74
2006,1,10.93,0.48
2006,2,7.54,1.08
2006,3,5.72,0.14
2006,4,8.19,12.01
2006,5,8.73,40.37
2006,6,24.62,52.59
2006,7,27.97,45.67
2006,8,28.05,49.28
2006,9,23.74,24.37
2006,10,21.01,33.31
2006,11,16.81,4.30
2006,12,12.58,0.55
2007,1,7.68,0.01
2007,2,6.06,1.46
2007,3,5.17,10.47
2007,4,5.78,17.60
2007,5,10.40,32.57
2007,6,29.59,33.32
2007,7,31.07,33.04
2007,8,30.80,25.39
2007,9,23.39,15.23
2007,10,18.12,10.02
2007,11,11.70,4.12
2007,12,5.98,1.28
2008,1,3.12,0.09
2008,2,2.54,0.18
2008,3,3.52,2.65
2008,4,7.52,3.13
2008,5,16.74,35.55
2008,6,26.34,12.87
2008,7,25.39,43.58
2008,8,27.49,23.94
2008,9,24.10,16.20
2008,10,19.84,4.48
2008,11,14.99,0.11
2008,12,8.64,0.06
2009,1,3.97,0.01
2009,2,2.61,0.26
2009,3,2.43,0.05
2009,4,2.49,1.54
2009,5,10.82,26.56
2009,6,19.99,37.58
2009,7,28.07,21.23
2009,8,26.24,52.10
2009,9,24.11,27.30
2009,10,21.21,31.38
2009,11,17.13,31.56
2009,12,12.43,1.30
2010,1,7.22,0.03
2010,2,3.60,0.05
2010,3,2.44,0.04
2010,4,2.81,6.97
2010,5,15.91,14.23
2010,6,23.22,31.91
2010,7,30.98,15.14
2010,8,26.88,21.91
2010,9,20.66,8.63
2010,10,15.12,18.81
2010,11,10.73,1.18
2010,12,5.22,0.63
2011,1,2.27,0.09
2011,2,2.04,2.59
2011,3,3.19,0.41
2011,4,11.13,8.99
2011,5,11.11,14.74
2011,6,22.12,26.94
2011,7,30.04,18.19
2011,8,29.87,51.60
2011,9,23.42,3.74
2011,10,17.18,13.48
2011,11,11.71,2.33
2011,12,4.57,0.21
2012,1,1.97,0.20
2012,2,1.85,1.71
2012,3,1.72,0.00
2012,4,4.61,15.71
2012,5,13.81,41.47
2012,6,22.73,45.50
2012,7,24.20,19.04
2012,8,23.91,30.50
2012,9,19.84,11.76
2012,10,18.79,33.52
2012,11,14.05,8.66
2012,12,11.61,16.36
2013,1,5.32,0.91
2013,2,2.45,1.28
2013,3,2.06,4.38
2013,4,2.31,6.59
2013,5,16.10,25.88
2013,6,24.58,18.77
2013,7,25.21,45.84
2013,8,24.91,15.07
2013,9,20.16,42.59
2013,10,16.16,10.89
2013,11,10.68,1.72
2013,12,4.52,0.65
2014,1,1.67,0.01
2014,2,1.60,0.03
2014,3,2.00,1.05
2014,4,4.26,2.67
2014,5,20.99,32.00
2014,6,29.26,35.83
2014,7,26.24,31.70
2014,8,24.12,21.75
2014,9,22.35,46.97
2014,10,17.75,9.78
2014,11,12.10,6.46
2014,12,7.96,1.04
2015,1,3.25,1.47
2015,2,2.15,0.34
2015,3,2.16,6.09
2015,4,2.09,0.14
2015,5,5.50,12.57
2015,6,14.12,19.96
2015,7,23.82,47.60
2015,8,26.53,44.80
2015,9,24.24,46.10
2015,10,22.53,45.40
2015,11,18.03,8.68
2015,12,12.77,1.78
2016,1,7.11,18.98
2016,2,3.55,0.22
2016,3,2.37,4.88
2016,4,11.96,56.87
2016,5,20.84,49.12
2016,6,23.23,20.37
2016,7,24.44,37.81
2016,8,22.14,13.02
2016,9,17.88,5.50
2016,10,15.98,23.74
2016,11,11.94,2.04
2016,12,7.84,1.31
2017,1,3.79,0.00
2017,2,2.36,0.76
2017,3,2.36,2.24
2017,4,7.84,5.16
2017,5,18.46,34.51
2017,6,24.56,35.77
2017,7,25.41,26.22
2017,8,26.44,29.74
2017,9,21.83,29.09
2017,10,19.29,12.99
2017,11,12.82,9.77
2017,12,5.88,0.32
2018,1,2.61,7.78
2018,2,1.70,0.10
2018,3,2.53,0.04
2018,4,2.38,7.03
2018,5,4.89,27.86
2018,6,25.75,28.10
2018,7,25.12,29.72
2018,8,23.30,19.84
2018,9,19.47,29.72
2018,10,18.94,28.53
2018,11,13.09,3.39
2018,12,7.55,1.17
2019,1,3.04,3.77
2019,2,1.72,0.29
2019,3,1.63,0.14
2019,4,2.20,1.30
2019,5,4.34,37.27
2019,6,25.52,52.83
2019,7,24.54,27.38
2019,8,19.59,30.74
2019,9,17.97,17.50
2019,10,12.43,20.10
2019,11,5.87,1.85
2019,12,2.10,0.78
2020,1,1.28,0.03
2020,2,1.21,0.04
2020,3,1.21,0.07
2020,4,2.77,8.93
2020,5,5.46,13.74
2020,6,20.43,54.57
2020,7,30.23,43.76
2020,8,25.64,8.42
2020,9,22.61,8.21
2020,10,17.65,0.87
2020,11,10.90,0.03
2020,12,4.89,0.03
2021,1,2.05,7.86
2021,2,4.65,7.17
2021,3,1.87,2.59
2021,4,2.62,7.28
2021,5,8.56,32.57
2021,6,17.77,35.26
2021,7,19.83,9.50
2021,8,18.69,28.40
2021,9,21.50,11.26
2021,10,14.01,0.43
2021,11,5.72,0.05
2021,12,1.95,1.92
2022,1,1.10,0.42
2022,2,1.17,0.15
2022,3,1.16,0.35
2022,4,3.36,14.83
2022,5,14.38,28.38
2022,6,23.33,40.80
2022,7,31.46,26.96
2022,8,26.35,13.13
2022,9,21.23,17.24
2022,10,15.23,9.17
2022,11,9.41,15.97
2022,12,3.01,0.06
2023,1,1.69,0.01
2023,2,1.20,0.00
2023,3,1.09,0.00
2023,4,1.39,13.48
2023,5,14.58,27.67
2023,6,17.98,44.51
2023,7,24.00,44.26
2023,8,23.50,32.02
2023,9,24.61,53.23
2023,10,21.87,30.06
2023,11,19.06,12.48
2023,12,13.74,0.34
2024,1,8.30,0.06
2024,2,4.08,0.42
2024,3,2.57,1.29
2024,4,6.01,29.99
2024,5,24.10,38.67
2024,6,31.96,66.22
2024,7,29.75,11.10
2024,8,29.61,27.21
2024,9,23.65,25.37
2024,10,18.48,20.54
