Year,Month,SCA,CCA
2009,7,43.84,49.77
2009,8,36.01,70.68
2009,9,24.73,53.27
2009,10,16.68,62.59
2009,11,7.25,72.10
2009,12,2.25,53.08
2010,1,2.54,60.64
2010,2,1.88,46.45
2010,3,1.92,39.32
2010,4,5.97,46.94
2010,5,24.33,53.00
2010,6,36.23,62.93
2010,7,60.07,52.48
2010,8,48.00,51.85
2010,9,33.23,65.90
2010,10,19.41,59.29
2010,11,4.00,49.73
2010,12,2.55,55.12
2011,1,1.55,38.52
2011,2,1.53,32.53
2011,3,2.76,57.26
2011,4,6.58,55.67
2011,5,18.39,54.93
2011,6,40.20,57.93
2011,7,51.97,61.47
2011,8,44.32,58.94
2011,9,31.96,67.97
2011,10,17.33,45.75
2011,11,3.33,58.23
2011,12,1.90,29.44
2012,1,1.37,28.04
2012,2,1.26,58.81
2012,3,1.72,43.65
2012,4,4.51,44.80
2012,5,28.02,72.96
2012,6,43.77,54.92
2012,7,55.74,58.65
2012,8,40.54,60.65
2012,9,26.23,51.67
2012,10,16.10,60.47
2012,11,3.14,41.46
2012,12,2.32,69.87
2013,1,1.62,17.09
2013,2,1.23,39.07
2013,3,1.63,36.85
2013,4,3.75,46.88
2013,5,24.18,55.69
2013,6,37.28,67.58
2013,7,49.68,45.73
2013,8,46.18,65.65
2013,9,25.96,48.13
2013,10,14.13,45.32
2013,11,3.25,58.79
2013,12,1.26,36.98
2014,1,1.40,43.95
2014,2,1.29,27.00
2014,3,2.82,41.14
2014,4,6.67,51.10
2014,5,21.29,54.37
2014,6,46.54,61.50
2014,7,42.44,59.43
2014,8,23.84,65.36
2014,9,14.75,63.18
2014,10,8.38,57.37
2014,11,8.22,64.62
2014,12,1.79,49.10
2015,1,1.39,41.42
2015,2,1.37,22.09
2015,3,1.58,42.87
2015,4,4.66,47.00
2015,5,21.42,65.19
2015,6,42.54,59.06
2015,7,50.40,65.82
2015,8,41.62,65.65
2015,9,28.04,53.11
2015,10,17.37,51.77
2015,11,2.66,52.71
2015,12,1.78,55.68
2016,1,1.59,31.51
2016,2,1.32,45.13
2016,3,1.46,20.95
2016,4,4.92,29.97
2016,5,7.74,37.78
2016,6,20.72,37.78
2016,7,29.73,53.41
2016,8,27.79,70.92
2016,9,18.68,38.73
2016,10,6.83,49.59
2016,11,1.96,41.88
2016,12,1.26,60.47
2017,1,1.00,57.36
2017,2,1.15,40.47
2017,3,1.34,35.80
2017,4,2.68,41.33
2017,5,24.44,62.71
2017,6,58.30,67.34
2017,7,53.99,64.43
2017,8,34.88,71.40
2017,9,34.27,64.16
2017,10,15.66,67.93
2017,11,5.63,50.12
2017,12,1.92,52.11
2018,1,1.45,40.73
2018,2,1.33,33.43
2018,3,3.91,56.15
2018,4,14.65,60.30
2018,5,22.08,55.75
2018,6,46.95,61.21
2018,7,55.49,41.46
2018,8,40.33,60.60
2018,9,19.70,72.67
2018,10,16.04,56.35
2018,11,5.69,54.45
2018,12,2.12,37.95
2019,1,1.89,37.48
2019,2,1.72,18.51
2019,3,1.59,32.71
2019,4,4.98,55.27
2019,5,17.96,47.84
2019,6,52.57,56.16
2019,7,56.15,61.43
2019,8,38.89,54.19
2019,9,28.33,56.51
2019,10,15.64,51.49
2019,11,4.04,58.14
2019,12,1.69,51.93
2020,1,1.61,38.66
2020,2,1.53,38.07
2020,3,1.91,42.32
2020,4,6.16,50.52
2020,5,23.59,51.79
2020,6,42.82,55.04
2020,7,57.55,58.19
2020,8,43.15,65.62
2020,9,33.00,51.58
2020,10,19.27,47.24
2020,11,2.96,46.54
2020,12,1.98,51.91
2021,1,1.47,40.19
2021,2,1.51,16.16
2021,3,1.29,17.40
2021,4,6.09,66.13
2021,5,14.74,42.47
2021,6,40.36,56.78
2021,7,39.32,60.56
2021,8,30.45,63.40
2021,9,22.18,62.97
2021,10,7.04,50.78
2021,11,2.55,42.72
2021,12,1.44,23.05
2022,1,1.52,35.09
2022,2,1.13,30.24
2022,3,2.80,55.00
2022,4,7.89,63.27
2022,5,29.28,49.90
2022,6,55.10,45.53
2022,7,60.11,64.81
2022,8,53.01,58.56
2022,9,29.05,62.21
2022,10,16.58,59.47
2022,11,3.35,45.06
2022,12,1.69,52.63
2023,1,1.29,42.34
2023,2,1.38,37.06
2023,3,2.26,42.44
2023,4,3.95,42.73
2023,5,30.28,64.60
2023,6,50.49,57.56
2023,7,63.32,58.59
2023,8,42.36,71.95
2023,9,34.64,58.11
2023,10,21.23,49.15
2023,11,9.81,63.10
2023,12,2.78,33.77
2024,1,1.59,34.92
2024,2,1.56,29.78
2024,3,4.52,60.28
2024,4,9.77,48.66
2024,5,46.21,46.21
2024,6,53.12,68.57
2024,7,58.50,48.21
2024,8,39.83,60.90
2024,9,18.37,74.27
2024,10,16.93,34.14
2024,11,6.41,62.95
2024,12,2.80,31.35
2025,1,1.53,37.50
2025,2,1.96,37.68
2025,3,3.06,35.74
2025,4,10.55,48.46
