Year,Month,SCA,CCA
2023,10,6.85,8.54
2023,11,2.95,3.35
2023,12,0.09,0.08
2024,1,0.00,2.30
2024,2,0.00,1.03
2024,3,0.00,0.43
2024,4,2.38,7.80
2024,5,9.64,34.39
2024,6,35.34,68.11
2024,7,29.00,22.77
2024,8,30.32,32.31
2024,9,20.13,28.24
2024,10,12.21,16.87
