Year,Month,SCA,CCA
2000,1,0,
2000,2,0.51,59.92
2000,3,2.06,55.15
2000,4,9.97,57.18
2000,5,16.27,50.96
2000,6,38.97,48.80
2000,7,38.34,51.43
2000,8,9.81,60.62
2000,9,14.90,56.85
2000,10,6.28,57.32
2000,11,1.34,60.12
2000,12,1.14,60.59
2001,1,0.72,59.65
2001,2,1.88,57.53
2001,3,5.46,58.25
2001,4,8.00,57.47
2001,5,14.49,46.74
2001,6,34.37,52.58
2001,7,42.11,51.19
2001,8,27.36,53.12
2001,9,9.97,55.82
2001,10,3.92,56.62
2001,11,1.53,59.25
2001,12,0.73,56.64
2002,1,1.38,58.52
2002,2,1.81,54.75
2002,3,2.18,50.51
2002,4,8.16,57.26
2002,5,40.15,52.20
2002,6,33.06,56.21
2002,7,38.97,38.00
2002,8,21.57,45.22
2002,9,17.60,42.19
2002,10,8.90,43.37
2002,11,3.85,45.16
2002,12,2.26,48.34
2003,1,2.93,47.71
2003,2,3.21,43.96
2003,3,4.16,38.97
2003,4,7.41,36.13
2003,5,23.86,40.45
2003,6,39.86,33.69
2003,7,33.94,43.18
2003,8,27.54,38.07
2003,9,16.86,40.97
2003,10,8.42,44.81
2003,11,3.54,47.58
2003,12,2.57,48.75
2004,1,3.59,46.23
2004,2,1.92,41.64
2004,3,4.90,38.72
2004,4,13.72,41.01
2004,5,21.00,34.53
2004,6,30.46,37.27
2004,7,42.85,40.74
2004,8,29.13,44.51
2004,9,15.36,49.12
2004,10,6.09,43.37
2004,11,2.66,39.45
2004,12,2.36,44.40
2005,1,2.95,46.18
2005,2,1.82,34.89
2005,3,5.65,42.93
2005,4,11.60,46.99
2005,5,32.23,40.41
2005,6,46.31,37.24
2005,7,39.78,37.11
2005,8,32.32,40.91
2005,9,12.35,41.22
2005,10,4.84,35.30
2005,11,2.23,39.63
2005,12,2.25,45.51
2006,1,1.86,42.59
2006,2,2.89,38.57
2006,3,7.08,44.02
2006,4,17.85,44.80
2006,5,22.19,38.95
2006,6,39.20,29.32
2006,7,40.10,33.60
2006,8,27.77,42.73
2006,9,13.98,47.75
2006,10,6.91,41.53
2006,11,4.09,44.02
2006,12,2.36,45.05
2007,1,2.00,45.48
2007,2,3.39,45.58
2007,3,4.39,43.33
2007,4,19.02,42.00
2007,5,34.90,38.42
2007,6,35.44,39.09
2007,7,43.91,32.55
2007,8,36.09,43.34
2007,9,13.04,39.58
2007,10,8.79,49.42
2007,11,4.90,46.15
2007,12,2.31,47.56
2008,1,1.63,43.80
2008,2,1.79,41.07
2008,3,5.06,47.07
2008,4,21.59,45.75
2008,5,34.70,35.07
2008,6,37.71,32.03
2008,7,41.49,36.55
2008,8,43.52,35.26
2008,9,18.99,41.45
2008,10,7.07,47.30
2008,11,3.40,46.42
2008,12,2.27,48.88
2009,1,2.62,47.37
2009,2,2.17,47.46
2009,3,6.93,42.16
2009,4,12.59,47.42
2009,5,37.58,41.99
2009,6,34.71,43.04
2009,7,41.41,35.83
2009,8,28.54,42.16
2009,9,15.91,48.48
2009,10,10.45,49.26
2009,11,5.79,50.31
2009,12,4.02,43.49
2010,1,3.62,48.60
2010,2,3.28,44.37
2010,3,4.43,44.82
2010,4,11.88,40.37
2010,5,25.51,41.30
2010,6,40.83,36.43
2010,7,44.70,34.01
2010,8,28.27,39.49
2010,9,17.03,46.77
2010,10,7.97,45.89
2010,11,4.70,43.38
2010,12,3.84,48.00
2011,1,2.11,42.21
2011,2,2.42,41.78
2011,3,8.07,41.43
2011,4,22.72,44.95
2011,5,33.45,43.34
2011,6,38.28,32.16
2011,7,43.86,37.05
2011,8,34.84,31.97
2011,9,18.11,43.82
2011,10,7.47,46.86
2011,11,3.08,46.91
2011,12,1.96,44.92
2012,1,2.56,46.33
2012,2,3.24,39.65
2012,3,4.20,45.46
2012,4,17.09,37.65
2012,5,34.29,36.65
2012,6,41.68,41.61
2012,7,41.17,44.65
2012,8,34.14,44.74
2012,9,13.44,44.71
2012,10,10.93,49.47
2012,11,4.26,48.54
2012,12,1.56,44.91
2013,1,2.22,49.24
2013,2,2.35,39.90
2013,3,4.31,36.45
2013,4,9.99,36.71
2013,5,32.29,38.43
2013,6,39.93,37.78
2013,7,35.21,41.53
2013,8,31.91,46.35
2013,9,20.10,43.17
2013,10,6.45,48.95
2013,11,4.86,49.34
2013,12,3.05,47.48
2014,1,3.08,48.99
2014,2,3.12,48.42
2014,3,6.27,48.78
2014,4,14.81,40.55
2014,5,29.56,34.82
2014,6,35.68,32.86
2014,7,38.01,33.04
2014,8,28.87,42.09
2014,9,9.16,42.36
2014,10,7.19,42.52
2014,11,4.49,48.85
2014,12,1.92,42.70
2015,1,2.39,43.57
2015,2,2.42,50.05
2015,3,4.87,44.27
2015,4,9.85,36.52
2015,5,29.69,41.11
2015,6,38.88,40.43
2015,7,41.56,39.93
2015,8,38.72,39.92
2015,9,14.54,47.65
2015,10,6.85,43.18
2015,11,4.37,47.71
2015,12,2.67,44.38
2016,1,1.74,43.23
2016,2,3.12,48.39
2016,3,5.18,44.61
2016,4,15.71,43.39
2016,5,17.22,20.27
2016,6,24.81,39.37
2016,7,33.41,28.57
2016,8,26.11,36.03
2016,9,9.06,39.24
2016,10,4.83,40.55
2016,11,1.99,43.98
2016,12,1.80,43.19
2017,1,2.85,46.52
2017,2,2.43,42.80
2017,3,2.79,31.07
2017,4,12.35,37.45
2017,5,24.88,32.08
2017,6,41.86,35.94
2017,7,35.08,41.77
2017,8,28.08,43.82
2017,9,17.84,45.68
2017,10,7.87,44.94
2017,11,2.79,38.45
2017,12,2.08,45.70
2018,1,3.37,46.83
2018,2,2.59,46.23
2018,3,7.65,43.81
2018,4,18.64,43.32
2018,5,28.76,34.65
2018,6,39.15,28.07
2018,7,43.97,36.77
2018,8,30.32,43.42
2018,9,19.58,40.28
2018,10,7.06,38.73
2018,11,2.77,47.23
2018,12,1.85,46.05
2019,1,3.21,46.50
2019,2,1.75,43.84
2019,3,3.08,45.14
2019,4,11.29,41.75
2019,5,28.28,34.67
2019,6,38.32,35.22
2019,7,36.37,36.89
2019,8,32.78,42.18
2019,9,17.06,47.17
2019,10,7.54,44.10
2019,11,3.86,44.20
2019,12,2.24,45.65
2020,1,2.05,46.85
2020,2,1.85,38.85
2020,3,3.91,39.33
2020,4,10.21,35.92
2020,5,20.54,38.20
2020,6,44.14,29.31
2020,7,50.33,22.56
2020,8,41.59,43.14
2020,9,16.42,47.55
2020,10,4.82,48.35
2020,11,2.43,44.23
2020,12,1.57,46.01
2021,1,2.10,45.66
2021,2,1.87,42.04
2021,3,4.79,43.11
2021,4,9.58,41.05
2021,5,18.07,39.06
2021,6,36.04,41.05
2021,7,39.55,40.42
2021,8,22.45,44.67
2021,9,15.23,45.15
2021,10,6.67,41.20
2021,11,2.45,46.00
2021,12,2.73,43.16
2022,1,1.75,38.93
2022,2,2.23,37.84
2022,3,5.54,45.12
2022,4,14.48,49.89
2022,5,26.17,39.54
2022,6,38.88,37.25
2022,7,48.09,34.20
2022,8,30.23,42.26
2022,9,18.54,42.51
2022,10,8.86,48.83
2022,11,2.69,41.75
2022,12,2.30,45.00
2023,1,2.11,46.21
2023,2,3.93,46.20
2023,3,12.77,45.91
2023,4,15.79,45.93
2023,5,28.42,42.69
2023,6,32.58,37.81
2023,7,43.05,30.82
2023,8,34.78,43.04
2023,9,24.16,42.89
2023,10,8.29,48.33
2023,11,5.77,44.88
2023,12,2.58,46.56
2024,1,0.75,58.87
2024,2,2.07,58.80
2024,3,9.71,54.31
2024,4,23.86,58.03
2024,5,37.69,46.44
2024,6,44.23,47.99
2024,7,38.88,56.59
