Year,Month,SCA,CCA
2000,1,0,
2000,2,0.94,68.51
2000,3,3.66,71.32
2000,4,8.79,65.09
2000,5,24.96,60.54
2000,6,47.85,72.02
2000,7,51.03,68.84
2000,8,30.29,65.39
2000,9,23.94,74.29
2000,10,13.83,71.81
2000,11,7.25,77.42
2000,12,0.89,81.63
2001,1,2.06,78.63
2001,2,2.81,79.95
2001,3,9.52,58.31
2001,4,10.45,68.67
2001,5,22.77,62.27
2001,6,24.79,79.95
2001,7,49.43,62.49
2001,8,38.15,72.19
2001,9,22.55,67.63
2001,10,11.58,66.01
2001,11,2.19,81.16
2001,12,2.59,67.36
2002,1,3.79,64.77
2002,2,3.57,53.14
2002,3,6.64,77.31
2002,4,13.54,71.23
2002,5,33.62,68.26
2002,6,55.05,63.87
2002,7,55.87,58.83
2002,8,41.73,57.82
2002,9,25.43,71.10
2002,10,18.18,71.54
2002,11,10.60,63.82
2002,12,2.74,63.40
2003,1,3.86,65.78
2003,2,6.02,59.88
2003,3,7.32,55.54
2003,4,11.52,38.91
2003,5,18.94,46.75
2003,6,56.91,56.99
2003,7,55.96,63.60
2003,8,41.47,57.78
2003,9,23.70,69.32
2003,10,16.85,73.21
2003,11,12.11,65.00
2003,12,5.23,77.64
2004,1,5.93,55.34
2004,2,4.49,28.03
2004,3,6.78,60.47
2004,4,19.03,62.49
2004,5,20.44,36.38
2004,6,55.36,67.46
2004,7,67.11,57.77
2004,8,46.98,52.25
2004,9,28.91,71.54
2004,10,14.13,59.55
2004,11,7.88,63.48
2004,12,3.98,60.01
2005,1,3.80,67.02
2005,2,3.74,33.98
2005,3,8.41,56.92
2005,4,13.97,56.42
2005,5,51.98,61.15
2005,6,64.40,63.93
2005,7,72.43,38.02
2005,8,63.38,53.69
2005,9,51.98,53.66
2005,10,35.50,55.17
2005,11,24.82,63.62
2005,12,4.14,54.21
2006,1,4.14,52.66
2006,2,4.35,52.27
2006,3,9.17,63.03
2006,4,15.67,55.56
2006,5,27.95,47.99
2006,6,56.27,58.11
2006,7,72.85,47.74
2006,8,62.70,48.50
2006,9,46.91,63.74
2006,10,32.57,63.11
2006,11,20.26,66.82
2006,12,6.67,75.32
2007,1,4.49,57.40
2007,2,4.84,58.97
2007,3,7.25,61.12
2007,4,18.29,64.45
2007,5,43.54,56.63
2007,6,70.97,60.88
2007,7,68.82,58.54
2007,8,64.02,56.76
2007,9,49.97,47.21
2007,10,41.99,64.98
2007,11,22.72,59.45
2007,12,4.57,69.34
2008,1,4.55,43.72
2008,2,3.93,56.23
2008,3,5.07,40.18
2008,4,21.03,62.33
2008,5,47.46,56.82
2008,6,56.85,52.51
2008,7,58.64,52.57
2008,8,65.40,64.71
2008,9,51.55,49.26
2008,10,26.33,72.02
2008,11,17.64,66.66
2008,12,4.38,42.63
2009,1,4.25,60.51
2009,2,4.08,66.22
2009,3,9.64,61.81
2009,4,13.41,58.57
2009,5,48.04,70.69
2009,6,64.91,36.39
2009,7,64.18,34.31
2009,8,60.84,61.95
2009,9,53.26,60.30
2009,10,43.65,65.81
2009,11,37.43,71.56
2009,12,6.28,63.62
2010,1,7.08,72.05
2010,2,5.60,52.08
2010,3,6.47,55.01
2010,4,13.58,62.21
2010,5,41.90,55.36
2010,6,54.84,61.36
2010,7,73.21,47.16
2010,8,64.27,51.26
2010,9,49.25,69.30
2010,10,37.83,63.64
2010,11,22.23,59.63
2010,12,5.61,67.20
2011,1,4.52,58.42
2011,2,4.13,48.31
2011,3,7.15,68.35
2011,4,19.93,67.08
2011,5,41.11,67.57
2011,6,55.75,57.56
2011,7,67.51,55.74
2011,8,61.15,52.29
2011,9,48.82,69.50
2011,10,32.96,59.62
2011,11,21.29,60.25
2011,12,4.70,42.78
2012,1,3.84,39.34
2012,2,4.97,58.79
2012,3,5.83,57.35
2012,4,15.12,52.37
2012,5,56.70,70.10
2012,6,70.03,42.90
2012,7,73.08,57.15
2012,8,64.62,51.54
2012,9,51.28,59.86
2012,10,39.48,64.82
2012,11,22.02,59.03
2012,12,3.92,71.21
2013,1,4.80,38.53
2013,2,4.28,35.17
