Year,Month,SCA,CCA
2000,1,0,
2000,2,0.07,72.46
2000,3,1.26,65.63
2000,4,2.45,59.99
2000,5,12.42,54.02
2000,6,30.76,77.44
2000,7,37.01,73.20
2000,8,18.37,75.34
2000,9,11.82,83.32
2000,10,6.07,65.13
2000,11,3.45,68.41
2000,12,0.82,71.95
2001,1,1.04,69.55
2001,2,1.33,69.71
2001,3,2.43,40.55
2001,4,4.06,50.90
2001,5,10.27,66.59
2001,6,22.79,82.85
2001,7,31.35,76.53
2001,8,23.18,81.38
2001,9,13.19,66.07
2001,10,4.88,56.26
2001,11,1.27,69.93
2001,12,1.84,53.87
2002,1,1.17,59.29
2002,2,1.18,26.86
2002,3,2.46,72.75
2002,4,4.74,79.50
2002,5,18.28,82.29
2002,6,42.25,73.50
2002,7,39.42,68.72
2002,8,27.25,69.70
2002,9,12.83,77.04
2002,10,10.04,76.61
2002,11,5.69,62.16
2002,12,2.41,40.70
2003,1,2.10,52.59
2003,2,1.45,47.16
2003,3,1.93,44.17
2003,4,4.47,42.43
2003,5,12.42,49.06
2003,6,41.65,69.37
2003,7,40.20,65.58
2003,8,28.42,65.61
2003,9,14.61,75.44
2003,10,11.17,67.76
2003,11,4.91,62.40
2003,12,2.16,72.12
2004,1,1.69,44.41
2004,2,1.65,14.23
2004,3,2.13,52.28
2004,4,12.02,59.64
2004,5,11.15,40.16
2004,6,40.12,73.20
2004,7,41.06,64.80
2004,8,24.36,52.63
2004,9,23.63,74.08
2004,10,5.94,69.69
2004,11,3.23,55.53
2004,12,1.83,61.79
2005,1,1.59,50.21
2005,2,1.53,20.29
2005,3,3.55,57.90
2005,4,6.75,53.25
2005,5,34.79,76.44
2005,6,52.35,77.84
2005,7,57.75,45.98
2005,8,53.72,62.06
2005,9,37.92,61.29
2005,10,18.57,64.62
2005,11,4.92,62.03
2005,12,2.73,37.66
2006,1,1.93,45.28
2006,2,1.82,42.07
2006,3,3.45,58.77
2006,4,4.89,45.48
2006,5,12.16,41.34
2006,6,41.48,68.60
2006,7,57.06,66.10
2006,8,53.20,55.42
2006,9,35.67,67.65
2006,10,16.99,64.65
2006,11,5.35,59.56
2006,12,3.08,72.83
2007,1,1.61,43.78
2007,2,2.57,45.60
2007,3,2.28,44.40
2007,4,6.99,55.86
2007,5,24.22,48.36
2007,6,64.74,66.61
2007,7,62.75,59.55
2007,8,52.45,49.22
2007,9,34.22,55.33
2007,10,23.55,65.14
2007,11,5.63,53.24
2007,12,2.39,55.35
2008,1,1.82,35.41
2008,2,1.58,30.80
2008,3,1.61,9.27
2008,4,10.37,49.11
2008,5,28.14,58.19
2008,6,44.38,60.42
2008,7,45.79,66.09
2008,8,52.22,66.17
2008,9,33.20,48.30
2008,10,16.42,60.44
2008,11,3.79,51.59
2008,12,1.81,33.36
2009,1,1.37,37.70
2009,2,1.42,58.74
2009,3,2.37,41.24
2009,4,3.84,56.74
2009,5,30.06,60.00
2009,6,37.77,45.51
2009,7,45.43,51.64
2009,8,37.34,73.34
2009,9,25.65,55.27
2009,10,17.30,64.95
2009,11,7.52,74.82
2009,12,2.33,55.08
2010,1,2.63,62.92
2010,2,1.95,48.20
2010,3,1.99,40.80
2010,4,6.18,48.71
2010,5,25.20,55.00
2010,6,37.55,65.29
2010,7,62.28,54.45
2010,8,49.75,53.81
2010,9,34.47,68.38
2010,10,20.13,61.52
2010,11,4.15,51.60
2010,12,2.64,57.20
2011,1,1.60,39.97
2011,2,1.58,33.75
2011,3,2.86,59.42
2011,4,6.81,57.76
2011,5,19.04,56.99
2011,6,41.67,60.11
2011,7,53.87,63.78
2011,8,45.95,61.16
2011,9,33.15,70.53
2011,10,17.97,47.47
2011,11,3.45,60.42
2011,12,1.97,30.55
2012,1,1.42,29.09
2012,2,1.31,61.02
2012,3,1.78,45.30
2012,4,4.65,46.48
2012,5,29.06,75.71
2012,6,45.36,56.98
2012,7,57.78,60.86
2012,8,42.04,62.93
2012,9,27.20,53.62
2012,10,16.70,62.74
2012,11,3.25,43.02
2012,12,2.40,72.50
2013,1,1.68,17.73
2013,2,1.27,40.54
2013,3,1.69,38.23
2013,4,3.88,48.64
2013,5,25.06,57.79
2013,6,38.66,70.13
2013,7,51.49,47.45
2013,8,47.90,68.12
2013,9,26.93,49.94
2013,10,14.66,47.03
2013,11,3.37,61.00
2013,12,1.30,38.37
2014,1,1.45,45.60
2014,2,1.34,28.02
2014,3,2.92,42.69
2014,4,6.91,53.03
2014,5,22.05,56.42
2014,6,48.25,63.81
2014,7,43.99,61.67
2014,8,24.72,67.82
2014,9,15.30,65.55
2014,10,8.69,59.52
2014,11,8.53,67.05
2014,12,1.85,50.94
2015,1,1.44,42.98
2015,2,1.42,22.93
2015,3,1.64,44.49
2015,4,4.83,48.77
2015,5,22.21,67.64
2015,6,44.09,61.28
2015,7,52.27,68.30
2015,8,43.13,68.11
2015,9,29.07,55.10
2015,10,18.01,53.72
2015,11,2.76,54.70
2015,12,1.84,57.77
2016,1,1.64,32.70
2016,2,1.37,46.81
2016,3,1.51,21.74
2016,4,5.08,31.10
2016,5,7.97,39.20
2016,6,21.42,39.20
2016,7,30.77,55.42
2016,8,28.83,73.58
2016,9,19.36,40.19
2016,10,7.08,51.45
2016,11,2.03,43.46
2016,12,1.30,62.74
2017,1,1.04,59.52
2017,2,1.19,41.99
2017,3,1.38,37.14
2017,4,2.77,42.88
2017,5,25.32,65.07
2017,6,60.44,69.87
2017,7,55.99,66.86
