Year,Month,SCA,CCA
2000,1,0,
2000,2,1.64,56.47
2000,3,1.56,11.99
2000,4,0.82,16.19
2000,5,0.65,2.59
2000,6,0.62,2.82
2000,7,1.76,6.68
2000,8,0.46,4.54
2000,9,0.37,2.99
2000,10,0.61,6.60
2000,11,0.13,1.88
2000,12,0.37,12.61
2001,1,2.08,41.09
2001,2,2.63,38.14
2001,3,2.92,23.59
2001,4,2.12,2.18
2001,5,1.90,5.45
2001,6,1.72,0.04
2001,7,1.57,0.10
2001,8,2.43,3.95
2001,9,1.13,0.58
2001,10,0.89,2.98
2001,11,0.48,1.25
2001,12,0.60,11.58
2002,1,0.29,2.13
2002,2,1.63,27.16
2002,3,1.80,18.80
2002,4,0.82,11.77
2002,5,0.90,0.46
2002,6,0.72,4.60
2002,7,8.51,7.60
2002,8,0.75,0.16
2002,9,0.56,1.14
2002,10,0.66,2.51
2002,11,0.47,4.15
2002,12,0.33,3.99
2003,1,0.99,9.20
2003,2,0.80,1.82
2003,3,1.48,3.01
2003,4,0.75,0.33
2003,5,1.23,7.49
2003,6,0.47,0.00
2003,7,4.47,1.74
2003,8,0.49,0.14
2003,9,0.29,0.04
2003,10,0.22,0.03
2003,11,0.19,0.17
2003,12,0.32,13.86
2004,1,2.08,22.46
2004,2,2.00,11.49
2004,3,1.18,2.33
2004,4,0.77,0.03
2004,5,0.57,0.00
2004,6,0.45,2.65
2004,7,8.23,11.72
2004,8,3.94,5.91
2004,9,0.77,0.21
2004,10,0.29,0.20
2004,11,0.15,0.00
2004,12,0.44,1.11
2005,1,1.25,13.11
2005,2,3.59,24.39
2005,3,1.32,1.65
2005,4,0.96,0.35
2005,5,0.73,0.01
2005,6,0.59,0.00
2005,7,0.96,0.55
2005,8,0.42,0.00
2005,9,5.30,6.00
2005,10,0.36,0.12
2005,11,0.19,5.85
2005,12,0.65,3.21
2006,1,1.95,23.20
2006,2,2.06,13.48
2006,3,2.18,5.02
2006,4,1.41,3.61
2006,5,1.11,0.08
2006,6,0.88,0.01
2006,7,0.75,0.00
2006,8,0.64,0.24
2006,9,0.51,0.72
2006,10,0.36,0.37
2006,11,0.36,0.59
2006,12,0.40,1.21
2007,1,1.16,14.71
2007,2,1.04,5.08
2007,3,1.63,7.09
2007,4,0.84,0.31
2007,5,0.59,1.13
2007,6,0.47,3.34
2007,7,0.36,0.38
2007,8,0.31,0.04
2007,9,0.28,0.09
2007,10,0.17,0.25
2007,11,0.31,0.56
2007,12,0.48,4.29
2008,1,3.01,28.77
2008,2,1.51,1.29
2008,3,1.46,2.96
2008,4,0.64,0.05
2008,5,0.46,0.08
2008,6,0.39,0.01
2008,7,0.36,0.00
2008,8,0.78,0.19
2008,9,0.27,0.01
2008,10,0.20,0.32
2008,11,0.12,0.07
2008,12,0.43,9.71
2009,1,0.70,1.78
2009,2,1.02,12.45
2009,3,1.29,4.59
2009,4,1.07,3.22
2009,5,0.48,0.00
2009,6,0.32,0.00
2009,7,0.37,0.53
2009,8,0.26,0.00
2009,9,0.21,0.04
2009,10,0.16,0.11
2009,11,0.38,2.73
2009,12,0.23,9.19
2010,1,0.49,10.46
2010,2,0.66,9.39
2010,3,0.82,0.98
2010,4,0.44,3.26
2010,5,1.41,2.39
2010,6,0.26,0.00
2010,7,0.20,0.00
2010,8,0.17,0.21
2010,9,0.13,2.56
2010,10,0.10,0.02
2010,11,0.08,0.02
2010,12,0.56,4.18
2011,1,0.96,12.12
2011,2,3.54,37.22
2011,3,1.95,2.17
2011,4,1.35,1.07
2011,5,3.19,1.29
2011,6,0.82,1.30
2011,7,17.35,9.25
2011,8,1.42,0.02
2011,9,0.69,0.04
2011,10,0.29,0.61
2011,11,0.26,0.02
2011,12,0.76,17.32
2012,1,3.11,14.13
2012,2,3.41,28.08
2012,3,2.99,8.23
2012,4,2.87,0.92
2012,5,1.72,0.02
2012,6,1.40,0.01
2012,7,1.27,0.01
2012,8,1.13,0.00
2012,9,0.89,0.03
2012,10,0.55,1.13
2012,11,0.40,0.93
2012,12,1.28,11.32
2013,1,1.80,15.05
2013,2,1.28,6.18
2013,3,1.20,2.68
2013,4,0.69,0.00
2013,5,1.37,9.13
2013,6,6.67,7.59
2013,7,2.68,1.27
2013,8,0.64,0.34
2013,9,0.38,0.08
2013,10,0.28,0.39
2013,11,0.18,0.03
2013,12,0.92,8.42
2014,1,1.90,10.44
2014,2,0.55,0.48
2014,3,0.39,0.16
2014,4,0.70,0.35
2014,5,0.56,0.85
2014,6,0.22,0.00
2014,7,0.22,0.01
2014,8,0.40,0.33
2014,9,0.24,2.03
2014,10,0.38,0.63
2014,11,0.22,2.19
2014,12,0.16,1.71
2015,1,0.96,11.56
2015,2,1.62,13.89
2015,3,1.56,6.43
2015,4,1.72,8.01
2015,5,1.50,0.19
2015,6,0.86,0.00
2015,7,0.74,0.26
2015,8,0.60,0.13
2015,9,0.36,0.62
2015,10,0.21,6.20
2015,11,0.13,1.38
2015,12,0.07,4.11
2016,1,0.15,1.43
2016,2,0.90,21.14
2016,3,0.55,0.06
2016,4,1.05,5.40
2016,5,0.29,0.00
2016,6,1.07,0.06
2016,7,4.91,2.90
2016,8,0.23,0.00
2016,9,0.28,0.07
2016,10,0.12,2.16
2016,11,0.07,0.66
2016,12,0.25,1.00
2017,1,1.46,23.48
2017,2,1.35,17.20
2017,3,1.76,10.63
2017,4,1.00,1.78
2017,5,1.19,7.35
2017,6,3.12,2.73
2017,7,0.62,0.00
2017,8,0.40,0.00
2017,9,0.35,0.21
2017,10,0.20,1.35
2017,11,0.15,0.56
2017,12,0.38,7.49
2018,1,1.43,10.72
2018,2,2.21,23.75
2018,3,1.30,3.08
2018,4,1.05,1.04
2018,5,0.73,0.00
2018,6,18.06,17.14
2018,7,11.87,15.21
2018,8,6.28,2.17
2018,9,0.70,0.05
2018,10,0.32,0.33
2018,11,0.18,0.13
2018,12,0.54,8.15
2019,1,1.44,24.73
2019,2,2.66,19.40
2019,3,1.12,0.59
2019,4,0.92,0.35
2019,5,0.64,0.54
2019,6,0.46,0.95
2019,7,2.03,0.54
2019,8,0.48,0.00
2019,9,0.60,2.11
2019,10,0.22,1.83
2019,11,0.45,1.30
2019,12,0.38,4.49
2020,1,1.43,17.42
2020,2,1.84,21.17
2020,3,1.90,5.01
2020,4,1.26,0.32
2020,5,0.90,0.61
2020,6,0.80,0.01
2020,7,0.64,0.00
2020,8,0.64,0.14
2020,9,0.44,1.82
2020,10,0.84,4.78
2020,11,0.34,0.68
2020,12,0.66,10.25
2021,1,1.29,6.76
2021,2,0.97,3.65
2021,3,2.01,3.70
2021,4,0.81,1.27
2021,5,0.79,2.48
2021,6,0.45,0.01
2021,7,0.54,0.27
2021,8,0.37,0.01
2021,9,0.28,4.71
2021,10,0.15,0.02
2021,11,0.18,1.81
2021,12,1.37,28.78
2022,1,2.77,20.86
2022,2,1.51,6.50
2022,3,1.86,2.94
2022,4,0.83,1.12
2022,5,0.88,0.13
2022,6,0.71,0.23
2022,7,0.50,0.05
2022,8,0.42,0.03
2022,9,0.33,0.00
2022,10,0.18,0.01
2022,11,0.44,0.28
2022,12,1.12,10.66
2023,1,0.68,6.43
2023,2,1.16,12.33
2023,3,1.58,2.94
2023,4,1.36,0.04
2023,5,0.61,0.79
2023,6,0.33,0.00
2023,7,0.26,0.01
2023,8,0.22,0.00
2023,9,0.17,0.00
2023,10,0.40,1.86
2023,11,0.38,2.04
2023,12,0.53,7.93
2024,1,0.49,2.33
2024,2,0.88,23.59
2024,3,1.14,3.83
2024,4,0.70,0.22
2024,5,0.51,3.72
2024,6,0.40,0.03
2024,7,0.31,3.83
2024,8,0.24,0.12
2024,9,0.19,0.55
2024,10,0.12,0.48
2024,11,0.24,3.67
2024,12,0.24,0.09
2025,1,1.76,25.42
2025,2,1.06,12.78
2025,3,1.31,25.51
