Year,Month,SCA,CCA
2000,1,0,
2000,2,0.06,48.71
2000,3,2.08,48.58
2000,4,9.33,50.88
2000,5,8.41,41.42
2000,6,27.48,36.34
2000,7,26.63,38.49
2000,8,24.09,45.34
2000,9,17.83,34.54
2000,10,4.14,46.17
2000,11,1.93,49.78
2000,12,0.43,51.46
2001,1,1.54,49.38
2001,2,2.39,50.21
2001,3,4.08,45.35
2001,4,6.50,45.37
2001,5,13.35,34.56
2001,6,34.30,40.40
2001,7,37.13,32.03
2001,8,20.61,39.16
2001,9,6.13,40.89
2001,10,2.77,45.20
2001,11,2.78,49.37
2001,12,0.24,46.77
2002,1,1.12,47.61
2002,2,0.41,43.39
2002,3,2.27,44.61
2002,4,8.45,45.85
2002,5,25.60,34.47
2002,6,38.76,38.95
2002,7,23.23,28.26
2002,8,11.29,28.65
2002,9,4.08,28.73
2002,10,5.74,33.08
2002,11,2.73,37.06
2002,12,1.56,40.06
2003,1,3.64,40.95
2003,2,2.15,34.98
2003,3,1.85,29.67
2003,4,2.45,26.54
2003,5,12.16,31.68
2003,6,28.74,19.74
2003,7,22.55,33.09
2003,8,16.00,29.89
2003,9,7.50,32.89
2003,10,4.93,30.73
2003,11,3.54,33.19
2003,12,2.52,41.85
2004,1,2.58,36.54
2004,2,1.26,31.40
2004,3,2.79,31.41
2004,4,11.23,33.80
2004,5,8.15,22.34
2004,6,27.21,31.95
2004,7,33.97,24.50
2004,8,18.37,31.85
2004,9,15.19,36.94
2004,10,2.54,30.32
2004,11,0.65,29.63
2004,12,1.44,34.09
2005,1,1.99,36.21
2005,2,0.64,27.97
2005,3,4.50,34.63
2005,4,6.85,33.67
2005,5,25.09,28.96
2005,6,42.06,21.02
2005,7,21.22,29.23
2005,8,23.16,28.56
2005,9,8.04,33.57
2005,10,1.45,27.07
2005,11,1.26,28.80
2005,12,0.94,30.90
2006,1,1.33,32.20
2006,2,1.82,28.45
2006,3,7.01,35.50
2006,4,10.26,33.64
2006,5,13.99,28.32
2006,6,28.74,23.61
2006,7,29.34,23.55
2006,8,15.38,28.51
2006,9,8.61,33.42
2006,10,5.60,32.60
2006,11,2.03,35.83
2006,12,2.30,37.81
2007,1,1.28,36.21
2007,2,2.11,33.88
2007,3,3.12,33.79
2007,4,12.34,32.54
2007,5,17.38,28.41
2007,6,25.05,29.29
2007,7,31.50,27.18
2007,8,22.85,32.24
2007,9,4.92,25.77
2007,10,7.65,36.97
2007,11,3.63,35.29
2007,12,1.90,37.64
2008,1,1.06,33.44
2008,2,0.95,36.07
2008,3,3.63,35.07
2008,4,14.55,38.94
2008,5,25.31,24.60
2008,6,25.75,24.69
2008,7,28.73,25.43
2008,8,27.72,27.48
2008,9,7.92,29.24
2008,10,7.29,38.29
2008,11,1.79,35.79
2008,12,0.56,34.67
2009,1,1.60,35.32
2009,2,2.73,37.45
2009,3,8.02,33.73
2009,4,9.39,35.23
2009,5,25.26,32.45
2009,6,28.34,28.46
2009,7,25.36,28.09
2009,8,19.00,30.40
2009,9,13.81,37.17
2009,10,7.44,37.87
2009,11,6.90,39.13
2009,12,2.79,34.45
2010,1,3.88,38.79
2010,2,1.80,33.80
2010,3,2.04,32.90
2010,4,10.32,30.93
2010,5,20.05,32.66
2010,6,27.33,27.40
2010,7,33.47,25.52
2010,8,16.66,31.36
2010,9,11.73,35.79
2010,10,5.95,36.50
2010,11,3.40,32.40
2010,12,3.32,39.52
2011,1,1.63,34.44
2011,2,2.19,28.09
2011,3,9.78,37.64
2011,4,9.53,35.90
2011,5,23.43,30.78
2011,6,26.08,21.98
2011,7,32.23,30.05
2011,8,19.47,23.35
2011,9,10.20,32.49
2011,10,3.17,35.25
2011,11,3.82,37.98
2011,12,0.85,32.87
2012,1,1.76,35.86
2012,2,0.91,25.27
2012,3,2.83,37.34
2012,4,7.18,28.24
2012,5,24.67,27.71
2012,6,31.44,31.04
2012,7,31.31,34.57
2012,8,23.93,31.50
2012,9,8.28,35.06
2012,10,9.58,37.78
2012,11,2.86,36.69
2012,12,0.78,32.56
2013,1,1.39,35.40
2013,2,0.86,26.87
2013,3,2.76,27.94
2013,4,7.94,30.71
2013,5,19.86,29.94
2013,6,29.89,29.74
2013,7,26.14,28.14
2013,8,26.55,32.48
2013,9,13.81,29.67
2013,10,4.40,39.57
2013,11,3.86,36.02
2013,12,1.63,39.12
2014,1,1.87,37.35
2014,2,2.75,35.50
2014,3,4.35,36.36
2014,4,7.05,28.74
2014,5,17.53,26.18
2014,6,25.11,26.20
2014,7,30.08,27.07
2014,8,13.10,32.63
2014,9,4.17,25.41
2014,10,4.87,32.90
2014,11,3.31,38.80
2014,12,0.87,37.58
2015,1,0.86,26.09
2015,2,2.52,33.89
2015,3,3.20,35.27
2015,4,4.88,29.62
2015,5,17.03,29.53
2015,6,29.71,28.35
2015,7,27.35,32.31
2015,8,24.39,24.98
2015,9,13.54,34.31
2015,10,3.56,29.89
2015,11,2.58,36.13
2015,12,0.74,31.70
2016,1,0.44,25.16
2016,2,1.78,37.15
2016,3,3.27,34.07
2016,4,5.35,25.67
2016,5,7.46,11.65
2016,6,18.07,30.20
2016,7,15.17,19.41
2016,8,9.53,23.68
2016,9,3.99,27.16
2016,10,4.61,31.02
2016,11,1.00,30.28
2016,12,1.07,35.64
2017,1,2.73,37.95
2017,2,1.89,32.76
2017,3,1.07,24.80
2017,4,4.99,29.09
2017,5,13.59,26.36
2017,6,35.67,26.07
2017,7,30.15,32.31
2017,8,19.30,32.86
2017,9,14.79,35.87
2017,10,3.79,34.62
2017,11,0.90,28.74
2017,12,1.20,34.90
2018,1,1.85,37.85
2018,2,1.75,32.39
2018,3,5.30,34.58
2018,4,12.28,33.82
2018,5,15.75,27.11
2018,6,29.73,20.64
2018,7,31.02,20.22
2018,8,23.15,34.26
2018,9,8.14,27.84
2018,10,2.40,26.75
2018,11,1.73,33.61
2018,12,2.37,38.15
2019,1,3.35,37.05
