Year,Month,SCA,CCA
2000,1,0,
2000,2,0.26,86.03
2000,3,3.08,63.39
2000,4,3.34,59.28
2000,5,20.34,67.42
2000,6,50.03,83.08
2000,7,59.74,77.33
2000,8,45.57,84.17
2000,9,29.43,92.30
2000,10,23.99,67.45
2000,11,17.06,71.98
2000,12,7.21,77.38
2001,1,4.48,73.94
2001,2,3.19,66.89
2001,3,4.07,47.98
2001,4,6.80,46.20
2001,5,19.44,75.16
2001,6,32.91,93.76
2001,7,72.00,80.75
2001,8,56.33,83.70
2001,9,36.41,69.30
2001,10,20.77,63.63
2001,11,9.42,72.75
2001,12,5.95,34.54
2002,1,3.51,50.12
2002,2,2.65,34.96
2002,3,4.69,85.35
2002,4,15.88,90.97
2002,5,29.72,92.95
2002,6,65.13,71.54
2002,7,55.02,71.02
2002,8,49.28,79.61
2002,9,29.88,89.57
2002,10,30.04,89.79
2002,11,19.08,75.38
2002,12,9.22,43.54
2003,1,7.57,64.86
2003,2,4.55,33.30
2003,3,3.98,31.96
2003,4,10.58,26.36
2003,5,13.88,43.84
2003,6,55.94,79.75
2003,7,59.29,63.65
2003,8,52.06,65.11
2003,9,30.44,86.57
2003,10,27.52,77.47
2003,11,9.45,77.46
2003,12,7.97,84.09
2004,1,6.36,36.57
2004,2,3.90,14.86
2004,3,3.72,50.88
2004,4,19.94,73.31
2004,5,13.26,35.59
2004,6,47.15,81.26
2004,7,55.75,67.98
2004,8,41.92,53.48
2004,9,45.06,85.36
2004,10,12.53,89.31
2004,11,13.11,46.09
2004,12,7.32,70.26
2005,1,4.02,40.22
2005,2,3.45,15.07
2005,3,4.92,66.55
2005,4,9.10,50.58
2005,5,58.06,89.77
2005,6,73.11,87.70
2005,7,65.95,49.83
2005,8,68.76,72.23
2005,9,51.64,55.15
2005,10,38.81,66.56
2005,11,17.70,71.77
2005,12,9.39,42.02
2006,1,7.34,37.47
2006,2,4.88,28.81
2006,3,5.63,55.12
2006,4,7.68,48.78
2006,5,19.03,46.08
2006,6,58.33,76.56
2006,7,74.33,75.36
2006,8,64.04,58.83
2006,9,49.34,74.19
2006,10,35.61,65.13
2006,11,16.06,54.62
2006,12,7.03,82.22
2007,1,6.87,34.01
2007,2,5.10,41.51
2007,3,4.09,43.85
2007,4,13.73,56.62
2007,5,29.98,54.32
2007,6,65.07,74.46
2007,7,75.38,63.35
2007,8,64.88,46.52
2007,9,50.53,60.26
2007,10,44.99,77.41
2007,11,12.31,63.87
2007,12,9.73,54.75
2008,1,6.29,35.81
2008,2,3.90,8.38
2008,3,3.09,4.82
2008,4,15.84,53.61
2008,5,36.18,68.58
2008,6,59.44,76.94
2008,7,61.26,80.84
2008,8,69.09,72.25
2008,9,45.50,41.35
2008,10,26.08,60.42
2008,11,9.96,51.46
2008,12,4.05,34.55
2009,1,2.54,26.19
2009,2,2.21,57.25
2009,3,2.52,23.25
2009,4,5.17,54.69
2009,5,43.69,66.23
2009,6,48.46,47.37
2009,7,59.93,56.02
2009,8,58.65,86.87
2009,9,39.06,58.47
2009,10,31.08,67.11
2009,11,14.20,89.79
2009,12,7.77,64.25
