Year,Month,SCA,CCA
2000,1,0,
2000,2,0.00,0.11
2000,3,0.00,2.51
2000,4,0.08,30.12
2000,5,2.35,30.31
2000,6,9.23,44.60
2000,7,15.19,19.93
2000,8,8.23,32.48
2000,9,10.33,35.89
2000,10,4.85,22.92
2000,11,1.45,24.16
2000,12,0.05,2.63
2001,1,0.00,4.18
2001,2,0.00,4.36
2001,3,0.13,9.23
2001,4,0.43,1.60
2001,5,3.46,37.00
2001,6,1.88,25.22
2001,7,9.96,65.71
2001,8,9.93,45.82
2001,9,7.48,37.59
2001,10,3.90,15.54
2001,11,0.98,10.36
2001,12,0.03,6.78
2002,1,0.00,1.84
2002,2,0.00,4.81
2002,3,0.05,0.00
2002,4,0.17,4.73
2002,5,1.47,47.09
2002,6,17.26,39.34
2002,7,15.04,9.91
2002,8,14.51,42.37
2002,9,8.65,19.75
2002,10,5.41,3.16
2002,11,2.94,0.93
2002,12,0.59,0.16
2003,1,0.11,0.03
2003,2,0.00,0.00
2003,3,0.03,1.86
2003,4,0.04,3.77
2003,5,3.86,12.81
2003,6,8.39,30.83
2003,7,9.49,15.09
2003,8,6.02,18.01
2003,9,3.92,21.47
2003,10,1.57,11.57
2003,11,0.30,0.85
2003,12,0.01,0.00
2004,1,0.01,0.56
2004,2,0.01,0.00
2004,3,0.05,2.84
2004,4,2.05,8.43
2004,5,1.41,2.83
2004,6,3.88,11.62
2004,7,7.68,22.68
2004,8,12.41,14.72
2004,9,3.99,9.08
2004,10,0.51,7.12
2004,11,0.42,21.05
2004,12,0.01,0.27
2005,1,0.07,0.00
2005,2,0.02,1.84
2005,3,0.05,9.41
2005,4,0.56,6.43
2005,5,6.01,16.14
2005,6,5.56,45.58
2005,7,7.26,26.18
2005,8,8.64,24.78
2005,9,9.19,19.40
2005,10,4.86,8.23
2005,11,2.73,0.03
2005,12,0.46,2.09
2006,1,0.01,0.55
2006,2,0.04,3.22
2006,3,0.00,0.03
2006,4,0.00,0.87
2006,5,0.30,29.22
2006,6,5.44,33.10
2006,7,13.39,40.36
2006,8,9.13,27.19
2006,9,5.56,10.22
2006,10,4.06,9.40
2006,11,0.97,0.07
2006,12,0.03,0.00
2007,1,0.02,0.00
2007,2,0.02,0.02
2007,3,0.07,10.80
2007,4,0.01,9.36
2007,5,0.90,15.87
2007,6,11.19,18.48
2007,7,12.10,18.07
2007,8,11.82,6.49
2007,9,5.94,5.50
2007,10,2.33,1.91
2007,11,0.19,0.01
2007,12,0.01,0.00
2008,1,0.01,0.00
2008,2,0.03,0.53
2008,3,0.05,0.04
2008,4,0.13,4.62
2008,5,3.55,25.77
2008,6,9.37,18.08
2008,7,9.05,24.05
2008,8,10.73,13.77
2008,9,7.91,20.23
2008,10,4.22,8.29
2008,11,0.95,1.26
2008,12,0.02,3.53
2009,1,0.02,0.00
2009,2,0.00,0.23
2009,3,0.05,0.01
2009,4,0.01,0.20
2009,5,0.10,22.67
2009,6,2.88,34.08
2009,7,14.21,12.99
2009,8,11.73,27.13
2009,9,7.26,27.51
2009,10,3.98,3.92
2009,11,1.00,8.34
2009,12,0.03,0.00
2010,1,0.00,0.00
2010,2,0.00,0.00
2010,3,0.01,0.00
2010,4,0.02,0.20
2010,5,0.88,13.03
2010,6,8.40,13.86
2010,7,12.05,3.20
2010,8,6.92,7.95
2010,9,3.65,7.32
2010,10,0.82,6.15
2010,11,0.56,0.61
2010,12,0.00,0.01
2011,1,0.01,0.00
2011,2,0.02,2.35
2011,3,0.02,0.00
2011,4,0.00,3.51
2011,5,0.04,0.00
2011,6,9.34,12.11
2011,7,15.24,24.49
2011,8,11.80,30.72
2011,9,6.04,0.38
2011,10,1.98,1.99
2011,11,0.09,0.00
2011,12,0.02,2.06
2012,1,0.02,0.00
2012,2,0.02,0.00
2012,3,0.01,0.00
2012,4,0.45,13.29
2012,5,1.93,14.60
2012,6,6.06,32.38
2012,7,3.80,6.97
2012,8,6.29,22.59
2012,9,1.98,11.69
2012,10,0.80,14.98
2012,11,0.02,10.85
2012,12,0.00,8.77
2013,1,0.03,1.99
2013,2,0.01,0.01
2013,3,0.03,0.60
2013,4,0.00,0.78
2013,5,2.09,9.37
2013,6,6.18,12.91
2013,7,6.34,21.79
2013,8,7.26,20.92
2013,9,2.70,14.52
2013,10,1.35,11.33
2013,11,0.24,2.02
2013,12,0.00,2.00
2014,1,0.01,0.00
2014,2,0.01,1.81
2014,3,0.01,0.37
2014,4,0.00,0.49
2014,5,0.71,8.90
2014,6,11.50,13.40
2014,7,8.03,22.32
2014,8,5.19,10.31
2014,9,3.16,23.46
2014,10,0.55,10.01
2014,11,0.02,0.40
2014,12,0.01,0.00
2015,1,0.00,1.96
2015,2,0.01,0.19
2015,3,0.24,9.43
2015,4,0.02,0.01
2015,5,0.07,2.04
2015,6,0.05,5.60
2015,7,8.05,25.87
2015,8,11.55,35.81
2015,9,6.99,30.40
2015,10,6.07,27.42
2015,11,2.62,6.63
2015,12,0.25,0.98
2016,1,0.01,20.59
2016,2,0.00,1.48
2016,3,0.00,5.40
2016,4,0.96,36.25
2016,5,2.84,45.82
2016,6,12.16,16.79
2016,7,11.06,35.75
2016,8,6.92,1.81
