Year,Month,SCA,CCA
2000,1,0,
2000,2,1.19,76.49
2000,3,5.10,65.39
2000,4,9.48,60.82
2000,5,18.52,58.46
2000,6,40.72,63.44
2000,7,43.38,64.32
2000,8,10.91,58.30
2000,9,11.70,62.82
2000,10,4.80,59.98
2000,11,3.15,63.67
2000,12,1.45,68.05
2001,1,1.92,69.11
2001,2,2.90,62.46
2001,3,6.61,52.11
2001,4,11.17,46.09
2001,5,20.46,61.01
2001,6,34.61,63.35
2001,7,42.16,72.77
2001,8,22.80,54.18
2001,9,10.26,52.81
2001,10,5.83,52.45
2001,11,2.04,72.32
2001,12,2.28,54.51
2002,1,2.55,63.29
2002,2,4.11,50.64
2002,3,4.64,58.26
2002,4,10.87,57.53
2002,5,33.77,51.15
2002,6,42.66,67.51
2002,7,34.33,33.21
2002,8,30.17,62.14
2002,9,19.02,55.80
2002,10,10.11,39.46
2002,11,4.98,47.55
2002,12,3.40,44.79
2003,1,3.94,51.12
2003,2,5.56,42.48
2003,3,8.84,38.81
2003,4,11.81,29.11
2003,5,21.89,38.13
2003,6,44.63,44.37
2003,7,37.31,49.52
2003,8,26.81,34.83
2003,9,17.18,45.56
2003,10,9.90,39.53
2003,11,5.65,42.66
2003,12,3.91,54.17
2004,1,4.52,45.63
2004,2,5.37,39.25
2004,3,8.41,28.29
2004,4,12.46,36.75
2004,5,25.70,34.72
2004,6,32.77,42.17
2004,7,44.34,44.63
2004,8,28.66,45.66
2004,9,16.07,42.10
2004,10,9.80,43.23
2004,11,6.13,37.33
2004,12,3.83,49.64
2005,1,4.04,45.63
2005,2,6.19,24.83
2005,3,8.29,47.69
2005,4,16.50,42.55
2005,5,31.14,45.13
2005,6,50.13,55.23
2005,7,42.77,43.14
2005,8,31.26,48.32
2005,9,17.08,46.64
2005,10,9.42,34.20
2005,11,5.21,32.54
2005,12,3.74,51.39
2006,1,5.28,46.23
2006,2,5.68,37.17
2006,3,8.70,48.44
2006,4,16.73,41.90
2006,5,23.32,32.10
2006,6,41.56,40.02
2006,7,39.44,44.44
2006,8,26.49,41.26
2006,9,16.82,48.28
2006,10,11.02,40.62
2006,11,5.59,40.48
2006,12,4.20,48.27
2007,1,5.08,45.95
2007,2,4.97,43.58
2007,3,9.28,45.10
2007,4,17.99,44.92
2007,5,32.72,35.15
2007,6,38.15,40.87
2007,7,47.02,43.55
2007,8,33.19,44.03
2007,9,18.06,52.57
2007,10,6.94,51.80
2007,11,5.41,42.19
2007,12,3.85,55.67
2008,1,4.81,38.39
2008,2,6.10,43.56
2008,3,7.54,41.70
2008,4,17.21,36.99
2008,5,30.32,28.86
2008,6,37.87,32.51
2008,7,45.49,46.18
2008,8,56.81,52.13
2008,9,20.58,49.02
2008,10,8.52,44.98
2008,11,4.92,44.03
2008,12,3.54,47.65
2009,1,4.68,42.85
2009,2,5.64,37.79
2009,3,9.00,37.21
2009,4,14.06,50.76
2009,5,36.48,38.72
2009,6,37.55,47.54
2009,7,41.57,43.49
2009,8,38.56,58.56
2009,9,18.41,55.89
2009,10,10.07,40.37
2009,11,5.61,49.19
2009,12,4.89,38.42
2010,1,4.37,44.77
2010,2,5.32,44.58
2010,3,9.14,42.87
2010,4,14.32,32.26
2010,5,25.58,31.70
2010,6,39.65,50.68
2010,7,53.12,45.76
2010,8,33.68,55.67
2010,9,19.02,49.21
2010,10,8.50,51.60
2010,11,5.53,40.38
2010,12,3.89,51.63
2011,1,4.71,38.97
2011,2,5.42,40.21
2011,3,9.24,33.60
2011,4,20.88,39.81
2011,5,29.62,47.10
2011,6,40.44,33.81
2011,7,51.82,57.51
2011,8,47.55,47.31
2011,9,21.82,57.11
2011,10,10.01,49.33
2011,11,5.96,44.45
2011,12,4.56,38.82
2012,1,5.01,43.74
2012,2,5.79,35.73
2012,3,8.55,41.47
2012,4,20.39,37.14
2012,5,30.32,37.32
2012,6,46.20,49.48
2012,7,55.48,54.62
2012,8,31.40,48.61
2012,9,17.25,47.54
2012,10,9.10,48.20
2012,11,4.99,49.85
2012,12,4.35,55.56
2013,1,3.60,42.64
2013,2,5.66,37.95
2013,3,8.29,38.82
2013,4,12.51,29.46
2013,5,27.58,38.12
2013,6,41.06,41.92
2013,7,34.50,39.49
2013,8,29.68,49.59
2013,9,21.33,40.23
2013,10,9.37,44.42
2013,11,4.73,44.60
2013,12,3.81,44.70
2014,1,4.07,44.32
2014,2,5.91,41.23
2014,3,8.86,44.85
2014,4,14.10,35.91
2014,5,25.85,27.28
2014,6,37.16,32.56
2014,7,39.16,43.45
2014,8,39.45,56.15
2014,9,16.11,53.61
2014,10,9.67,52.84
2014,11,4.87,53.87
2014,12,3.87,45.07
2015,1,4.37,34.52
2015,2,4.68,47.07
2015,3,8.14,40.04
2015,4,14.28,27.91
2015,5,29.45,48.61
2015,6,49.05,56.60
2015,7,56.16,53.30
2015,8,42.03,52.81
2015,9,19.68,44.72
2015,10,10.93,40.79
2015,11,5.69,44.72
2015,12,3.71,43.31
2016,1,4.60,37.01
2016,2,4.96,44.69
2016,3,8.28,39.39
2016,4,20.35,41.81
2016,5,21.75,18.80
2016,6,26.99,40.70
2016,7,36.29,35.82
