Date,Snowline_elev
2000-02-01,787.2932818598517
2000-03-01,610.7390482944525
2000-04-01,518.4256905689433
2000-05-01,378.60009512588636
2000-06-01,254.94909095207532
2000-07-01,269.9557845692956
2000-08-01,381.3130062857621
2000-09-01,403.4120986880972
2000-10-01,568.6021174228334
2000-11-01,601.7332638297714
2000-12-01,716.3552600009681
2001-01-01,641.9387803506206
2001-02-01,705.7834920067202
2001-03-01,612.8685124168177
2001-04-01,523.493764308206
2001-05-01,344.68183117381426
2001-06-01,459.46183726706477
2001-07-01,284.11025797921934
2001-08-01,356.9781853293119
2001-09-01,447.14108332791324
2001-10-01,583.7894254512128
2001-11-01,565.8543208824337
2001-12-01,785.470793845267
2002-01-01,736.1632063274777
2002-02-01,769.9960383487836
2002-03-01,600.8686827945454
2002-04-01,460.864807320025
2002-05-01,305.26006370652243
2002-06-01,231.7438053606542
2002-07-01,220.56894841676436
2002-08-01,300.98371852678537
2002-09-01,428.42554566858087
2002-10-01,462.564705133163
2002-11-01,519.9554746002833
2002-12-01,704.3189880293854
2003-01-01,701.1912602705829
2003-02-01,610.8001893101679
2003-03-01,591.959880973538
2003-04-01,435.3135790325177
2003-05-01,342.9306842005458
2003-06-01,165.7095980311731
2003-07-01,179.31912238882651
2003-08-01,303.51232509787025
2003-09-01,388.3734556120097
2003-10-01,441.9696299860004
2003-11-01,561.6285081317438
2003-12-01,558.1781132283096
2004-01-01,698.1091123048259
2004-02-01,756.1745196271163
2004-03-01,597.720867612504
2004-04-01,382.5840216578501
2004-05-01,346.1775028828057
2004-06-01,197.1366828741221
2004-07-01,164.24167694204687
2004-08-01,297.8477052609108
2004-09-01,342.472939902655
2004-10-01,529.9656411185998
2004-11-01,589.0365060369089
2004-12-01,782.7858765089559
2005-01-01,680.7755960676342
2005-02-01,762.6030090048172
2005-03-01,488.50276081756755
2005-04-01,440.3016826021265
2005-05-01,174.40273037542661
2005-06-01,164.4987512807377
2005-07-01,175.6206238064927
2005-08-01,216.03848172256022
2005-09-01,334.24254149352475
2005-10-01,421.7555419211992
2005-11-01,585.0154441637416
2005-12-01,684.6843646540345
2006-01-01,660.7187045662833
2006-02-01,761.6644784771757
2006-03-01,512.6588028608643
2006-04-01,413.00737495380884
2006-05-01,291.7398314421217
2006-06-01,179.7216699801193
2006-07-01,145.30516431924883
2006-08-01,226.00389895798003
2006-09-01,319.7185677767003
2006-10-01,419.4560259723453
2006-11-01,522.7014440389577
2006-12-01,529.0738319363624
2007-01-01,686.6164870280294
2007-02-01,640.6187029686968
2007-03-01,589.7625176238784
2007-04-01,385.3585522625996
2007-05-01,214.2608089260809
2007-06-01,314.2448021728878
2007-07-01,166.9123669123669
2007-08-01,246.00874957492667
2007-09-01,294.97663895242243
2007-10-01,369.8851777002116
2007-11-01,526.2466748330556
2007-12-01,665.8152539867627
2008-01-01,755.5123407709716
2008-02-01,682.5728763783573
2008-03-01,751.5285104496218
2008-04-01,308.4827477063834
2008-05-01,241.0344968862668
2008-06-01,163.8755980861244
2008-07-01,233.03659742828881
2008-08-01,254.6915590073955
2008-09-01,308.928419644408
2008-10-01,416.07342389179706
2008-11-01,600.48732682787
2008-12-01,766.0809550457003
2009-01-01,625.5621457028633
2009-02-01,668.345577651851
2009-03-01,517.3361853842254
2009-04-01,455.9933835895132
2009-05-01,253.9881558249283
2009-06-01,155.38592027141647
2009-07-01,200.3085663264413
2009-08-01,270.1777669051841
2009-09-01,308.46405904323086
2009-10-01,400.27059805354247
2009-11-01,510.41222868589807
2009-12-01,627.1222127075703
2010-01-01,616.675767523432
2010-02-01,612.0883985947911
2010-03-01,598.1915642480277
2010-04-01,420.81615240509
2010-05-01,213.57440890125173
2010-06-01,206.66666666666666
2010-07-01,165.69892473118279
2010-08-01,248.98924886143942
2010-09-01,367.1786168582196
2010-10-01,396.1993502900125
2010-11-01,584.3200388328765
2010-12-01,635.8028650099336
2011-01-01,654.4741062675345
2011-02-01,736.0376730208716
2011-03-01,519.5082927122513
2011-04-01,380.1420195060351
2011-05-01,262.0572428971122
2011-06-01,200.8230452674897
2011-07-01,172.12572373862696
2011-08-01,236.32147580346145
2011-09-01,307.22478846620123
2011-10-01,419.9578094374638
2011-11-01,594.8858357395167
2011-12-01,781.3866742359098
2012-01-01,829.8906958895363
2012-02-01,595.4508789839756
2012-03-01,591.0229553227946
2012-04-01,469.316599121388
2012-05-01,219.98403989788383
2012-06-01,186.37469586374695
2012-07-01,152.0854526958291
2012-08-01,237.46092984577444
2012-09-01,348.76330715740943
2012-10-01,427.36435685547366
2012-11-01,625.0845238343574
2012-12-01,575.1426965268588
2013-01-01,782.24667277429
2013-02-01,669.3257920677902
2013-03-01,642.5072756101949
2013-04-01,436.8371631399561
2013-05-01,209.12677538137822
2013-06-01,258.20572828419745
2013-07-01,194.62055715658022
2013-08-01,312.969532070347
2013-09-01,320.309772723097
2013-10-01,408.8751942271733
2013-11-01,559.2790997246949
2013-12-01,677.1302720598821
2014-01-01,570.2724245929854
2014-02-01,677.4716065274813
2014-03-01,505.9637429066817
2014-04-01,418.32484999579543
2014-05-01,247.06046918257326
2014-06-01,159.7842885440021
2014-07-01,190.72305593451568
2014-08-01,311.1137497031584
2014-09-01,344.26162131779597
2014-10-01,439.62455907848135
2014-11-01,468.194682962251
2014-12-01,607.6700818331867
2015-01-01,785.8103442096086
2015-02-01,758.9960008192388
2015-03-01,566.7881523031255
2015-04-01,425.49552733897053
2015-05-01,290.1288445552785
2015-06-01,168.84920634920636
2015-07-01,158.34118755890668
2015-08-01,230.09735112210225
2015-09-01,288.32511449189843
2015-10-01,415.6040506212099
2015-11-01,597.4078203544572
2015-12-01,645.2253693329292
2016-01-01,782.9847949667793
2016-02-01,701.3147672343616
2016-03-01,695.9520863238132
2016-04-01,436.8336004748323
2016-05-01,410.36868175034306
2016-06-01,234.36909427281228
2016-07-01,213.37209302325581
2016-08-01,280.99564536509473
2016-09-01,423.0260357702297
2016-10-01,500.7652777834922
2016-11-01,620.3776932553237
2016-12-01,622.6888743644414
2017-01-01,626.9645246018671
2017-02-01,613.0367320272672
2017-03-01,650.4591104734577
2017-04-01,527.7810942897623
2017-05-01,210.85714285714286
2017-06-01,152.5974025974026
2017-07-01,238.61693861693863
2017-08-01,282.7541421638132
2017-09-01,358.97778660293636
2017-10-01,463.0834316713872
2017-11-01,557.3869186028192
2017-12-01,664.3362113665355
2018-01-01,767.5982224793975
2018-02-01,667.9665880017596
