Date,Snowline_elev
2000-02-01,4804.739982647803
2000-03-01,4594.534657002099
2000-04-01,3611.922206518629
2000-05-01,2870.2776274070065
2000-06-01,2707.40828976882
2000-07-01,1897.7784001792509
2000-08-01,2813.2673029387533
2000-09-01,3320.393611097048
2000-10-01,3842.328795852375
2000-11-01,4270.504012959282
2000-12-01,4715.085520025496
2001-01-01,4462.450835791543
2001-02-01,4588.429229518561
2001-03-01,3975.1160962103236
2001-04-01,3774.668419210462
2001-05-01,3623.2004761106687
2001-06-01,3461.754044411137
2001-07-01,3502.2666179552753
2001-08-01,3930.7545834747543
2001-09-01,3334.519962549125
2001-10-01,3912.0808238297013
2001-11-01,4219.336446963845
2001-12-01,4249.833449209794
2002-01-01,4517.392699324768
2002-02-01,4669.426793971855
2002-03-01,4782.304927045887
2002-04-01,3747.176907209959
2002-05-01,2791.829577610602
2002-06-01,2659.129833091092
2002-07-01,1920.227651837896
2002-08-01,2181.654840981048
2002-09-01,2751.4242041317493
2002-10-01,3424.586187105415
2002-11-01,3726.284121205558
2002-12-01,4143.014365187
2003-01-01,4513.716710244085
2003-02-01,4247.97274360609
2003-03-01,4485.760918019586
2003-04-01,4438.227462303497
2003-05-01,3605.9692868746974
2003-06-01,3693.58237164197
2003-07-01,2944.3417874623674
2003-08-01,3621.797557834133
2003-09-01,3871.6141222863475
2003-10-01,4104.0086904660475
2003-11-01,4472.689810001656
2003-12-01,4634.845753645492
2004-01-01,4428.0268754571825
2004-02-01,4462.213157408806
2004-03-01,4728.071178341615
2004-04-01,4216.0883734994695
2004-05-01,3928.889498468432
2004-06-01,4089.22354072601
2004-07-01,2509.18538586798
2004-08-01,2653.9045827499353
2004-09-01,4047.1332349185705
2004-10-01,4476.734353410124
2004-11-01,3672.547802403682
2004-12-01,4168.038073346825
2005-01-01,4521.443777085076
2005-02-01,4580.991482112436
2005-03-01,4229.7693858814355
2005-04-01,3180.9121672568026
2005-05-01,3007.6423793005806
2005-06-01,3063.320401996482
2005-07-01,2828.324794305068
2005-08-01,3149.941518587443
2005-09-01,3307.285655983103
2005-10-01,3658.239673040432
2005-11-01,3935.4159965055683
2005-12-01,4359.129916857103
2006-01-01,4513.461514955203
2006-02-01,4265.829537527185
2006-03-01,4534.796223084642
2006-04-01,4544.72156862745
2006-05-01,3631.7106772984075
2006-06-01,3335.8675743449858
2006-07-01,3889.7901573496642
2006-08-01,3775.0267269535193
2006-09-01,3858.0422939488026
2006-10-01,4348.758696784871
2006-11-01,4491.6883573689765
2006-12-01,4660.020586435207
2007-01-01,4610.415652195629
2007-02-01,4738.499536894104
2007-03-01,4738.392076263775
2007-04-01,4753.881016344359
2007-05-01,3374.559393944406
2007-06-01,2678.6505395335057
2007-07-01,2758.76621843537
2007-08-01,3034.442236878144
2007-09-01,3403.8384075399385
2007-10-01,3650.7590835131537
2007-11-01,4033.968717560746
2007-12-01,4457.484007011112
2008-01-01,4638.6466848319715
2008-02-01,4453.10637184922
2008-03-01,4273.4693187428575
2008-04-01,4604.763064148235
2008-05-01,3830.5697362854335
2008-06-01,2774.721839748908
2008-07-01,2836.6731403505833
2008-08-01,3162.2414642153644
2008-09-01,3417.31122747072
2008-10-01,3887.7366350882708
2008-11-01,4329.16621123916
2008-12-01,4640.323177658364
2009-01-01,4341.76407499423
2009-02-01,4263.259083537724
2009-03-01,4244.345413824701
2009-04-01,4555.027516544758
2009-05-01,3815.4020244737476
2009-06-01,3224.5261046774926
2009-07-01,2754.055750679401
2009-08-01,3566.421007031224
2009-09-01,4117.761187974195
2009-10-01,4222.152192513968
2009-11-01,4658.517837312605
2009-12-01,4725.085262968947
2010-01-01,4210.670479031991
2010-02-01,4357.057946465701
2010-03-01,4761.825034779515
2010-04-01,4781.608016779305
2010-05-01,2634.3435046910286
2010-06-01,2690.691318614688
2010-07-01,3194.9184231362733
2010-08-01,3573.2198652244006
2010-09-01,3455.921850632472
2010-10-01,4116.593393553318
2010-11-01,4558.441167295923
2010-12-01,4704.22482418877
2011-01-01,4679.25544296333
2011-02-01,4236.8922363183365
2011-03-01,4139.480479498183
2011-04-01,4261.744713213577
2011-05-01,4585.8475663268755
2011-06-01,2866.6938267814476
2011-07-01,3053.4792127015307
2011-08-01,2796.0832899531497
2011-09-01,3911.9522598167678
2011-10-01,4352.248124940925
2011-11-01,4737.083163591922
2011-12-01,4607.0946955425925
2012-01-01,4440.436054438633
2012-02-01,4446.52491933271
2012-03-01,4656.463343753438
2012-04-01,3497.868066832258
2012-05-01,3416.6407915061695
2012-06-01,3435.1542857142854
2012-07-01,3704.6847957514406
2012-08-01,3525.5907491201615
2012-09-01,3928.941039742078
2012-10-01,4152.398102812709
2012-11-01,4492.740319956359
2012-12-01,4750.8538792128475
2013-01-01,4332.097881359
2013-02-01,4311.84102663467
2013-03-01,4724.88405674
2013-04-01,4748.213791193576
2013-05-01,2768.6022031396055
2013-06-01,3174.606759650013
2013-07-01,2863.7397126216274
2013-08-01,3437.5011691348404
2013-09-01,3850.347091026931
2013-10-01,4124.061261797095
2013-11-01,4373.749055733452
2013-12-01,4740.7764044584965
2014-01-01,4443.851908689814
2014-02-01,4801.027054108216
2014-03-01,4809.684805609069
2014-04-01,4760.571455989251
2014-05-01,3276.935438527933
2014-06-01,2909.277627187618
2014-07-01,3743.648129130791
2014-08-01,4197.661032542668
2014-09-01,3469.3903296451917
2014-10-01,4045.373352806781
2014-11-01,4701.082503809542
2014-12-01,4718.681429088132
2015-01-01,4840.978340880195
2015-02-01,4624.343028601851
2015-03-01,3090.617941480819
2015-04-01,3387.9921749650366
2015-05-01,3849.772686382397
2015-06-01,3989.6853778699274
2015-07-01,2104.92573998275
2015-08-01,2207.075886228234
2015-09-01,2972.4611187670503
2015-10-01,3267.448542384273
2015-11-01,3731.0044109050323
2015-12-01,4158.679501185672
2016-01-01,4633.933252529808
2016-02-01,4731.191538450848
2016-03-01,4507.918707425549
2016-04-01,3164.304679408718
2016-05-01,3293.469638349917
2016-06-01,2260.184736173652
2016-07-01,2663.977007826558
2016-08-01,2884.996651305193
2016-09-01,3175.2365052865885
2016-10-01,3537.272653787083
2016-11-01,3803.9784183752117
2016-12-01,3873.4531657256093
2017-01-01,4362.296401912271
2017-02-01,4456.243174758002
2017-03-01,4454.87696412689
2017-04-01,4507.766573993387
2017-05-01,1999.808498886198
2017-06-01,2308.4283257976176
2017-07-01,2753.4677078868235
2017-08-01,2679.5175845817257
2017-09-01,3326.1242526067213
2017-10-01,3661.9905401195233
2017-11-01,3959.874165459802
2017-12-01,4369.674446940564
2018-01-01,4489.732971070869
2018-02-01,4546.309767915681
2018-03-01,4627.986042766395
2018-04-01,4550.8061540208355
2018-05-01,4062.74523814104
2018-06-01,2866.4566556134537
2018-07-01,3711.583426759732
2018-08-01,3959.6946022727284
2018-09-01,4261.19884303015
2018-10-01,3820.738682178393
2018-11-01,4222.138759561026
2018-12-01,4581.3600198612085
2019-01-01,4705.218172846468
2019-02-01,4617.646658407417
2019-03-01,4688.59815966689
2019-04-01,4159.505940068461
2019-05-01,4128.297470009183
2019-06-01,3303.8871169436993
2019-07-01,3175.980100049812
2019-08-01,3618.1102053495233
2019-09-01,3855.802850727791
2019-10-01,4323.889779976247
2019-11-01,4568.920743578471
2019-12-01,4731.804416056384
2020-01-01,4429.747335175681
2020-02-01,4514.761601118971
2020-03-01,4761.1490953046505
2020-04-01,4245.544303128057
2020-05-01,4663.951731950978
2020-06-01,3120.359711570498
2020-07-01,3588.59267126925
2020-08-01,4074.319973013586
2020-09-01,4269.915171606863
2020-10-01,4292.1553307222575
2020-11-01,4683.614294307264
