Year,Snowline_elev
2000-02-01,981.6225524208436
2000-03-01,518.4187914147035
2000-04-01,442.1821441367661
2000-05-01,262.74669733214904
2000-06-01,213.87366825448564
2000-07-01,304.9161669458244
2000-08-01,477.2831655093634
2000-09-01,476.0152189234427
2000-10-01,517.2144161107155
2000-11-01,663.1938696182674
2000-12-01,674.8376529654263
2001-01-01,643.3481338144036
2001-02-01,670.6682704893944
2001-03-01,426.80384896359044
2001-04-01,397.4160688007295
2001-05-01,314.7095393643237
2001-06-01,467.03968180263524
2001-07-01,417.45619284163956
2001-08-01,378.37598778495084
2001-09-01,401.77529943033903
2001-10-01,459.56430193316925
2001-11-01,658.4048807628703
2001-12-01,668.8138498571614
2002-01-01,555.6625817262752
2002-02-01,539.6230197938729
2002-03-01,517.2619870646035
2002-04-01,401.72025189881504
2002-05-01,314.50112184956333
2002-06-01,605.7987562721457
2002-07-01,114.89581842514956
2002-08-01,199.65162801574905
2002-09-01,290.25881424672383
2002-10-01,377.9712109178927
2002-11-01,534.2307570995009
2002-12-01,601.9343265210207
2003-01-01,576.0941046075897
2003-02-01,526.8884857986016
2003-03-01,415.1856298966319
2003-04-01,362.3278129972955
2003-05-01,348.11547777119205
2003-06-01,92.92265057609349
2003-07-01,149.31087013453947
2003-08-01,256.64429054587885
2003-09-01,310.55913020133255
2003-10-01,369.0413622075149
2003-11-01,448.8438440965851
2003-12-01,584.836770485335
2004-01-01,498.26948320754497
2004-02-01,449.04425205463684
2004-03-01,463.0869691013583
2004-04-01,309.4114719901427
2004-05-01,319.82791367172575
2004-06-01,151.45011033813938
2004-07-01,148.45150998576815
2004-08-01,224.1984184638006
2004-09-01,355.19555060632865
2004-10-01,422.5512191984357
2004-11-01,470.605647474046
2004-12-01,490.9453978132068
2005-01-01,523.8633599002069
2005-02-01,463.92912435645445
2005-03-01,425.3353976674551
2005-04-01,330.83336459645255
2005-05-01,166.2262523790103
2005-06-01,84.22784810126582
2005-07-01,83.21584298831787
2005-08-01,144.58036905138388
2005-09-01,256.37727226583104
2005-10-01,381.3832584665611
2005-11-01,488.1517559461132
2005-12-01,545.6828544582364
2006-01-01,500.91816294252493
2006-02-01,504.87971790839396
2006-03-01,416.4028534087711
2006-04-01,286.62800401152816
2006-05-01,321.5798108897623
2006-06-01,175.96912160261914
2006-07-01,115.1913022936916
2006-08-01,150.120297224702
2006-09-01,254.95128929595347
2006-10-01,394.7182171254311
2006-11-01,480.80533504470554
2006-12-01,567.0196722954538
2007-01-01,533.236824526348
2007-02-01,479.5453253104421
2007-03-01,415.83833256145783
2007-04-01,317.36853353533456
2007-05-01,243.12394698125237
2007-06-01,154.76082643448473
2007-07-01,167.6362779824313
2007-08-01,190.62833502613518
2007-09-01,276.3781269972556
2007-10-01,409.15577707276134
2007-11-01,427.6929702668038
2007-12-01,608.7259126200004
2008-01-01,560.2435227788363
2008-02-01,613.534099286682
2008-03-01,411.79333883491694
2008-04-01,287.68836547801413
2008-05-01,276.785767007294
2008-06-01,87.64224280516044
2008-07-01,87.92307692307692
2008-08-01,103.60335917312662
2008-09-01,232.56521795062102
2008-10-01,384.5894672822413
2008-11-01,561.7484848605435
2008-12-01,547.5934228164443
2009-01-01,518.4045660220478
2009-02-01,550.5481118891461
2009-03-01,400.4360200891925
2009-04-01,352.55422652259773
2009-05-01,248.6040760075502
2009-06-01,110.00453734706011
2009-07-01,150.31036531477673
2009-08-01,164.9966139598724
2009-09-01,355.10217300169387
2009-10-01,367.22784241547055
2009-11-01,533.2948412863618
2009-12-01,547.6064957347326
2010-01-01,491.1203915770655
2010-02-01,468.34071522611936
2010-03-01,427.0284645010727
2010-04-01,332.8569456332222
2010-05-01,221.62760685909132
2010-06-01,202.54632400957775
2010-07-01,133.95125732328995
2010-08-01,135.49517390248178
2010-09-01,312.0619722596758
2010-10-01,402.6235713659525
2010-11-01,471.8445244316974
2010-12-01,555.6098975387342
2011-01-01,510.74666748826195
2011-02-01,484.33615777090444
2011-03-01,434.55731148691643
2011-04-01,298.1169039732196
2011-05-01,219.8359591104658
2011-06-01,108.97829464054544
2011-07-01,90.14396887159533
2011-08-01,96.31322437019342
2011-09-01,302.0085182473842
2011-10-01,329.8435215818176
2011-11-01,465.204842183693
2011-12-01,531.9472502730307
2012-01-01,544.6248311103695
2012-02-01,521.1138918642312
2012-03-01,444.1484971611504
2012-04-01,260.5160479119362
2012-05-01,146.75239277360845
2012-06-01,97.22943722943722
2012-07-01,128.50448430493273
2012-08-01,161.06409320674138
2012-09-01,291.2169211509458
2012-10-01,355.50644959253356
2012-11-01,447.15625217563013
2012-12-01,541.8263387185108
2013-01-01,599.9939962502224
2013-02-01,500.64231356810075
2013-03-01,412.54701082754127
2013-04-01,326.76559912509043
2013-05-01,187.22263758863727
2013-06-01,88.20318725099601
2013-07-01,145.81709085653628
2013-08-01,161.16313590965373
2013-09-01,226.18112531762515
2013-10-01,383.77694115372543
2013-11-01,459.2514999153287
2013-12-01,540.4817964745266
2014-01-01,607.128206295286
2014-02-01,476.26044121859707
2014-03-01,417.1316040938953
2014-04-01,285.19310710145754
2014-05-01,190.9578167456087
2014-06-01,102.52024695560678
2014-07-01,133.6471608071637
2014-08-01,143.41306071590395
2014-09-01,272.6484364269217
2014-10-01,313.1960134753762
2014-11-01,500.5277168139438
2014-12-01,517.9387135019415
2015-01-01,565.9600025952233
2015-02-01,449.70927745038256
2015-03-01,413.3725487274712
2015-04-01,343.7415459864785
2015-05-01,302.8626485802395
2015-06-01,102.09382151029749
2015-07-01,92.23040380047506
2015-08-01,130.87956432170026
2015-09-01,261.234477582773
2015-10-01,401.2093966520205
2015-11-01,491.7193810089487
2015-12-01,542.2980940947695
