Year,Month,SCA,CCA
2000,1,0,
2000,2,0.36,0.17
2000,3,0.42,1.34
2000,4,1.16,15.27
2000,5,16.24,14.88
2000,6,43.65,11.55
2000,7,15.92,7.13
2000,8,7.85,16.37
2000,9,3.97,0.78
2000,10,0.71,1.71
2000,11,0.13,0.00
2000,12,0.06,0.44
2001,1,1.01,4.74
2001,2,2.01,4.16
2001,3,6.68,2.58
2001,4,3.09,0.85
2001,5,9.14,6.15
2001,6,3.77,0.01
2001,7,1.63,0.04
2001,8,2.16,0.55
2001,9,2.98,1.03
2001,10,0.60,0.05
2001,11,0.15,0.02
2001,12,0.46,2.61
2002,1,0.19,0.00
2002,2,0.62,4.85
2002,3,1.98,4.18
2002,4,3.58,0.83
2002,5,22.90,10.85
2002,6,22.20,4.55
2002,7,60.67,11.85
2002,8,24.82,0.10
2002,9,9.63,0.00
2002,10,3.99,2.36
2002,11,1.35,0.02
2002,12,0.30,0.26
2003,1,0.27,2.32
2003,2,1.35,0.12
2003,3,0.38,0.00
2003,4,0.36,0.00
2003,5,21.36,2.85
2003,6,13.94,0.00
2003,7,12.25,5.50
2003,8,20.11,0.66
2003,9,3.85,0.00
2003,10,0.94,0.00
2003,11,0.21,0.00
2003,12,0.13,0.13
2004,1,0.72,2.56
2004,2,1.19,0.31
2004,3,0.43,0.00
2004,4,0.38,0.00
2004,5,0.92,0.29
2004,6,0.50,0.76
2004,7,13.01,3.99
2004,8,32.80,22.49
2004,9,6.96,0.01
2004,10,1.44,0.00
2004,11,0.32,0.00
2004,12,0.20,0.00
2005,1,1.52,0.72
2005,2,0.84,11.12
2005,3,0.78,0.00
2005,4,11.23,2.50
2005,5,22.66,1.58
2005,6,8.07,0.03
2005,7,3.57,0.00
2005,8,1.00,0.01
2005,9,41.86,9.76
2005,10,25.13,0.03
2005,11,3.33,0.09
2005,12,0.46,0.15
2006,1,2.28,0.73
2006,2,5.80,0.61
2006,3,0.56,0.00
2006,4,0.34,0.00
2006,5,8.01,0.75
2006,6,17.05,2.62
2006,7,2.53,0.09
2006,8,4.06,2.04
2006,9,9.81,0.00
2006,10,0.37,0.00
2006,11,0.26,0.00
2006,12,0.22,0.56
2007,1,0.66,1.22
2007,2,1.96,0.08
2007,3,0.25,0.01
2007,4,0.22,0.03
2007,5,1.14,0.41
2007,6,14.33,13.79
2007,7,29.47,8.34
2007,8,10.56,1.26
2007,9,4.98,0.88
2007,10,1.00,0.02
2007,11,0.17,0.21
2007,12,0.13,0.00
2008,1,1.13,2.40
2008,2,2.28,0.09
2008,3,0.28,0.00
2008,4,0.58,0.00
2008,5,0.69,0.06
2008,6,22.50,7.75
2008,7,15.43,0.25
2008,8,2.29,0.00
2008,9,0.88,0.01
2008,10,0.25,0.00
2008,11,0.18,0.00
2008,12,0.19,0.01
2009,1,0.55,0.02
2009,2,1.16,0.17
2009,3,1.70,0.09
2009,4,1.78,0.00
2009,5,0.95,1.19
2009,6,1.62,0.00
2009,7,24.81,18.72
2009,8,13.05,0.02
2009,9,3.53,0.24
2009,10,0.83,0.23
2009,11,0.15,0.02
2009,12,0.11,0.39
2010,1,0.22,0.06
2010,2,0.28,0.27
2010,3,0.23,0.00
2010,4,0.22,3.59
2010,5,23.12,11.02
2010,6,5.24,0.14
2010,7,1.83,0.00
2010,8,1.09,0.27
2010,9,0.32,0.51
2010,10,0.49,0.02
2010,11,0.29,0.00
2010,12,0.12,0.00
2011,1,0.22,1.78
2011,2,3.33,2.39
2011,3,1.02,0.14
2011,4,3.45,0.29
2011,5,0.77,0.08
2011,6,30.97,16.42
2011,7,73.80,10.23
2011,8,41.70,0.13
2011,9,17.18,0.01
2011,10,5.70,0.64
2011,11,1.54,0.00
2011,12,0.50,0.21
2012,1,4.45,1.39
2012,2,7.49,5.38
2012,3,4.70,0.05
2012,4,8.11,1.30
2012,5,3.58,0.00
2012,6,19.10,4.16
2012,7,34.76,8.68
2012,8,10.33,0.01
2012,9,3.57,0.00
2012,10,1.27,0.02
2012,11,0.29,0.00
2012,12,0.38,0.00
2013,1,1.21,5.71
2013,2,2.83,1.02
2013,3,0.38,0.00
2013,4,0.27,0.00
2013,5,26.43,5.75
2013,6,52.29,19.02
2013,7,37.75,8.31
2013,8,31.87,5.38
2013,9,29.44,1.11
2013,10,8.73,0.00
2013,11,2.05,0.00
2013,12,0.39,0.06
2014,1,1.89,0.55
2014,2,0.36,0.01
2014,3,0.82,0.05
2014,4,0.57,0.03
2014,5,13.12,8.05
2014,6,12.82,4.22
2014,7,2.59,0.22
2014,8,3.48,1.10
2014,9,5.36,1.28
2014,10,0.58,0.09
2014,11,0.19,0.00
2014,12,0.13,0.00
2015,1,0.52,0.69
2015,2,1.72,0.12
2015,3,11.79,2.49
2015,4,14.73,0.07
2015,5,13.30,2.98
2015,6,10.08,0.44
2015,7,10.19,7.75
2015,8,13.38,1.66
2015,9,3.11,0.10
2015,10,4.81,2.82
2015,11,1.15,0.00
2015,12,0.21,2.15
2016,1,0.19,0.00
2016,2,0.41,8.69
2016,3,0.29,0.00
2016,4,4.85,0.50
2016,5,10.63,5.36
2016,6,3.48,0.29
2016,7,18.85,9.06
2016,8,4.00,0.14
2016,9,1.38,0.00
2016,10,0.28,0.00
2016,11,0.13,0.01
2016,12,0.13,0.00
2017,1,2.05,0.40
2017,2,3.27,9.25
2017,3,5.00,0.02
2017,4,7.94,1.17
2017,5,21.54,16.09
2017,6,82.09,18.45
2017,7,70.66,0.19
2017,8,42.94,0.06
2017,9,15.65,0.02
2017,10,6.89,0.00
2017,11,2.33,0.00
2017,12,0.52,0.51
2018,1,0.34,0.97
2018,2,6.43,2.02
2018,3,1.90,0.06
2018,4,0.65,0.00
2018,5,0.71,0.15
2018,6,27.91,5.66
2018,7,33.75,10.87
2018,8,56.23,5.48
2018,9,16.27,0.00
2018,10,5.76,0.29
2018,11,1.37,0.00
2018,12,0.25,0.84
2019,1,0.71,4.82
2019,2,7.08,9.10
2019,3,1.22,0.00
2019,4,2.75,0.08
2019,5,2.82,4.70
2019,6,18.52,6.99
2019,7,12.49,4.66
2019,8,2.93,0.00
2019,9,21.05,2.48
2019,10,1.88,0.03
2019,11,0.37,0.09
2019,12,0.28,1.02
2020,1,2.87,3.27
2020,2,0.90,0.05
2020,3,1.87,0.75
2020,4,0.61,0.01
2020,5,0.35,0.58
2020,6,3.44,0.55
2020,7,0.54,0.02
2020,8,15.77,8.55
2020,9,43.29,0.63
2020,10,8.39,0.00
2020,11,1.21,0.00
2020,12,0.46,0.10
2021,1,1.25,1.26
2021,2,0.95,0.00
2021,3,1.79,0.04
2021,4,1.00,0.02
2021,5,16.55,8.08
2021,6,61.00,9.04
2021,7,18.24,5.25
2021,8,17.89,0.28
2021,9,4.27,0.01
2021,10,1.88,0.83
2021,11,0.38,0.00
2021,12,0.93,10.79
2022,1,2.00,0.39
2022,2,0.38,0.04
2022,3,3.28,0.70
2022,4,0.19,0.31
2022,5,0.66,0.00
2022,6,29.55,3.74
2022,7,15.75,7.20
2022,8,5.91,0.19
2022,9,1.54,0.47
2022,10,0.33,0.00
2022,11,0.30,0.00
2022,12,0.89,0.12
2023,1,0.61,0.08
2023,2,7.82,0.97
2023,3,1.85,0.28
2023,4,5.14,0.03
2023,5,0.70,0.09
2023,6,0.51,0.02
2023,7,0.40,0.00
2023,8,0.29,1.65
2023,9,0.25,0.00
2023,10,0.34,0.02
2023,11,0.26,0.10
2023,12,0.11,0.00
2024,1,0.36,0.00
2024,2,1.90,1.34
2024,3,1.55,0.50
2024,4,7.66,1.24
2024,5,5.39,3.54
2024,6,1.27,0.02
2024,7,1.21,1.55
2024,8,1.17,0.09
2024,9,0.29,0.00
2024,10,1.38,0.83
2024,11,0.16,0.00
2024,12,0.09,0.00
2025,1,0.33,0.07
2025,2,2.76,0.71
2025,3,0.59,0.01
2025,4,2.62,0.94
2025,5,0.50,0.00
