Year,Month,SCA,CCA
2000,1,0,
2000,2,0.29,68.62
2000,3,3.19,63.79
2000,4,7.99,60.67
2000,5,22.39,57.42
2000,6,40.17,57.87
2000,7,45.70,65.07
2000,8,12.68,67.71
2000,9,14.52,67.77
2000,10,7.12,64.91
2000,11,2.43,64.61
2000,12,0.56,67.27
2001,1,1.26,59.46
2001,2,2.05,55.06
2001,3,4.09,54.19
2001,4,8.56,62.03
2001,5,18.90,41.34
2001,6,46.74,56.50
2001,7,42.93,65.83
2001,8,33.79,63.75
2001,9,14.08,62.83
2001,10,6.79,60.96
2001,11,2.33,59.46
2001,12,0.46,54.41
2002,1,0.77,61.43
2002,2,1.18,53.94
2002,3,3.55,59.62
2002,4,9.82,57.29
2002,5,43.31,62.87
2002,6,40.63,67.08
2002,7,53.05,49.99
2002,8,41.65,53.32
2002,9,28.04,48.61
2002,10,13.81,54.41
2002,11,6.52,51.85
2002,12,2.07,47.54
2003,1,2.11,51.08
2003,2,1.99,40.09
2003,3,3.80,40.58
2003,4,8.89,39.14
2003,5,28.03,34.39
2003,6,55.81,52.38
2003,7,50.86,50.14
2003,8,43.14,44.05
2003,9,26.08,48.97
2003,10,12.95,47.82
2003,11,6.46,52.86
2003,12,2.59,58.47
2004,1,2.56,47.75
2004,2,0.88,45.54
2004,3,3.41,28.61
2004,4,9.49,41.23
2004,5,36.58,33.85
2004,6,40.55,35.16
2004,7,52.93,47.72
2004,8,39.39,54.90
2004,9,20.59,57.65
2004,10,11.46,49.02
2004,11,3.12,42.06
2004,12,1.69,48.25
2005,1,1.45,46.94
2005,2,1.04,31.39
2005,3,4.66,37.75
2005,4,17.82,49.35
2005,5,38.75,39.91
2005,6,50.73,47.74
2005,7,57.18,45.24
2005,8,43.21,52.17
2005,9,21.69,50.01
2005,10,9.78,38.17
2005,11,2.41,44.84
2005,12,1.41,52.14
2006,1,1.26,43.42
2006,2,1.73,33.26
2006,3,4.11,45.48
2006,4,15.60,42.74
2006,5,24.56,39.04
2006,6,51.46,40.01
2006,7,53.85,41.70
2006,8,38.92,55.96
2006,9,25.72,55.22
2006,10,11.08,41.37
2006,11,5.53,48.84
2006,12,3.43,41.89
2007,1,1.41,47.52
2007,2,2.04,58.57
2007,3,5.22,46.28
2007,4,19.51,45.69
2007,5,49.81,46.58
2007,6,49.66,49.24
2007,7,51.61,51.13
2007,8,44.76,52.04
2007,9,24.33,47.16
2007,10,10.28,53.88
2007,11,5.35,55.71
2007,12,3.01,55.34
2008,1,1.89,40.20
2008,2,1.88,33.65
2008,3,3.94,44.92
2008,4,16.06,50.83
2008,5,42.39,36.65
2008,6,49.43,33.11
2008,7,54.41,45.50
2008,8,46.95,55.82
2008,9,28.28,48.89
2008,10,9.76,49.64
2008,11,4.50,47.15
2008,12,2.29,53.63
2009,1,1.94,48.13
2009,2,1.99,43.39
2009,3,4.44,40.05
2009,4,14.78,54.41
2009,5,48.83,43.82
2009,6,48.92,48.47
2009,7,51.69,52.86
2009,8,41.99,52.54
2009,9,23.53,58.97
2009,10,13.67,53.09
2009,11,8.43,58.59
2009,12,4.37,47.91
2010,1,3.01,49.02
2010,2,2.88,48.54
2010,3,5.09,47.12
2010,4,13.82,41.19
2010,5,34.28,40.09
2010,6,44.74,48.04
2010,7,55.72,42.84
2010,8,35.95,48.08
2010,9,26.83,53.21
2010,10,8.77,48.28
2010,11,3.04,39.70
2010,12,4.08,54.85
2011,1,1.64,44.35
2011,2,1.43,40.40
2011,3,3.71,31.66
2011,4,26.77,50.14
2011,5,40.94,46.47
2011,6,52.61,44.11
2011,7,52.39,48.76
2011,8,43.07,51.36
2011,9,25.12,56.96
2011,10,13.07,50.81
2011,11,3.96,42.78
2011,12,1.15,43.15
2012,1,1.40,50.95
2012,2,4.10,46.06
2012,3,3.35,42.72
2012,4,22.32,39.20
2012,5,36.48,40.94
2012,6,55.64,53.22
2012,7,50.31,56.49
2012,8,43.01,55.23
2012,9,24.86,52.52
2012,10,10.14,58.63
2012,11,4.32,58.00
2012,12,1.71,60.12
2013,1,2.04,52.78
2013,2,1.96,41.38
2013,3,2.70,35.33
2013,4,8.81,34.96
2013,5,39.66,43.40
2013,6,52.67,46.18
2013,7,48.96,49.61
2013,8,39.40,57.27
2013,9,28.31,54.10
2013,10,10.04,51.31
2013,11,5.48,53.39
2013,12,3.38,55.52
2014,1,3.13,50.86
2014,2,2.29,48.83
2014,3,6.42,56.28
