Year,Month,SCA,CCA
2000,1,0,
2000,2,6.99,1.80
2000,3,0.98,1.68
2000,4,6.75,30.40
2000,5,20.20,41.77
2000,6,32.00,50.19
2000,7,43.49,15.67
2000,8,36.47,47.05
2000,9,37.01,40.49
2000,10,30.34,17.11
2000,11,22.27,27.27
2000,12,11.14,2.22
2001,1,3.58,1.52
2001,2,1.39,2.68
2001,3,2.89,9.67
2001,4,8.16,5.29
2001,5,24.51,40.96
2001,6,21.94,31.10
2001,7,36.73,64.43
2001,8,37.73,45.85
2001,9,34.36,33.58
2001,10,28.34,18.91
2001,11,20.37,11.06
2001,12,8.90,4.47
2002,1,3.13,0.61
2002,2,1.70,2.04
2002,3,3.06,6.33
2002,4,7.30,6.62
2002,5,8.05,54.77
2002,6,45.06,36.30
2002,7,42.73,9.59
2002,8,40.66,46.92
2002,9,35.98,31.74
2002,10,31.51,13.12
2002,11,26.64,1.08
2002,12,17.57,1.92
2003,1,10.31,3.46
2003,2,4.31,0.02
2003,3,2.72,0.31
2003,4,2.48,7.56
2003,5,14.14,17.34
2003,6,35.60,34.47
2003,7,37.82,13.26
2003,8,32.55,26.34
2003,9,29.11,21.77
2003,10,22.06,7.50
2003,11,14.82,1.99
2003,12,5.59,0.10
2004,1,2.51,0.27
2004,2,1.90,0.15
2004,3,1.33,2.24
2004,4,10.47,12.88
2004,5,16.10,11.03
2004,6,25.18,25.49
2004,7,32.44,35.79
2004,8,36.52,18.42
2004,9,26.95,11.72
2004,10,17.27,9.84
2004,11,15.72,21.40
2004,12,5.18,0.41
2005,1,2.43,0.28
2005,2,1.25,1.16
2005,3,3.95,10.78
2005,4,8.43,9.85
2005,5,31.19,37.74
2005,6,34.55,49.90
2005,7,36.16,27.95
2005,8,38.60,44.42
2005,9,37.95,20.83
2005,10,31.66,6.38
2005,11,26.37,0.14
2005,12,17.69,1.45
2006,1,7.78,0.44
2006,2,3.99,1.40
2006,3,2.57,0.26
2006,4,3.74,3.10
2006,5,7.66,32.37
2006,6,32.16,47.58
2006,7,39.59,44.96
2006,8,37.13,35.57
2006,9,33.06,15.51
2006,10,30.47,12.03
2006,11,21.51,0.97
2006,12,10.48,0.08
2007,1,4.28,0.18
2007,2,3.01,0.63
2007,3,3.14,8.16
2007,4,4.95,10.94
2007,5,13.68,25.96
2007,6,38.27,27.48
2007,7,41.96,34.15
2007,8,39.79,6.35
2007,9,33.40,5.99
2007,10,26.26,0.86
2007,11,14.98,0.58
2007,12,5.20,0.33
2008,1,1.96,0.01
2008,2,2.24,0.49
2008,3,3.00,0.93
2008,4,2.37,8.52
2008,5,28.73,32.07
2008,6,37.99,17.38
2008,7,36.42,29.40
2008,8,39.77,18.20
2008,9,35.28,19.95
2008,10,29.90,5.29
2008,11,21.05,0.53
2008,12,8.38,2.15
2009,1,3.03,0.08
2009,2,1.84,0.47
2009,3,1.93,0.16
2009,4,1.21,0.79
2009,5,9.47,21.04
2009,6,22.30,37.13
2009,7,41.66,19.42
2009,8,39.56,30.56
2009,9,35.33,22.65
2009,10,29.84,17.21
2009,11,20.47,20.77
2009,12,10.12,0.16
2010,1,3.61,0.00
2010,2,1.50,0.02
2010,3,1.04,0.01
2010,4,1.05,4.19
2010,5,8.37,17.64
2010,6,33.97,22.53
2010,7,40.25,9.18
2010,8,33.13,10.96
2010,9,25.53,11.08
2010,10,14.88,6.37
2010,11,10.03,2.27
2010,12,2.75,0.16
2011,1,1.65,0.02
2011,2,2.11,3.84
2011,3,1.03,0.03
2011,4,1.25,6.19
2011,5,2.91,3.89
2011,6,27.05,24.96
2011,7,42.07,16.50
2011,8,38.92,33.72
2011,9,32.01,1.91
2011,10,23.53,5.76
2011,11,12.10,0.18
2011,12,2.98,1.43
2012,1,1.29,0.05
2012,2,0.92,0.35
2012,3,0.80,0.03
2012,4,8.53,16.04
2012,5,21.97,20.99
2012,6,33.28,37.54
2012,7,30.49,16.17
