Year,Month,SCA,CCA
2008,7,68.50,57.79
2008,8,76.30,55.84
2008,9,29.49,36.19
2008,10,23.81,46.70
2008,11,22.87,35.62
2008,12,19.42,47.50
2009,1,20.27,40.49
2009,2,20.82,30.63
2009,3,22.33,27.65
2009,4,24.51,41.41
2009,5,37.49,59.91
2009,6,48.34,44.98
2009,7,40.34,36.93
2009,8,33.36,51.17
2009,9,28.01,48.35
2009,10,24.33,37.82
2009,11,20.52,63.54
2009,12,18.72,38.01
2010,1,18.22,42.26
2010,2,20.86,35.85
2010,3,22.15,35.98
2010,4,23.29,42.73
2010,5,28.60,28.64
2010,6,37.85,55.92
2010,7,47.51,52.36
2010,8,39.34,49.17
2010,9,26.90,47.94
2010,10,23.46,41.99
2010,11,23.03,38.29
2010,12,18.89,46.86
2011,1,19.73,42.87
2011,2,21.13,31.29
2011,3,21.02,32.26
2011,4,25.13,29.93
2011,5,31.96,36.56
2011,6,36.38,43.32
2011,7,69.35,62.77
2011,8,71.14,56.58
2011,9,29.80,63.30
2011,10,24.41,38.98
2011,11,23.03,48.93
2011,12,19.42,28.09
2012,1,20.14,44.73
2012,2,20.83,35.73
2012,3,22.65,35.64
2012,4,24.36,24.13
2012,5,32.76,45.73
2012,6,52.63,42.83
2012,7,63.65,49.32
2012,8,33.79,45.03
2012,9,25.06,41.31
2012,10,24.30,34.08
2012,11,22.68,48.64
2012,12,18.82,64.29
2013,1,19.77,37.08
2013,2,20.53,34.80
2013,3,21.36,22.60
2013,4,23.68,22.10
2013,5,30.07,38.85
2013,6,49.34,45.45
2013,7,36.15,29.33
2013,8,30.56,44.34
2013,9,29.15,37.48
2013,10,23.88,36.29
2013,11,23.50,37.07
2013,12,18.97,55.93
2014,1,19.71,51.36
2014,2,21.04,47.76
2014,3,21.65,32.19
2014,4,23.34,22.46
2014,5,31.90,36.18
2014,6,39.17,32.38
2014,7,51.11,42.51
2014,8,59.79,68.54
2014,9,27.19,41.24
2014,10,24.00,41.08
2014,11,22.76,50.60
2014,12,19.08,54.55
2015,1,19.90,36.84
2015,2,21.46,32.96
2015,3,22.64,37.62
2015,4,24.00,34.61
2015,5,29.39,40.57
2015,6,47.05,52.78
2015,7,70.23,62.57
2015,8,45.43,49.80
2015,9,30.39,36.45
2015,10,24.28,39.66
2015,11,22.85,44.17
2015,12,19.67,44.46
2016,1,20.58,28.16
2016,2,21.16,40.39
2016,3,21.93,28.76
2016,4,24.11,33.72
2016,5,24.74,13.38
2016,6,29.67,37.48
2016,7,30.61,24.54
2016,8,28.97,41.53
2016,9,24.73,26.69
2016,10,23.01,25.71
2016,11,20.33,43.45
2016,12,18.10,50.83
2017,1,18.86,52.10
2017,2,20.97,40.97
2017,3,21.65,34.76
2017,4,22.26,36.63
2017,5,27.98,37.82
2017,6,43.07,47.12
2017,7,33.45,38.20
2017,8,31.39,43.16
2017,9,26.89,40.82
2017,10,23.22,40.40
2017,11,22.68,32.40
2017,12,19.37,47.57
2018,1,20.16,52.72
2018,2,20.68,32.95
2018,3,21.93,32.59
2018,4,24.97,50.46
2018,5,29.53,33.46
2018,6,61.67,37.27
2018,7,60.96,45.04
2018,8,34.79,47.56
2018,9,27.89,46.01
2018,10,24.17,27.92
2018,11,22.44,33.63
2018,12,19.30,42.86
2019,1,19.68,51.35
2019,2,21.25,41.96
2019,3,21.77,41.18
2019,4,24.18,25.60
2019,5,28.12,32.47
2019,6,38.58,54.96
2019,7,44.19,48.86
2019,8,30.32,32.40
2019,9,26.72,28.47
2019,10,24.10,37.87
2019,11,22.31,47.46
2019,12,18.92,43.29
2020,1,19.75,53.02
2020,2,20.88,39.22
2020,3,22.04,47.12
2020,4,23.46,24.42
2020,5,27.54,42.94
2020,6,59.12,43.36
2020,7,87.80,33.66
2020,8,50.50,52.84
2020,9,26.92,38.10
2020,10,23.88,39.34
2020,11,22.25,48.34
2020,12,20.07,44.94
2021,1,20.35,50.01
2021,2,21.65,38.48
2021,3,21.88,18.34
2021,4,23.45,27.33
2021,5,28.92,42.02
2021,6,62.12,56.12
2021,7,45.49,46.94
2021,8,28.71,45.81
2021,9,25.50,42.75
2021,10,23.46,25.70
2021,11,22.13,23.90
2021,12,20.22,27.68
2022,1,20.15,40.02
2022,2,21.03,39.42
2022,3,22.14,41.36
2022,4,24.90,43.68
2022,5,28.54,26.87
2022,6,31.80,23.36
2022,7,70.44,54.39
2022,8,31.20,40.44
2022,9,25.53,31.52
2022,10,23.44,42.29
2022,11,22.53,30.36
2022,12,19.70,30.32
2023,1,21.16,28.62
2023,2,21.18,41.02
2023,3,22.57,31.23
2023,4,25.33,26.72
2023,5,30.79,29.12
2023,6,37.09,40.15
2023,7,79.39,50.83
2023,8,50.35,52.55
2023,9,28.24,39.01
2023,10,24.93,33.72
2023,11,22.93,33.89
2023,12,19.66,35.05
2024,1,19.50,42.71
2024,2,22.14,32.31
2024,3,22.53,34.69
2024,4,26.23,28.56
2024,5,35.07,40.40
2024,6,69.89,62.03
2024,7,60.29,46.00
2024,8,45.38,48.27
2024,9,28.82,35.82
2024,10,23.17,35.42
2024,11,22.96,37.47
2024,12,21.06,40.67
2025,1,20.82,36.62
2025,2,22.17,34.01
2025,3,22.79,32.67
2025,4,25.99,38.48
