Year,Month,SCA,CCA
2000,1,0,
2000,2,0.07,55.68
2000,3,2.39,55.50
2000,4,10.72,58.07
2000,5,9.61,47.38
2000,6,31.49,41.49
2000,7,30.52,44.00
2000,8,27.64,51.83
2000,9,20.46,39.51
2000,10,4.75,52.79
2000,11,2.21,56.93
2000,12,0.49,58.84
2001,1,1.77,56.47
2001,2,2.74,57.41
2001,3,4.68,51.87
2001,4,7.44,51.90
2001,5,15.26,39.46
2001,6,39.28,46.18
2001,7,42.48,36.61
2001,8,23.65,44.78
2001,9,7.04,46.80
2001,10,3.19,51.70
2001,11,3.20,56.46
2001,12,0.27,53.51
2002,1,1.29,54.46
2002,2,0.47,49.58
2002,3,2.60,50.96
2002,4,9.69,52.42
2002,5,29.31,39.42
2002,6,44.41,44.52
2002,7,26.57,32.46
2002,8,12.91,32.93
2002,9,4.65,33.05
2002,10,6.57,38.07
2002,11,3.13,42.64
2002,12,1.79,46.09
2003,1,4.18,47.11
2003,2,2.46,40.25
2003,3,2.11,34.13
2003,4,2.78,30.53
2003,5,13.91,36.45
2003,6,32.75,22.71
2003,7,25.85,38.07
2003,8,18.31,34.40
2003,9,8.59,37.85
2003,10,5.63,35.36
2003,11,4.05,38.19
2003,12,2.89,48.07
2004,1,2.96,42.04
2004,2,1.43,36.12
2004,3,3.19,36.14
2004,4,12.86,38.89
2004,5,9.23,25.71
2004,6,31.17,36.75
2004,7,38.82,28.19
2004,8,21.04,36.64
2004,9,17.43,42.50
2004,10,2.90,34.88
2004,11,0.74,34.10
2004,12,1.64,39.22
2005,1,2.28,41.66
2005,2,0.73,32.18
2005,3,5.14,39.84
2005,4,7.83,38.74
2005,5,28.73,33.32
2005,6,47.96,24.18
2005,7,24.28,33.63
2005,8,26.50,32.86
2005,9,9.20,38.62
2005,10,1.65,31.15
2005,11,1.43,33.14
2005,12,1.07,35.56
2006,1,1.51,37.05
2006,2,2.07,32.73
2006,3,8.03,40.84
2006,4,11.76,38.70
2006,5,15.95,32.58
2006,6,32.78,27.16
2006,7,33.51,27.09
2006,8,17.59,32.81
2006,9,9.87,38.45
2006,10,6.41,37.51
2006,11,2.32,41.23
2006,12,2.63,43.50
2007,1,1.46,41.66
2007,2,2.41,38.98
2007,3,3.57,38.87
2007,4,14.11,37.44
2007,5,19.88,32.69
2007,6,28.63,33.70
2007,7,36.01,31.27
2007,8,26.20,37.10
2007,9,5.61,29.65
2007,10,8.78,42.53
2007,11,4.16,40.61
2007,12,2.18,43.30
2008,1,1.22,38.47
2008,2,1.08,41.50
2008,3,4.16,40.35
2008,4,16.70,44.80
2008,5,28.91,28.30
2008,6,29.37,28.40
2008,7,32.83,29.25
2008,8,31.69,31.61
2008,9,9.06,33.65
2008,10,8.36,44.05
2008,11,2.05,41.18
2008,12,0.64,39.85
2009,1,1.83,40.64
2009,2,3.12,43.09
2009,3,9.18,38.81
2009,4,10.75,40.54
2009,5,28.93,37.33
2009,6,32.42,32.74
2009,7,28.99,32.32
2009,8,21.76,34.98
2009,9,15.85,42.76
2009,10,8.54,43.57
2009,11,7.92,45.02
2009,12,3.19,39.64
2010,1,4.46,44.63
2010,2,2.05,38.89
2010,3,2.32,37.86
2010,4,11.82,35.59
2010,5,22.97,37.58
2010,6,31.23,31.52
2010,7,38.22,29.35
2010,8,19.07,36.08
2010,9,13.45,41.17
2010,10,6.82,41.99
2010,11,3.89,37.29
2010,12,3.81,45.47
2011,1,1.86,39.63
2011,2,2.49,32.32
2011,3,11.21,43.31
2011,4,10.91,41.31
2011,5,26.83,35.41
2011,6,29.73,25.29
2011,7,36.91,34.57
2011,8,22.22,26.87
2011,9,11.67,37.38
2011,10,3.62,40.56
2011,11,4.38,43.69
2011,12,0.97,37.83
2012,1,2.01,41.27
2012,2,1.02,29.08
2012,3,3.24,42.97
2012,4,8.16,32.49
2012,5,28.19,31.88
2012,6,36.00,35.71
2012,7,35.88,39.77
2012,8,27.41,36.24
2012,9,9.50,40.35
2012,10,10.99,43.47
2012,11,3.28,42.21
2012,12,0.88,37.47
2013,1,1.59,40.73
2013,2,0.98,30.92
2013,3,3.15,32.15
2013,4,9.07,35.33
2013,5,22.70,34.44
