Year,Month,SCA,CCA
2013,6,34.21,34.22
2013,7,29.90,32.37
2013,8,30.41,37.37
2013,9,15.82,34.15
2013,10,5.05,45.53
2013,11,4.42,41.45
2013,12,1.87,45.01
2014,1,2.14,42.97
2014,2,3.14,40.84
2014,3,4.98,41.83
2014,4,8.05,33.07
2014,5,20.00,30.12
2014,6,28.70,30.14
2014,7,34.38,31.15
2014,8,14.99,37.54
2014,9,4.75,29.24
2014,10,5.58,37.86
2014,11,3.79,44.65
2014,12,0.99,43.24
2015,1,0.97,30.03
2015,2,2.88,38.99
2015,3,3.66,40.58
2015,4,5.56,34.08
2015,5,19.45,33.98
2015,6,33.99,32.62
2015,7,31.33,37.17
2015,8,27.86,28.74
2015,9,15.51,39.47
2015,10,4.07,34.39
2015,11,2.96,41.57
2015,12,0.84,36.47
2016,1,0.50,28.96
2016,2,2.04,42.66
2016,3,3.74,39.20
2016,4,6.06,29.53
2016,5,8.35,13.40
2016,6,20.66,34.74
2016,7,17.25,22.33
2016,8,10.83,27.24
2016,9,4.53,31.25
2016,10,5.27,35.70
2016,11,1.13,34.84
2016,12,1.22,41.01
2017,1,3.13,43.66
2017,2,2.16,37.69
2017,3,1.22,28.54
2017,4,5.69,33.47
2017,5,15.49,30.33
2017,6,40.75,29.99
2017,7,34.53,37.17
2017,8,22.12,37.80
2017,9,16.97,41.27
2017,10,4.33,39.83
2017,11,1.02,33.07
2017,12,1.37,40.16
2018,1,2.12,43.55
2018,2,1.99,37.27
2018,3,6.06,39.79
2018,4,14.07,38.91
2018,5,17.97,31.19
2018,6,33.90,23.74
2018,7,35.35,23.26
2018,8,26.53,39.42
2018,9,9.30,32.03
2018,10,2.75,30.78
2018,11,1.97,38.67
2018,12,2.71,43.90
2019,1,3.84,42.63
2019,2,1.65,39.36
2019,3,3.10,39.91
2019,4,7.85,41.16
2019,5,18.89,28.99
2019,6,34.68,31.70
2019,7,25.42,31.14
2019,8,24.00,31.20
2019,9,13.11,33.94
2019,10,5.35,37.41
2019,11,2.85,39.39
2019,12,1.50,42.01
2020,1,4.28,44.36
2020,2,1.29,36.45
2020,3,3.17,38.02
2020,4,7.20,32.69
2020,5,19.42,34.45
2020,6,30.98,21.93
2020,7,36.32,19.59
2020,8,31.59,40.47
2020,9,15.08,41.67
2020,10,5.98,44.60
2020,11,1.87,43.89
2020,12,1.66,42.36
2021,1,2.04,41.57
2021,2,0.68,34.72
2021,3,2.08,30.64
2021,4,6.70,32.90
2021,5,19.34,34.92
2021,6,29.63,31.37
2021,7,33.50,35.88
2021,8,12.33,35.65
2021,9,7.90,37.04
2021,10,5.91,36.89
2021,11,1.70,36.34
2021,12,1.61,34.44
2022,1,1.01,33.83
2022,2,1.37,33.52
2022,3,3.33,41.95
2022,4,10.10,44.10
2022,5,19.52,35.89
2022,6,34.99,28.40
2022,7,42.60,27.84
2022,8,23.47,37.21
2022,9,9.31,35.23
2022,10,4.41,44.07
2022,11,0.98,37.35
2022,12,1.50,39.32
2023,1,1.03,37.31
2023,2,5.76,44.86
2023,3,12.57,40.04
2023,4,9.03,38.23
2023,5,26.60,35.91
2023,6,27.99,35.02
2023,7,43.06,24.36
2023,8,21.28,34.65
2023,9,25.61,35.32
2023,10,7.17,40.69
2023,11,6.05,39.91
2023,12,2.51,39.08
2024,1,1.01,58.77
2024,2,1.57,54.06
2024,3,6.39,52.93
2024,4,21.50,49.55
2024,5,30.49,34.12
2024,6,33.90,38.50
2024,7,30.95,54.91
2024,8,21.22,47.46
2024,9,25.17,54.29
2024,10,5.54,58.75
2024,11,1.71,53.84
2024,12,0.75,48.82
