Year,Month,SCA,CCA
2014,5,42.73,41.75
2014,6,54.08,45.51
2014,7,56.58,48.65
2014,8,46.50,59.08
2014,9,30.21,47.61
2014,10,24.28,54.67
2014,11,18.86,57.56
2014,12,13.58,56.47
2015,1,12.85,40.92
2015,2,14.20,40.28
2015,3,17.69,52.57
2015,4,23.72,45.65
2015,5,38.71,50.44
2015,6,56.98,55.57
2015,7,62.51,60.77
2015,8,54.18,45.77
2015,9,36.35,48.90
2015,10,24.36,49.42
2015,11,15.40,53.33
2015,12,14.45,51.11
2016,1,12.54,35.75
2016,2,13.80,47.35
2016,3,16.54,41.32
2016,4,24.62,33.33
2016,5,26.37,20.09
2016,6,38.49,39.62
2016,7,37.43,32.54
2016,8,37.56,42.43
2016,9,24.26,40.12
2016,10,19.58,45.21
2016,11,12.70,48.50
2016,12,12.34,52.91
2017,1,8.48,58.85
2017,2,13.47,46.09
2017,3,14.97,42.55
2017,4,19.89,47.79
2017,5,37.41,48.93
2017,6,60.12,47.09
2017,7,51.95,45.22
2017,8,44.12,57.76
2017,9,34.69,58.47
2017,10,24.65,56.97
2017,11,17.12,44.30
2017,12,13.31,51.70
2018,1,9.88,52.10
2018,2,12.46,46.07
2018,3,22.11,49.53
2018,4,29.34,58.64
2018,5,39.02,42.73
2018,6,59.15,39.82
2018,7,56.53,35.03
2018,8,49.26,50.93
2018,9,37.57,58.27
2018,10,24.69,38.05
2018,11,16.21,48.35
2018,12,12.41,49.65
2019,1,13.44,54.32
2019,2,14.14,51.61
2019,3,16.18,49.52
2019,4,23.26,49.08
2019,5,40.34,41.17
2019,6,53.44,50.18
2019,7,52.34,47.54
2019,8,45.33,41.05
2019,9,35.91,42.94
2019,10,23.19,47.97
2019,11,17.65,59.29
2019,12,13.22,49.76
2020,1,10.64,57.07
2020,2,12.92,40.67
2020,3,15.44,53.78
2020,4,21.76,37.83
2020,5,34.97,47.40
2020,6,66.10,42.22
2020,7,74.52,36.90
2020,8,55.12,56.25
2020,9,35.87,55.46
2020,10,25.25,56.58
2020,11,13.58,56.18
2020,12,13.12,52.70
2021,1,13.17,50.54
2021,2,13.03,36.49
2021,3,15.82,30.06
2021,4,20.30,37.67
2021,5,37.08,49.83
2021,6,54.39,45.72
2021,7,55.74,53.07
2021,8,39.59,51.44
2021,9,28.89,47.91
2021,10,20.50,49.15
2021,11,13.74,44.04
2021,12,12.33,36.50
2022,1,12.23,42.84
2022,2,13.04,42.27
2022,3,17.03,56.47
2022,4,26.51,56.84
2022,5,37.05,44.74
2022,6,50.75,32.49
2022,7,66.58,48.24
2022,8,47.34,47.74
2022,9,32.25,43.39
2022,10,23.01,57.64
2022,11,14.62,42.75
2022,12,13.57,45.66
2023,1,13.31,37.09
2023,2,11.85,54.26
2023,3,23.85,49.56
2023,4,27.06,45.51
2023,5,42.99,51.04
2023,6,53.82,48.60
2023,7,63.70,39.30
2023,8,50.97,51.47
2023,9,45.94,50.64
2023,10,28.27,52.96
2023,11,21.02,54.91
2023,12,17.15,46.17
2024,1,11.40,51.90
2024,2,14.61,46.54
2024,3,23.19,60.16
2024,4,36.08,46.28
2024,5,56.70,32.95
2024,6,76.14,48.82
2024,7,65.49,52.41
2024,8,48.67,47.72
2024,9,41.37,57.04
2024,10,24.82,56.06
2024,11,18.28,49.76
2024,12,14.56,43.02
2025,1,11.42,53.06
2025,2,17.80,48.53
2025,3,18.10,46.18
2025,4,26.55,39.63
