Year,Month,SCA,CCA
2000,1,0,
2000,2,0.23,70.25
2000,3,1.09,63.69
2000,4,1.43,55.21
2000,5,12.86,70.32
2000,6,38.35,79.92
2000,7,62.59,73.93
2000,8,23.13,71.27
2000,9,28.00,88.53
2000,10,16.63,65.62
2000,11,6.86,67.88
2000,12,1.37,72.96
2001,1,0.98,67.87
2001,2,0.72,66.91
2001,3,2.90,39.50
2001,4,3.69,46.00
2001,5,14.65,68.69
2001,6,25.65,89.33
2001,7,65.89,76.43
2001,8,37.62,81.94
2001,9,22.68,66.77
2001,10,10.04,50.53
2001,11,2.93,66.85
2001,12,2.03,44.27
2002,1,1.01,56.49
2002,2,0.78,21.68
2002,3,3.08,70.17
2002,4,8.69,77.60
2002,5,33.74,86.36
2002,6,69.37,69.84
2002,7,47.45,62.05
2002,8,35.59,68.90
2002,9,18.78,75.00
2002,10,13.26,75.64
2002,11,12.98,54.75
2002,12,4.65,38.48
2003,1,3.05,42.89
2003,2,1.94,37.38
2003,3,1.59,40.97
2003,4,4.46,33.54
2003,5,9.68,46.78
2003,6,49.11,73.80
2003,7,43.41,55.59
2003,8,37.42,67.30
2003,9,17.84,70.70
2003,10,16.75,70.75
2003,11,8.46,58.22
2003,12,4.18,68.34
2004,1,2.58,39.06
2004,2,1.39,11.07
2004,3,1.73,43.70
2004,4,17.43,61.78
2004,5,11.56,43.81
2004,6,43.99,71.98
2004,7,66.34,65.37
2004,8,30.13,52.30
2004,9,23.18,71.01
2004,10,7.98,65.54
2004,11,5.86,50.86
2004,12,2.39,55.13
2005,1,1.58,43.07
2005,2,1.02,15.01
2005,3,2.66,46.84
2005,4,8.74,46.67
2005,5,38.84,72.91
2005,6,68.95,78.87
2005,7,76.35,43.20
2005,8,66.73,63.00
2005,9,42.02,59.22
2005,10,18.13,64.20
2005,11,7.73,58.05
2005,12,4.04,32.09
2006,1,2.06,37.35
2006,2,1.41,41.99
2006,3,2.66,51.12
2006,4,4.82,39.92
2006,5,11.28,42.11
2006,6,50.93,68.87
2006,7,73.92,70.47
2006,8,64.04,60.07
2006,9,32.16,62.27
2006,10,15.99,63.18
2006,11,9.07,53.50
2006,12,3.90,72.89
2007,1,2.34,35.01
2007,2,1.94,34.78
2007,3,1.57,38.27
2007,4,7.87,49.09
2007,5,25.99,47.02
2007,6,73.54,70.97
2007,7,69.26,54.44
2007,8,49.39,51.06
2007,9,36.49,54.59
2007,10,20.35,62.06
2007,11,7.62,48.54
2007,12,3.10,52.07
2008,1,1.83,29.23
2008,2,0.97,23.44
2008,3,0.84,7.03
2008,4,9.54,43.73
2008,5,26.01,55.62
2008,6,50.82,55.12
2008,7,52.65,63.01
2008,8,69.37,60.22
2008,9,35.07,48.79
2008,10,15.17,52.30
2008,11,5.42,45.71
2008,12,2.17,27.85
2009,1,0.94,33.03
2009,2,0.87,57.19
2009,3,1.59,37.03
2009,4,3.05,50.34
2009,5,29.49,62.60
2009,6,44.98,45.69
2009,7,48.64,51.90
2009,8,41.74,70.75
2009,9,25.49,49.24
2009,10,16.21,56.27
2009,11,8.93,74.86
2009,12,4.57,55.69
2010,1,4.65,59.01
2010,2,2.30,44.14
2010,3,1.93,34.86
2010,4,6.60,46.88
2010,5,23.57,49.74
2010,6,43.05,63.56
2010,7,84.95,55.78
2010,8,65.10,48.64
2010,9,42.09,66.36
2010,10,19.23,62.24
2010,11,6.32,46.69
2010,12,3.63,45.60
2011,1,1.86,34.82
2011,2,1.24,35.53
2011,3,2.81,56.66
2011,4,5.79,46.69
2011,5,22.66,49.83
2011,6,39.35,56.99
2011,7,58.91,69.24
2011,8,46.40,56.95
2011,9,30.86,68.96
2011,10,15.83,46.07
2011,11,6.29,50.57
2011,12,2.46,27.29
2012,1,0.98,24.34
2012,2,1.32,59.35
2012,3,0.92,38.70
2012,4,3.48,36.42
2012,5,31.27,76.49
2012,6,50.79,52.49
2012,7,66.11,59.28
2012,8,48.46,61.72
2012,9,28.73,47.35
2012,10,14.93,59.85
2012,11,5.67,37.33
2012,12,2.55,67.72
2013,1,1.67,18.67
2013,2,0.82,43.20
2013,3,0.97,36.25
2013,4,3.50,49.08
2013,5,24.87,45.23
2013,6,37.92,62.10
2013,7,56.15,51.64
2013,8,60.40,71.64
2013,9,33.70,51.28
2013,10,13.56,39.90
2013,11,5.22,55.57
2013,12,2.04,31.99
2014,1,1.46,33.70
2014,2,0.82,26.29
2014,3,2.33,34.88
2014,4,7.33,48.05
2014,5,24.24,56.19
2014,6,52.45,62.84
2014,7,41.71,58.41
2014,8,30.60,66.61
2014,9,19.90,60.40
2014,10,9.85,57.57
2014,11,8.60,60.12
2014,12,3.21,45.87
2015,1,1.29,31.51
2015,2,0.92,18.71
2015,3,1.27,41.79
2015,4,7.02,47.06
2015,5,23.95,71.31
2015,6,43.17,58.44
