Year,Month,SCA,CCA
2010,2,0.61,0.30
2010,3,0.47,0.00
2010,4,0.48,3.30
2010,5,9.82,6.88
2010,6,1.23,0.01
2010,7,0.51,0.01
2010,8,0.46,0.03
2010,9,0.46,0.06
2010,10,0.73,0.07
2010,11,0.41,0.00
2010,12,0.39,0.00
2011,1,0.51,2.39
2011,2,1.75,2.43
2011,3,1.11,0.19
2011,4,1.02,0.13
2011,5,0.78,0.07
2011,6,15.02,8.16
2011,7,45.84,10.60
2011,8,15.22,0.03
2011,9,6.36,0.00
2011,10,2.23,0.15
2011,11,0.67,0.00
2011,12,0.70,0.34
2012,1,1.78,1.07
2012,2,3.16,3.78
2012,3,2.08,0.08
2012,4,3.57,0.63
2012,5,1.54,0.00
2012,6,4.58,1.13
2012,7,10.08,2.93
2012,8,3.02,0.01
2012,9,0.90,0.01
2012,10,0.77,0.74
2012,11,0.47,0.04
2012,12,0.62,0.04
2013,1,1.01,8.15
2013,2,1.74,0.78
2013,3,0.47,0.00
2013,4,0.43,0.00
2013,5,11.34,3.59
2013,6,32.51,15.78
2013,7,17.91,6.17
2013,8,11.25,2.68
2013,9,11.69,0.40
2013,10,3.14,0.00
2013,11,0.62,0.00
2013,12,0.54,0.03
2014,1,1.51,0.77
2014,2,0.62,0.03
2014,3,0.52,0.00
2014,4,0.68,0.04
2014,5,6.75,4.61
2014,6,5.60,1.19
2014,7,1.46,0.06
2014,8,1.14,0.25
2014,9,2.37,0.55
2014,10,0.64,0.26
2014,11,0.57,0.09
2014,12,0.43,0.02
2015,1,0.70,0.39
2015,2,1.15,0.38
2015,3,5.50,1.04
2015,4,7.47,0.05
2015,5,7.49,1.73
2015,6,5.59,0.31
2015,7,4.42,2.29
2015,8,5.55,0.64
2015,9,2.14,0.01
2015,10,3.02,1.26
2015,11,1.70,0.01
2015,12,0.85,4.01
2016,1,0.66,0.01
2016,2,0.76,10.56
2016,3,0.57,0.00
2016,4,2.05,0.62
2016,5,1.71,1.30
2016,6,0.65,0.09
2016,7,8.49,6.51
2016,8,0.81,0.04
2016,9,0.58,0.00
2016,10,0.56,0.00
2016,11,0.46,0.10
2016,12,0.47,0.05
2017,1,1.41,0.57
2017,2,1.52,12.47
2017,3,1.62,0.02
2017,4,3.54,0.44
2017,5,11.08,11.85
2017,6,48.88,12.34
2017,7,25.69,0.02
2017,8,12.02,0.01
2017,9,5.30,0.00
2017,10,2.16,0.00
2017,11,0.89,0.00
2017,12,0.60,0.68
2018,1,0.95,2.38
2018,2,2.39,2.84
2018,3,1.27,0.03
2018,4,0.80,0.00
2018,5,0.71,0.05
2018,6,9.99,3.02
2018,7,15.79,4.62
2018,8,17.18,1.00
2018,9,4.84,0.00
2018,10,1.49,0.90
2018,11,0.63,0.00
2018,12,0.57,1.07
2019,1,0.64,3.45
2019,2,3.48,11.99
2019,3,0.98,0.00
2019,4,1.23,0.04
2019,5,1.09,0.89
2019,6,7.11,2.73
2019,7,4.76,1.64
2019,8,0.95,0.00
2019,9,6.70,1.32
2019,10,0.81,0.17
2019,11,0.62,0.74
2019,12,0.62,1.47
2020,1,1.06,2.69
2020,2,0.77,0.35
2020,3,1.32,1.02
2020,4,0.68,0.01
2020,5,0.61,0.32
2020,6,1.40,0.14
2020,7,0.62,0.00
2020,8,9.41,4.93
2020,9,17.10,0.45
2020,10,3.16,0.10
2020,11,0.68,0.00
2020,12,0.62,0.16
2021,1,0.86,2.71
2021,2,0.71,0.01
2021,3,0.92,0.01
2021,4,0.54,0.00
2021,5,10.39,5.39
2021,6,22.46,3.28
2021,7,7.13,2.68
2021,8,7.70,0.87
2021,9,0.70,0.02
2021,10,0.75,0.34
2021,11,0.53,0.00
2021,12,1.10,10.60
2022,1,1.30,0.83
2022,2,0.69,0.10
2022,3,1.05,0.08
2022,4,0.36,1.01
2022,5,0.75,0.00
2022,6,10.02,1.48
2022,7,5.40,1.93
2022,8,1.60,0.01
2022,9,0.74,0.01
2022,10,0.56,0.01
2022,11,0.54,0.01
2022,12,0.97,0.19
2023,1,0.71,0.11
2023,2,3.35,1.32
2023,3,1.37,0.45
2023,4,1.13,0.01
2023,5,0.68,0.16
2023,6,0.60,0.03
2023,7,0.57,0.01
2023,8,0.55,3.26
2023,9,0.63,0.00
2023,10,0.52,0.02
2023,11,0.53,0.07
2023,12,0.44,0.20
2024,1,0.31,0.00
2024,2,0.72,2.55
2024,3,0.66,0.76
2024,4,3.23,1.01
2024,5,2.04,2.01
2024,6,0.56,0.34
2024,7,0.44,4.14
2024,8,0.57,0.13
2024,9,0.48,0.02
2024,10,1.05,1.20
2024,11,0.35,0.02
2024,12,0.24,0.01
2025,1,0.34,0.22
2025,2,0.89,4.62
2025,3,0.50,1.12
