Date,Snowline_elev
2000-02-01,1125.1361338133117
2000-03-01,927.898156126993
2000-04-01,944.3776003839246
2000-05-01,653.3163784976255
2000-06-01,555.484301097598
2000-07-01,753.0742966129386
2000-08-01,760.5756064935855
2000-09-01,841.3699486208457
2000-10-01,883.4029033370613
2000-11-01,896.6994978588626
2000-12-01,1018.4697801969608
2001-01-01,1027.9768925094031
2001-02-01,1029.9947525085092
2001-03-01,900.336989588804
2001-04-01,823.095594798224
2001-05-01,580.785751048124
2001-06-01,868.5313819669834
2001-07-01,762.4475147802274
2001-08-01,753.1758001827218
2001-09-01,825.3504557479869
2001-10-01,798.832484030613
2001-11-01,981.9755507609642
2001-12-01,955.5119760847023
2002-01-01,962.1900207909559
2002-02-01,941.3151609833176
2002-03-01,889.0730153787126
2002-04-01,684.4955190165897
2002-05-01,554.7303878981259
2002-06-01,566.3447987360845
2002-07-01,323.7260270439873
2002-08-01,475.84723143539145
2002-09-01,790.1997493189355
2002-10-01,744.4287955169549
2002-11-01,793.139147888435
2002-12-01,864.5125538093571
2003-01-01,866.7416191850364
2003-02-01,925.3622768860414
2003-03-01,917.3797385140974
2003-04-01,697.9735324633867
2003-05-01,667.046852017072
2003-06-01,391.9773617986796
2003-07-01,339.94989530494536
2003-08-01,450.3651617144735
2003-09-01,758.3034857235668
2003-10-01,764.4717369146254
2003-11-01,790.988132533152
2003-12-01,844.6670634587119
2004-01-01,834.895497680586
2004-02-01,910.9777295634046
2004-03-01,844.2088868267376
2004-04-01,486.3491858325792
2004-05-01,627.8517334394718
2004-06-01,371.52331928191364
2004-07-01,384.43257453124374
2004-08-01,445.3932907853913
2004-09-01,688.4715352503301
2004-10-01,756.6112234099563
2004-11-01,796.4517252215752
2004-12-01,858.0214677989231
2005-01-01,902.2823018826334
2005-02-01,903.3718349227221
2005-03-01,817.5559270330829
2005-04-01,599.2706457929308
2005-05-01,371.2558619313595
2005-06-01,718.264467150218
2005-07-01,204.1307129254939
2005-08-01,278.23582310622083
2005-09-01,393.54021165044793
2005-10-01,530.5611890893193
2005-11-01,662.8250266510264
2005-12-01,789.5287365269886
2006-01-01,938.8354381340412
2006-02-01,933.5849687421634
2006-03-01,759.9743522116089
2006-04-01,632.0627864045584
2006-05-01,465.71008391306674
2006-06-01,431.37410704841614
2006-07-01,198.0576299069294
2006-08-01,249.90463069964875
2006-09-01,472.58378116853896
2006-10-01,529.3587713742874
2006-11-01,657.0972023687973
2006-12-01,817.8215486683031
2007-01-01,903.9274539009133
2007-02-01,894.2237248116779
2007-03-01,886.6854265540211
2007-04-01,605.728324786572
2007-05-01,436.73781408075763
2007-06-01,279.7806347629712
2007-07-01,239.73756188464233
2007-08-01,361.97181231848396
2007-09-01,437.9219415858545
2007-10-01,558.4365259010686
2007-11-01,647.6338501685934
2007-12-01,793.8976965296253
2008-01-01,897.5708600200453
2008-02-01,919.392450465286
2008-03-01,935.8162075803356
2008-04-01,531.0087334359667
2008-05-01,350.43908369875027
2008-06-01,300.6287208317477
2008-07-01,236.1409802332675
2008-08-01,298.64082345825585
2008-09-01,445.48729542309655
2008-10-01,534.2372097548403
2008-11-01,681.9699901045681
2008-12-01,855.8690527569416
2009-01-01,932.0297987119018
2009-02-01,909.0195644779978
2009-03-01,920.9445353851474
2009-04-01,711.7267818146549
2009-05-01,410.57751679382034
2009-06-01,334.94544658767626
2009-07-01,313.90715232119186
2009-08-01,347.6377436498692
2009-09-01,403.7858212763155
2009-10-01,545.1807131224067
2009-11-01,730.9238143790453
2009-12-01,834.3885086867197
2010-01-01,794.6651549695699
2010-02-01,861.0860397841748
2010-03-01,846.0278225576042
2010-04-01,578.9040847075402
2010-05-01,482.48778811972124
2010-06-01,307.8242401248499
2010-07-01,189.02951475737865
2010-08-01,275.8357714089212
2010-09-01,442.65290194049845
2010-10-01,475.90104592798707
2010-11-01,625.2931818138359
2010-12-01,816.0658189087557
2011-01-01,864.8723014938339
2011-02-01,915.9198706006891
2011-03-01,843.3515582251445
2011-04-01,676.9276527197295
2011-05-01,493.0957151345151
2011-06-01,340.49091388967634
2011-07-01,361.42362020551496
2011-08-01,431.21548116872515
2011-09-01,440.1671191253019
2011-10-01,519.9017689678171
2011-11-01,660.3932334731923
2011-12-01,844.0851792182159
2012-01-01,928.198152740759
2012-02-01,952.2698495940926
2012-03-01,916.0732451678535
2012-04-01,781.7584388430712
2012-05-01,435.301333705422
2012-06-01,225.69418436680752
2012-07-01,245.00281303340356
2012-08-01,282.64327296604284
2012-09-01,499.68613909483247
2012-10-01,472.244681661251
2012-11-01,654.4885754343234
2012-12-01,890.7506576142507
2013-01-01,883.2621092214971
