Year,Month,SCA,CCA
2000,1,0,
2000,2,13.31,3.87
2000,3,2.99,2.41
2000,4,8.45,30.64
2000,5,21.87,44.68
2000,6,27.22,58.17
2000,7,39.65,19.01
2000,8,35.05,62.28
2000,9,35.27,50.65
2000,10,29.63,15.82
2000,11,23.52,28.08
2000,12,14.65,2.04
2001,1,6.41,0.91
2001,2,2.76,1.78
2001,3,4.68,12.31
2001,4,12.68,10.27
2001,5,27.05,51.55
2001,6,26.15,33.77
2001,7,36.20,68.65
2001,8,35.68,49.55
2001,9,33.11,37.64
2001,10,28.28,22.09
2001,11,21.39,17.55
2001,12,12.77,1.05
2002,1,5.89,0.71
2002,2,3.34,0.49
2002,3,4.67,22.05
2002,4,12.92,10.92
2002,5,16.18,54.94
2002,6,41.90,34.53
2002,7,40.23,11.88
2002,8,38.03,54.15
2002,9,34.75,34.32
2002,10,30.58,21.35
2002,11,25.88,1.11
2002,12,18.64,3.33
2003,1,12.76,8.79
2003,2,6.52,0.01
2003,3,4.84,0.35
2003,4,4.22,12.39
2003,5,12.99,22.37
2003,6,33.97,50.10
2003,7,36.90,16.25
2003,8,31.58,26.55
2003,9,28.15,19.57
2003,10,21.77,7.15
2003,11,16.23,4.41
2003,12,7.50,0.38
2004,1,3.81,0.31
2004,2,3.21,0.08
2004,3,2.76,6.67
2004,4,14.67,22.43
2004,5,21.20,21.81
2004,6,26.69,36.42
2004,7,33.43,46.50
2004,8,35.56,21.19
2004,9,27.09,17.53
2004,10,19.79,17.83
2004,11,19.29,21.16
2004,12,8.63,0.86
2005,1,4.25,0.67
2005,2,2.97,0.67
2005,3,7.29,12.76
2005,4,11.55,6.69
2005,5,31.60,43.00
2005,6,35.16,62.81
2005,7,36.18,33.97
2005,8,37.46,59.24
2005,9,35.56,20.43
2005,10,30.81,8.31
2005,11,25.77,0.39
2005,12,19.38,0.19
2006,1,10.72,0.39
2006,2,5.78,0.67
2006,3,4.15,0.28
2006,4,6.01,6.69
2006,5,7.22,37.45
2006,6,32.71,57.34
2006,7,36.88,42.22
2006,8,36.23,40.58
2006,9,31.57,19.52
2006,10,28.82,24.58
2006,11,21.23,1.69
2006,12,12.92,0.16
2007,1,5.82,0.07
2007,2,5.33,2.08
2007,3,5.38,8.78
2007,4,8.40,8.87
2007,5,16.54,32.57
2007,6,37.91,27.12
2007,7,39.94,34.85
2007,8,38.51,14.46
2007,9,30.78,9.91
2007,10,23.06,5.20
2007,11,13.59,1.64
2007,12,5.90,0.18
2008,1,3.02,0.07
2008,2,3.49,0.37
2008,3,6.00,1.80
2008,4,5.40,5.12
2008,5,26.55,33.98
2008,6,35.74,19.48
2008,7,34.54,37.51
2008,8,37.72,22.02
2008,9,33.03,19.26
2008,10,27.23,6.13
2008,11,19.57,0.09
2008,12,9.30,0.31
2009,1,4.09,0.13
2009,2,2.96,0.18
2009,3,3.12,0.09
2009,4,2.49,1.41
2009,5,13.78,25.59
2009,6,25.78,38.75
2009,7,39.43,19.68
2009,8,36.80,38.78
2009,9,34.82,24.32
2009,10,29.51,25.42
2009,11,22.31,27.28
2009,12,14.29,0.16
2010,1,6.15,0.01
2010,2,2.94,0.02
2010,3,2.42,0.03
2010,4,2.34,4.78
2010,5,17.07,21.40
2010,6,32.97,27.13
2010,7,39.98,7.54
2010,8,34.83,13.93
2010,9,26.51,13.37
2010,10,17.22,10.95
2010,11,13.51,1.94
2010,12,4.94,0.52
2011,1,3.04,0.10
2011,2,3.56,4.43
2011,3,2.51,0.19
2011,4,7.66,8.53
2011,5,7.26,8.88
2011,6,24.02,32.67
2011,7,39.28,14.35
2011,8,37.95,42.71
2011,9,29.93,4.48
2011,10,21.55,11.18
2011,11,12.78,1.01
2011,12,4.01,0.53
2012,1,2.56,0.19
2012,2,2.04,0.81
2012,3,1.88,0.04
2012,4,11.07,19.31
2012,5,21.40,28.05
2012,6,32.56,41.59
2012,7,31.97,16.83
2012,8,32.77,33.85
2012,9,26.43,14.93
2012,10,24.33,29.53
2012,11,16.01,7.05
2012,12,9.36,12.46
2013,1,3.52,0.96
2013,2,2.86,1.94
2013,3,2.05,2.37
2013,4,4.03,3.67
2013,5,20.52,22.24
2013,6,34.20,19.30
2013,7,35.35,27.81
2013,8,34.25,18.23
2013,9,28.01,32.51
2013,10,22.45,11.03
2013,11,14.75,1.97
2013,12,5.61,0.82
2014,1,2.34,0.06
2014,2,2.95,0.22
2014,3,3.66,1.06
2014,4,4.59,2.80
2014,5,26.62,19.64
2014,6,38.63,29.77
2014,7,33.69,26.96
2014,8,31.17,19.56
2014,9,29.05,41.48
2014,10,20.98,9.51
2014,11,11.51,9.83
2014,12,5.80,1.53
2015,1,2.32,0.35
2015,2,2.94,1.42
2015,3,3.49,9.48
2015,4,3.48,0.32
2015,5,4.72,8.85
2015,6,8.89,18.91
2015,7,32.79,44.69
2015,8,36.92,46.40
2015,9,32.97,42.64
2015,10,30.44,39.17
2015,11,23.82,5.38
2015,12,15.54,1.59
2016,1,7.39,22.27
2016,2,3.63,0.14
2016,3,2.69,6.33
2016,4,13.06,47.83
2016,5,27.40,51.76
2016,6,36.18,25.68
2016,7,36.44,33.74
2016,8,31.19,9.34
2016,9,25.21,3.64
2016,10,22.19,19.12
2016,11,15.15,1.10
2016,12,9.63,3.65
2017,1,3.74,0.03
2017,2,3.00,0.63
2017,3,3.42,1.08
2017,4,8.34,6.73
2017,5,27.88,37.23
2017,6,35.48,36.01
2017,7,34.12,21.21
2017,8,33.81,24.74
2017,9,27.42,30.11
2017,10,22.06,13.61
2017,11,12.40,11.65
2017,12,4.33,0.26
2018,1,2.98,3.46
2018,2,2.09,0.17
2018,3,2.05,0.03
2018,4,2.39,1.88
2018,5,8.36,28.42
2018,6,34.26,30.37
2018,7,33.93,23.56
2018,8,30.55,7.44
2018,9,24.87,33.24
2018,10,24.28,25.39
2018,11,16.25,3.14
2018,12,8.95,2.37
2019,1,3.57,1.27
2019,2,2.22,0.27
2019,3,2.04,0.40
2019,4,2.88,0.92
2019,5,4.89,29.24
2019,6,28.35,52.57
2019,7,31.45,25.81
2019,8,24.29,26.67
2019,9,21.98,14.24
2019,10,12.75,22.68
2019,11,4.75,0.12
2019,12,1.92,0.16
2020,1,1.52,0.16
2020,2,1.44,0.05
2020,3,1.46,0.11
2020,4,4.97,9.81
2020,5,7.25,17.46
2020,6,26.68,56.07
2020,7,39.99,41.29
2020,8,33.59,2.94
2020,9,28.38,5.68
2020,10,19.24,0.26
2020,11,8.99,0.41
2020,12,2.97,0.02
2021,1,1.90,9.34
2021,2,9.32,2.79
2021,3,3.88,4.20
2021,4,2.84,1.31
2021,5,11.80,24.82
2021,6,24.34,23.55
2021,7,25.90,4.87
2021,8,22.59,28.03
2021,9,25.66,7.36
2021,10,13.14,0.19
2021,11,3.75,0.16
2021,12,1.86,0.27
2022,1,1.36,0.36
2022,2,1.64,0.29
2022,3,1.49,0.77
2022,4,4.92,8.12
2022,5,14.65,22.04
2022,6,31.20,40.86
2022,7,40.12,23.51
2022,8,35.30,7.06
2022,9,26.49,11.29
2022,10,17.61,8.21
2022,11,8.05,13.61
2022,12,2.58,0.10
2023,1,2.71,0.42
2023,2,1.86,0.04
2023,3,1.47,0.00
2023,4,1.79,8.19
2023,5,7.73,21.31
2023,6,20.21,44.40
2023,7,31.58,39.44
2023,8,31.02,33.55
2023,9,34.41,52.80
2023,10,28.56,27.04
2023,11,23.41,14.08
2023,12,14.49,0.95
2024,1,5.24,2.55
2024,2,2.02,2.20
2024,3,1.34,1.12
2024,4,5.70,30.62
2024,5,26.26,65.24
2024,6,43.24,80.08
2024,7,39.06,24.68
2024,8,38.92,42.24
2024,9,31.43,39.81
2024,10,23.36,34.55
