Date,Snowline_elev
2000-02-01,1128.4402609638596
2000-03-01,924.9054808583093
2000-04-01,896.8296967071575
2000-05-01,671.4096386846691
2000-06-01,611.5776323240004
2000-07-01,977.3532291849051
2000-08-01,717.7110168892427
2000-09-01,794.3776490194311
2000-10-01,654.8264136686117
2000-11-01,794.1493998028261
2000-12-01,972.3884034081959
2001-01-01,954.5539249265637
2001-02-01,1021.9351111009072
2001-03-01,949.604675976161
2001-04-01,853.6699144785223
2001-05-01,690.6956643433832
2001-06-01,783.2045939038372
2001-07-01,932.1236637370738
2001-08-01,659.3294262313133
2001-09-01,693.1871888983862
2001-10-01,746.106671084515
2001-11-01,886.7656612529006
2001-12-01,919.1287042575176
2002-01-01,989.7823976997562
2002-02-01,1021.9707393991685
2002-03-01,917.9542641288483
2002-04-01,768.8723544401702
2002-05-01,641.0381410292166
2002-06-01,888.517503570188
2002-07-01,535.2604489870415
2002-08-01,578.9269854737285
2002-09-01,743.6553466786984
2002-10-01,761.6968336362211
2002-11-01,714.5783095415592
2002-12-01,890.7005401247688
2003-01-01,919.4175055032679
2003-02-01,903.3910805224939
2003-03-01,935.8530758178235
2003-04-01,808.5345695303558
2003-05-01,728.5197511524096
2003-06-01,598.5635429090103
2003-07-01,579.8722994500346
2003-08-01,536.0471556738914
2003-09-01,791.5092632118157
2003-10-01,672.2195163737827
2003-11-01,706.3348878876506
2003-12-01,846.6050323520699
2004-01-01,964.7629099449216
2004-02-01,925.1061312965734
2004-03-01,851.3966100499503
2004-04-01,572.1789027921102
2004-05-01,741.8413369098204
2004-06-01,643.7103024974897
2004-07-01,637.3978435547009
2004-08-01,538.1097141140291
2004-09-01,598.2701744955757
2004-10-01,759.6968101237255
2004-11-01,810.8207412652484
2004-12-01,903.3868740060858
2005-01-01,905.1198189347496
2005-02-01,960.7784008746872
2005-03-01,799.252783175517
2005-04-01,682.1108053129113
2005-05-01,670.3729076941715
2005-06-01,1131.1661775893926
2005-07-01,225.0
2005-08-01,252.81099411029794
2005-09-01,490.30298084616084
2005-10-01,632.985196030584
2005-11-01,743.1009759303996
2005-12-01,911.6078959240515
2006-01-01,969.1154852819907
2006-02-01,945.9923223886955
2006-03-01,790.133633194796
2006-04-01,781.5094593248432
2006-05-01,661.7164012550708
2006-06-01,384.16476636342395
2006-07-01,797.3684210526316
2006-08-01,482.22150468195036
2006-09-01,471.728353035836
2006-10-01,682.6132575757573
2006-11-01,722.9160920727608
2006-12-01,807.169463758157
2007-01-01,968.5863908546546
2007-02-01,909.3028057953915
2007-03-01,965.5533671784206
2007-04-01,705.4312121816612
2007-05-01,711.9612473718071
2007-06-01,458.01789924701467
2007-07-01,166.66666666666666
2007-08-01,511.7989579275969
2007-09-01,502.5904372293126
2007-10-01,610.5845563609992
2007-11-01,726.7275408564761
2007-12-01,936.1864235837128
2008-01-01,913.471834530728
2008-02-01,995.6241132590421
2008-03-01,1025.2049336972605
2008-04-01,729.1546505815475
2008-05-01,582.62654085306
2008-06-01,408.8240000609603
2008-07-01,457.94762417819214
2008-08-01,718.0778430093499
2008-09-01,411.95271121886026
2008-10-01,640.153151449767
2008-11-01,806.8433794477606
2008-12-01,961.1181185847342
2009-01-01,991.1177743885316
2009-02-01,988.9814573111112
2009-03-01,915.7774350065208
2009-04-01,812.1477279066875
2009-05-01,704.9143629136707
2009-06-01,474.44021995286715
2009-07-01,460.7882052736037
2009-08-01,630.8969400890127
2009-09-01,587.4218614076832
2009-10-01,629.8528060325295
2009-11-01,758.694511927647
2009-12-01,873.1664501976375
2010-01-01,839.6346549641698
2010-02-01,911.7580627244787
2010-03-01,906.0875299445313
2010-04-01,782.8039541196657
2010-05-01,757.0920868715012
2010-06-01,367.38370626598925
2010-07-01,
2010-08-01,545.1677115270215
2010-09-01,513.3601458532609
2010-10-01,619.897802288611
2010-11-01,790.7172588539655
2010-12-01,865.5245877949927
2011-01-01,922.1273061163831
2011-02-01,963.8324730429873
2011-03-01,820.191536770239
2011-04-01,798.7270628068833
2011-05-01,702.429135707947
2011-06-01,653.0609380903547
2011-07-01,575.4318889832908
2011-08-01,486.7432169374779
2011-09-01,565.881489913983
2011-10-01,626.9698019425538
2011-11-01,752.6669509162829
2011-12-01,967.5971875958508
2012-01-01,1023.8030137422047
2012-02-01,822.7558958167513
2012-03-01,1062.4531915373002
2012-04-01,744.1115153850526
2012-05-01,695.660486175945
2012-06-01,623.2835170062633
2012-07-01,1211.764705882353
2012-08-01,373.74655214944045
2012-09-01,540.0969126460958
2012-10-01,718.0798208530406
2012-11-01,842.931991994642
2012-12-01,873.9711278670937
2013-01-01,929.8604179412052
2013-02-01,1003.2963306278403
2013-03-01,998.3678557729189
2013-04-01,788.4301462998034
2013-05-01,685.028406951545
2013-06-01,650.6339842786637
2013-07-01,350.4251175604427
2013-08-01,516.8267505435815
2013-09-01,544.7636726688984
2013-10-01,635.9095639987224
2013-11-01,820.3759455793373
2013-12-01,982.3558970120852
2014-01-01,915.4549869904597
2014-02-01,1002.3298089408274
2014-03-01,858.1485505194913
2014-04-01,703.6206494232392
2014-05-01,619.3251594436127
2014-06-01,425.3859842211912
2014-07-01,685.394853708662
2014-08-01,647.5646546847777
2014-09-01,566.006931529592
2014-10-01,717.3583324422256
2014-11-01,699.7276254593107
2014-12-01,888.3223702725319
2015-01-01,945.7177060768439
2015-02-01,1019.9484341398368
2015-03-01,993.4922820191908
2015-04-01,731.1722782545004
2015-05-01,694.3392892304121
2015-06-01,594.0412336870245
2015-07-01,381.1682526827293
2015-08-01,677.665990149067
2015-09-01,571.2931422423684
2015-10-01,616.9221409115628
2015-11-01,862.7752850429123
2015-12-01,905.9454252302542
2016-01-01,967.7502097335665
2016-02-01,1056.434204356537
2016-03-01,1066.8005208806514
