Year,Month,SCA,CCA
2000,1,0,
2000,2,0.00,0.01
2000,3,0.00,1.54
2000,4,0.05,29.04
2000,5,2.35,28.33
2000,6,11.50,41.42
2000,7,19.94,18.99
2000,8,10.07,31.01
2000,9,12.87,34.83
2000,10,5.88,18.01
2000,11,0.79,22.83
2000,12,0.00,2.49
2001,1,0.00,2.44
2001,2,0.00,1.77
2001,3,0.12,6.92
2001,4,0.25,1.98
2001,5,2.94,38.22
2001,6,1.71,28.76
2001,7,13.32,64.42
2001,8,13.13,44.75
2001,9,9.76,35.27
2001,10,4.94,13.45
2001,11,0.70,7.41
2001,12,0.00,4.24
2002,1,0.00,1.03
2002,2,0.01,3.42
2002,3,0.08,0.10
2002,4,0.10,3.80
2002,5,1.57,46.75
2002,6,22.50,32.47
2002,7,19.27,10.18
2002,8,19.14,41.55
2002,9,11.44,14.62
2002,10,7.12,1.67
2002,11,3.28,0.37
2002,12,0.34,0.35
2003,1,0.07,0.02
2003,2,0.00,0.01
2003,3,0.01,1.17
2003,4,0.01,3.34
2003,5,4.91,10.94
2003,6,9.92,28.15
2003,7,11.14,16.25
2003,8,6.75,14.86
2003,9,4.05,17.33
2003,10,0.94,9.51
2003,11,0.02,0.50
2003,12,0.00,0.00
2004,1,0.01,0.24
2004,2,0.02,0.01
2004,3,0.03,1.79
2004,4,2.33,7.57
2004,5,1.80,1.11
2004,6,4.23,7.49
2004,7,9.21,22.34
2004,8,16.97,14.14
2004,9,6.17,6.57
2004,10,0.94,4.97
2004,11,0.21,18.08
2004,12,0.02,0.43
2005,1,0.03,0.00
2005,2,0.01,1.93
2005,3,0.01,9.97
2005,4,0.55,5.84
2005,5,5.99,13.90
2005,6,6.68,45.55
2005,7,9.29,26.27
2005,8,10.95,27.30
2005,9,11.62,12.56
2005,10,6.18,8.09
2005,11,2.24,0.04
2005,12,0.19,2.31
2006,1,0.03,0.74
2006,2,0.07,2.32
2006,3,0.01,0.01
2006,4,0.02,0.75
2006,5,0.08,27.94
2006,6,6.80,35.01
2006,7,15.09,39.29
2006,8,10.03,18.56
2006,9,5.95,11.88
2006,10,3.64,6.74
2006,11,0.39,0.02
2006,12,0.00,0.00
2007,1,0.02,0.00
2007,2,0.04,0.03
2007,3,0.01,10.84
2007,4,0.00,8.22
2007,5,0.37,9.85
2007,6,11.65,18.98
2007,7,13.34,12.63
2007,8,14.23,4.79
2007,9,6.56,5.26
2007,10,1.61,1.55
2007,11,0.01,0.00
2007,12,0.00,0.00
2008,1,0.02,0.00
2008,2,0.07,0.07
2008,3,0.03,0.04
2008,4,0.05,8.92
2008,5,3.02,23.74
2008,6,11.25,21.73
2008,7,10.67,27.60
2008,8,14.34,13.48
2008,9,9.99,20.00
2008,10,4.68,5.54
2008,11,0.42,1.04
2008,12,0.01,2.84
2009,1,0.07,0.00
2009,2,0.01,0.02
2009,3,0.02,0.02
2009,4,0.01,0.30
2009,5,0.07,15.09
2009,6,2.87,34.44
2009,7,16.12,16.67
2009,8,13.77,25.36
2009,9,8.69,24.06
2009,10,3.93,5.76
2009,11,0.46,5.47
2009,12,0.01,0.00
2010,1,0.01,0.00
2010,2,0.00,0.00
2010,3,0.00,0.01
2010,4,0.01,0.06
2010,5,1.45,14.14
2010,6,9.19,10.27
2010,7,14.27,3.12
2010,8,8.40,5.72
2010,9,4.61,7.05
2010,10,0.73,7.41
2010,11,0.57,0.89
2010,12,0.01,0.00
2011,1,0.02,0.00
2011,2,0.03,0.06
2011,3,0.01,0.00
2011,4,0.00,2.34
2011,5,0.04,0.04
2011,6,12.65,15.06
2011,7,19.70,28.46
2011,8,15.59,27.26
2011,9,8.11,0.34
2011,10,1.71,1.50
2011,11,0.04,0.00
2011,12,0.01,1.78
2012,1,0.01,0.42
2012,2,0.02,0.00
2012,3,0.01,0.00
2012,4,0.59,12.98
2012,5,2.09,13.65
2012,6,7.28,30.56
2012,7,4.42,3.95
2012,8,7.54,22.78
2012,9,2.18,11.45
2012,10,0.56,15.36
2012,11,0.00,8.66
2012,12,0.02,8.62
2013,1,0.01,2.88
2013,2,0.02,0.05
2013,3,0.02,0.82
2013,4,0.01,0.75
2013,5,2.35,8.83
2013,6,6.31,11.44
2013,7,7.39,18.55
2013,8,7.61,18.38
2013,9,1.70,14.59
2013,10,0.71,13.67
2013,11,0.13,1.88
2013,12,0.01,2.22
2014,1,0.02,0.00
2014,2,0.01,0.94
2014,3,0.00,0.64
2014,4,0.01,0.24
2014,5,0.76,9.92
2014,6,12.58,15.45
2014,7,9.41,18.45
2014,8,5.79,10.32
2014,9,2.91,21.33
2014,10,0.31,6.91
2014,11,0.01,0.07
2014,12,0.00,0.01
2015,1,0.01,0.60
2015,2,0.03,0.02
2015,3,0.05,5.78
2015,4,0.00,0.03
2015,5,0.09,0.97
2015,6,0.05,3.65
2015,7,9.38,24.82
2015,8,16.31,36.40
2015,9,9.27,16.65
2015,10,8.50,27.72
2015,11,2.38,4.59
2015,12,0.12,0.70
2016,1,0.02,17.57
2016,2,0.02,1.65
2016,3,0.00,3.14
2016,4,0.73,35.24
2016,5,2.61,49.00
2016,6,16.37,16.67
2016,7,14.12,33.90
2016,8,8.94,1.25
2016,9,5.23,3.31
2016,10,1.40,15.49
2016,11,0.09,0.00
2016,12,0.18,0.19
2017,1,0.01,0.00
2017,2,0.04,0.00
2017,3,0.02,0.49
2017,4,0.02,1.22
2017,5,7.14,36.71
2017,6,13.27,34.98
2017,7,11.82,8.10
2017,8,9.39,7.59
2017,9,5.67,15.73
2017,10,1.91,1.84
2017,11,0.03,6.08
2017,12,0.01,0.06
2018,1,0.01,3.94
2018,2,0.03,0.00
2018,3,0.00,0.03
2018,4,0.01,0.58
2018,5,0.07,18.37
2018,6,11.71,14.89
2018,7,10.50,17.19
2018,8,7.06,3.83
2018,9,2.40,30.23
2018,10,0.61,11.42
2018,11,0.03,0.30
2018,12,0.01,0.13
2019,1,0.00,0.00
2019,2,0.01,0.03
2019,3,0.00,0.06
2019,4,0.02,1.25
2019,5,0.14,6.84
2019,6,4.82,21.94
