Year,Month,SCA,CCA
2000,1,0,
2000,2,13.00,9.76
2000,3,0.37,2.54
2000,4,1.28,25.10
2000,5,10.82,61.02
2000,6,28.66,78.66
2000,7,35.94,31.92
2000,8,31.47,54.14
2000,9,31.39,59.48
2000,10,27.77,20.22
2000,11,22.34,20.75
2000,12,16.06,0.31
2001,1,6.78,2.85
2001,2,1.29,0.18
2001,3,1.15,8.16
2001,4,5.70,18.84
2001,5,20.95,60.18
2001,6,34.55,40.33
2001,7,34.60,71.94
2001,8,31.18,50.54
2001,9,29.09,28.43
2001,10,24.89,27.36
2001,11,19.78,12.67
2001,12,12.37,0.21
2002,1,3.10,0.19
2002,2,0.99,3.98
2002,3,2.06,23.76
2002,4,7.78,23.03
2002,5,22.77,58.13
2002,6,37.61,47.57
2002,7,34.95,36.01
2002,8,34.43,56.99
2002,9,33.08,31.48
2002,10,28.49,48.07
2002,11,24.00,6.07
2002,12,18.24,4.62
2003,1,11.24,7.89
2003,2,4.16,0.00
2003,3,1.64,0.58
2003,4,2.04,11.37
2003,5,9.60,26.33
2003,6,28.91,71.04
2003,7,33.21,27.79
2003,8,28.45,21.90
2003,9,26.33,12.91
2003,10,21.13,9.78
2003,11,15.84,11.71
2003,12,5.51,2.24
2004,1,1.36,0.08
2004,2,0.65,0.00
2004,3,1.50,8.87
2004,4,11.20,20.00
2004,5,11.14,23.70
2004,6,25.45,43.12
2004,7,31.42,47.31
2004,8,34.47,21.58
2004,9,28.71,17.72
2004,10,22.80,31.89
2004,11,17.42,24.29
2004,12,6.62,7.27
2005,1,2.20,0.29
2005,2,0.71,0.42
2005,3,1.01,1.66
2005,4,2.76,2.28
2005,5,28.15,50.22
2005,6,33.10,57.51
2005,7,33.71,44.04
2005,8,33.42,56.34
2005,9,30.82,16.12
2005,10,26.65,10.84
2005,11,22.90,3.07
2005,12,18.55,0.82
2006,1,10.50,0.34
2006,2,4.53,0.83
2006,3,1.78,0.02
2006,4,5.04,9.18
2006,5,4.70,40.30
2006,6,30.84,49.16
2006,7,33.86,50.14
2006,8,34.56,47.30
2006,9,30.23,21.02
2006,10,26.42,32.75
2006,11,21.03,8.20
2006,12,15.61,1.14
2007,1,6.88,0.34
2007,2,2.50,2.47
2007,3,1.42,11.77
2007,4,1.74,17.15
2007,5,4.04,38.24
2007,6,37.62,35.03
2007,7,37.27,38.58
2007,8,40.12,28.01
2007,9,31.62,13.78
2007,10,25.14,10.55
2007,11,15.74,6.50
2007,12,3.95,6.76
2008,1,0.77,0.00
2008,2,0.49,0.29
2008,3,0.84,0.96
2008,4,5.30,3.98
2008,5,19.55,36.41
2008,6,33.62,20.71
2008,7,32.13,52.74
2008,8,33.95,30.67
2008,9,30.42,17.14
2008,10,24.57,6.01
2008,11,17.17,0.04
2008,12,5.77,0.10
2009,1,1.10,0.00
2009,2,0.51,0.00
2009,3,0.37,0.01
2009,4,0.54,0.34
2009,5,10.28,27.24
2009,6,20.90,33.61
2009,7,33.94,23.81
2009,8,32.84,65.50
2009,9,28.97,24.94
2009,10,25.59,27.39
2009,11,21.14,33.93
2009,12,13.98,2.42
2010,1,4.58,0.00
2010,2,0.89,0.01
2010,3,0.45,0.13
2010,4,0.75,6.83
2010,5,17.77,22.58
2010,6,26.40,36.65
2010,7,39.30,22.35
2010,8,34.25,27.36
2010,9,27.37,8.65
2010,10,15.17,20.31
2010,11,6.46,2.33
2010,12,1.76,1.35
2011,1,0.54,0.13
2011,2,0.35,2.33
2011,3,3.17,1.23
2011,4,10.94,10.50
2011,5,6.82,17.04
2011,6,26.32,34.76
2011,7,36.47,28.66
2011,8,39.97,52.89
2011,9,32.67,12.47
2011,10,23.92,19.64
2011,11,15.42,7.05
2011,12,3.23,0.07
2012,1,0.38,0.92
2012,2,0.31,1.72
2012,3,0.29,0.00
2012,4,1.52,13.00
2012,5,10.69,50.97
2012,6,23.47,51.49
2012,7,29.82,15.76
2012,8,29.21,31.88
2012,9,23.06,12.38
2012,10,21.84,31.65
2012,11,12.84,8.39
2012,12,12.29,17.32
2013,1,1.74,0.25
2013,2,0.44,1.39
2013,3,0.35,3.08
2013,4,0.50,8.00
2013,5,14.47,26.12
2013,6,29.71,22.62
2013,7,32.48,43.20
2013,8,32.88,13.59
2013,9,26.12,39.59
2013,10,21.05,13.73
2013,11,11.83,2.45
2013,12,2.19,0.05
2014,1,0.31,0.00
2014,2,0.27,0.01
2014,3,0.76,2.12
2014,4,3.34,2.93
2014,5,25.25,37.79
2014,6,37.93,39.46
2014,7,34.86,32.50
2014,8,32.14,24.32
2014,9,29.07,45.79
2014,10,23.58,10.44
2014,11,16.49,4.90
2014,12,8.84,1.17
2015,1,1.46,0.28
2015,2,0.45,0.05
2015,3,0.38,4.35
2015,4,1.21,0.41
2015,5,4.70,19.57
2015,6,27.05,27.30
2015,7,29.24,50.46
2015,8,34.22,47.62
2015,9,29.87,49.00
2015,10,28.45,38.16
2015,11,21.32,9.91
2015,12,11.80,0.10
2016,1,2.28,12.96
2016,2,0.62,0.00
2016,3,0.33,3.63
2016,4,7.01,53.58
2016,5,20.25,37.44
2016,6,23.05,23.36
2016,7,26.15,38.91
2016,8,28.54,19.55
2016,9,22.07,7.56
2016,10,17.54,23.46
2016,11,9.67,3.40
2016,12,1.73,0.52
2017,1,0.43,0.00
2017,2,0.41,1.09
2017,3,0.78,3.55
2017,4,5.36,5.73
2017,5,17.63,31.46
