Year,Month,SCA,CCA
2017,6,28.85,42.17
2017,7,33.06,23.37
2017,8,33.62,38.55
2017,9,29.37,24.08
2017,10,25.51,17.45
2017,11,17.56,12.20
2017,12,5.95,0.42
2018,1,0.64,5.25
2018,2,0.30,0.00
2018,3,2.67,0.98
2018,4,4.38,11.74
2018,5,4.55,31.54
2018,6,33.16,30.56
2018,7,31.53,31.27
2018,8,30.32,29.61
2018,9,25.52,32.65
2018,10,25.09,22.80
2018,11,16.31,7.85
2018,12,5.62,1.11
2019,1,0.45,2.00
2019,2,0.16,0.14
2019,3,0.19,0.06
2019,4,0.35,2.81
2019,5,10.03,46.16
2019,6,34.63,56.71
2019,7,33.79,26.35
2019,8,26.60,33.12
2019,9,23.03,15.93
2019,10,16.48,18.81
2019,11,5.17,3.25
2019,12,0.41,0.08
2020,1,0.20,0.01
2020,2,0.26,0.00
2020,3,0.16,0.09
2020,4,1.84,5.19
2020,5,4.99,14.77
2020,6,26.58,52.62
2020,7,37.52,49.48
2020,8,33.08,12.63
2020,9,29.87,9.21
2020,10,24.59,3.85
2020,11,16.02,0.13
2020,12,4.68,0.01
2021,1,0.76,8.45
2021,2,1.73,2.05
2021,3,0.30,0.46
2021,4,0.40,7.01
2021,5,6.75,40.51
2021,6,23.69,48.13
2021,7,25.95,22.98
2021,8,23.30,30.44
2021,9,29.35,8.03
2021,10,20.24,2.20
2021,11,5.87,1.31
2021,12,0.56,1.49
2022,1,0.17,0.44
2022,2,0.25,0.01
2022,3,0.17,0.00
2022,4,1.81,24.01
2022,5,20.57,26.07
2022,6,28.58,38.29
2022,7,39.35,39.05
2022,8,33.97,15.45
2022,9,28.31,17.37
2022,10,20.36,8.51
2022,11,9.90,12.89
2022,12,1.12,0.00
2023,1,0.22,0.00
2023,2,0.18,0.00
2023,3,0.15,0.00
2023,4,0.65,11.78
2023,5,17.87,25.67
2023,6,21.94,46.53
2023,7,29.90,54.56
2023,8,29.78,35.90
2023,9,29.40,51.40
2023,10,26.48,27.43
2023,11,23.75,8.19
2023,12,16.96,0.08
2024,1,6.39,0.69
2024,2,1.36,5.72
2024,3,0.54,3.06
2024,4,3.77,39.14
2024,5,32.13,56.76
2024,6,40.81,74.79
2024,7,36.53,38.30
